log(E / eV)	log(z / pc)	t / yr	 logQ
6	1.69897	0	51.7717
6.11111	1.69897	0	52.0396
6.22222	1.69897	0	52.1969
6.33333	1.69897	0	52.2686
6.44444	1.69897	0	52.2739
6.55556	1.69897	0	52.2278
6.66667	1.69897	0	52.142
6.77778	1.69897	0	52.0254
6.88889	1.69897	0	51.8849
7	1.69897	0	51.726
7.11111	1.69897	0	51.5528
7.22222	1.69897	0	51.3685
7.33333	1.69897	0	51.1757
7.44444	1.69897	0	50.9762
7.55556	1.69897	0	50.7716
7.66667	1.69897	0	50.563
7.77778	1.69897	0	50.3514
7.88889	1.69897	0	50.1373
8	1.69897	0	49.9214
8.11111	1.69897	0	49.7041
8.22222	1.69897	0	49.4857
8.33333	1.69897	0	49.2664
8.44444	1.69897	0	49.0464
8.55556	1.69897	0	48.826
8.66667	1.69897	0	48.6051
8.77778	1.69897	0	48.384
8.88889	1.69897	0	48.1626
9	1.69897	0	47.941
9.11111	1.69897	0	47.7192
9.22222	1.69897	0	47.4974
9.33333	1.69897	0	47.2755
9.44444	1.69897	0	47.0535
9.55556	1.69897	0	46.8314
9.66667	1.69897	0	46.6093
9.77778	1.69897	0	46.3872
9.88889	1.69897	0	46.1651
10	1.69897	0	45.9429
10.1111	1.69897	0	45.7207
10.2222	1.69897	0	45.4986
10.3333	1.69897	0	45.2764
10.4444	1.69897	0	45.0542
10.5556	1.69897	0	44.832
10.6667	1.69897	0	44.6097
10.7778	1.69897	0	44.3875
10.8889	1.69897	0	44.1653
11	1.69897	0	43.9431
11.1111	1.69897	0	43.7209
11.2222	1.69897	0	43.4986
11.3333	1.69897	0	43.2764
11.4444	1.69897	0	43.0542
11.5556	1.69897	0	42.8319
11.6667	1.69897	0	42.6097
11.7778	1.69897	0	42.3874
11.8889	1.69897	0	42.1651
12	1.69897	0	41.9429
12.1111	1.69897	0	41.7206
12.2222	1.69897	0	41.4982
12.3333	1.69897	0	41.2759
12.4444	1.69897	0	41.0535
12.5556	1.69897	0	40.8311
12.6667	1.69897	0	40.6086
12.7778	1.69897	0	40.386
12.8889	1.69897	0	40.1633
13	1.69897	0	39.9404
13.1111	1.69897	0	39.7174
13.2222	1.69897	0	39.4942
13.3333	1.69897	0	39.2707
13.4444	1.69897	0	39.0468
13.5556	1.69897	0	38.8224
13.6667	1.69897	0	38.5973
13.7778	1.69897	0	38.3715
13.8889	1.69897	0	38.1446
