log(E / eV)	log(z / pc)	t / yr	 logQ
6	1.69897	0	59.3116
6.10101	1.69897	0	59.3189
6.20202	1.69897	0	59.3021
6.30303	1.69897	0	59.2595
6.40404	1.69897	0	59.1919
6.50505	1.69897	0	59.1014
6.60606	1.69897	0	58.9909
6.70707	1.69897	0	58.8632
6.80808	1.69897	0	58.7213
6.90909	1.69897	0	58.5677
7.0101	1.69897	0	58.4045
7.11111	1.69897	0	58.2334
7.21212	1.69897	0	58.0562
7.31313	1.69897	0	57.8739
7.41414	1.69897	0	57.6875
7.51515	1.69897	0	57.498
7.61616	1.69897	0	57.3059
7.71717	1.69897	0	57.1117
7.81818	1.69897	0	56.916
7.91919	1.69897	0	56.7189
8.0202	1.69897	0	56.5208
8.12121	1.69897	0	56.3219
8.22222	1.69897	0	56.1224
8.32323	1.69897	0	55.9223
8.42424	1.69897	0	55.7219
8.52525	1.69897	0	55.5211
8.62626	1.69897	0	55.32
8.72727	1.69897	0	55.1188
8.82828	1.69897	0	54.9174
8.92929	1.69897	0	54.7158
9.0303	1.69897	0	54.5142
9.13131	1.69897	0	54.3125
9.23232	1.69897	0	54.1107
9.33333	1.69897	0	53.9089
9.43434	1.69897	0	53.707
9.53535	1.69897	0	53.5051
9.63636	1.69897	0	53.3032
9.73737	1.69897	0	53.1012
9.83838	1.69897	0	52.8993
9.93939	1.69897	0	52.6973
10.0404	1.69897	0	52.4953
10.1414	1.69897	0	52.2933
10.2424	1.69897	0	52.0913
10.3434	1.69897	0	51.8893
10.4444	1.69897	0	51.6873
10.5455	1.69897	0	51.4853
10.6465	1.69897	0	51.2833
10.7475	1.69897	0	51.0813
10.8485	1.69897	0	50.8793
10.9495	1.69897	0	50.6772
11.0505	1.69897	0	50.4752
11.1515	1.69897	0	50.2732
11.2525	1.69897	0	50.0711
11.3535	1.69897	0	49.8691
11.4545	1.69897	0	49.667
11.5556	1.69897	0	49.4649
11.6566	1.69897	0	49.2628
11.7576	1.69897	0	49.0605
11.8586	1.69897	0	48.8582
11.9596	1.69897	0	48.6556
12.0606	1.69897	0	48.4527
12.1616	1.69897	0	48.2493
12.2626	1.69897	0	48.0451
12.3636	1.69897	0	47.8397
12.4646	1.69897	0	47.6327
12.5657	1.69897	0	47.4232
12.6667	1.69897	0	47.2105
12.7677	1.69897	0	46.9936
12.8687	1.69897	0	46.7716
12.9697	1.69897	0	46.5436
13.0707	1.69897	0	46.3087
13.1717	1.69897	0	46.0664
13.2727	1.69897	0	45.8163
13.3737	1.69897	0	45.5584
13.4747	1.69897	0	45.2928
13.5758	1.69897	0	45.0199
13.6768	1.69897	0	44.7399
13.7778	1.69897	0	44.4535
13.8788	1.69897	0	44.1609
13.9798	1.69897	0	43.8625
14.0808	1.69897	0	43.5585
14.1818	1.69897	0	43.2491
14.2828	1.69897	0	42.9341
14.3838	1.69897	0	42.6133
14.4848	1.69897	0	42.2863
14.5859	1.69897	0	41.9525
14.6869	1.69897	0	41.6109
14.7879	1.69897	0	41.2605
14.8889	1.69897	0	40.8999
14.9899	1.69897	0	40.5271
15.0909	1.69897	0	40.1401
15.1919	1.69897	0	39.7358
15.2929	1.69897	0	39.3109
15.3939	1.69897	0	38.8608
15.4949	1.69897	0	38.3798
15.596	1.69897	0	37.8603
15.697	1.69897	0	37.2906
15.798	1.69897	0	36.6491
15.899	1.69897	0	35.8681
16	1.69897	0	-inf
6	1.71389	244.101	60.0578
6.10101	1.71389	244.101	60.065
6.20202	1.71389	244.101	60.0482
6.30303	1.71389	244.101	60.0057
6.40404	1.71389	244.101	59.938
6.50505	1.71389	244.101	59.8476
6.60606	1.71389	244.101	59.737
6.70707	1.71389	244.101	59.6094
6.80808	1.71389	244.101	59.4675
6.90909	1.71389	244.101	59.3138
7.0101	1.71389	244.101	59.1506
7.11111	1.71389	244.101	58.9796
7.21212	1.71389	244.101	58.8023
7.31313	1.71389	244.101	58.62
7.41414	1.71389	244.101	58.4337
7.51515	1.71389	244.101	58.2441
7.61616	1.71389	244.101	58.052
7.71717	1.71389	244.101	57.8579
7.81818	1.71389	244.101	57.6621
7.91919	1.71389	244.101	57.465
8.0202	1.71389	244.101	57.2669
8.12121	1.71389	244.101	57.068
8.22222	1.71389	244.101	56.8685
8.32323	1.71389	244.101	56.6684
8.42424	1.71389	244.101	56.468
8.52525	1.71389	244.101	56.2672
8.62626	1.71389	244.101	56.0661
8.72727	1.71389	244.101	55.8649
8.82828	1.71389	244.101	55.6635
8.92929	1.71389	244.101	55.4619
9.0303	1.71389	244.101	55.2603
9.13131	1.71389	244.101	55.0586
9.23232	1.71389	244.101	54.8568
9.33333	1.71389	244.101	54.655
9.43434	1.71389	244.101	54.4531
9.53535	1.71389	244.101	54.2512
9.63636	1.71389	244.101	54.0493
9.73737	1.71389	244.101	53.8474
9.83838	1.71389	244.101	53.6454
9.93939	1.71389	244.101	53.4434
10.0404	1.71389	244.101	53.2414
10.1414	1.71389	244.101	53.0394
10.2424	1.71389	244.101	52.8374
10.3434	1.71389	244.101	52.6354
10.4444	1.71389	244.101	52.4334
10.5455	1.71389	244.101	52.2314
10.6465	1.71389	244.101	52.0294
10.7475	1.71389	244.101	51.8274
10.8485	1.71389	244.101	51.6254
10.9495	1.71389	244.101	51.4234
11.0505	1.71389	244.101	51.2213
11.1515	1.71389	244.101	51.0193
11.2525	1.71389	244.101	50.8172
11.3535	1.71389	244.101	50.6152
11.4545	1.71389	244.101	50.4131
11.5556	1.71389	244.101	50.211
11.6566	1.71389	244.101	50.0089
11.7576	1.71389	244.101	49.8066
11.8586	1.71389	244.101	49.6043
11.9596	1.71389	244.101	49.4017
12.0606	1.71389	244.101	49.1988
12.1616	1.71389	244.101	48.9953
12.2626	1.71389	244.101	48.7911
12.3636	1.71389	244.101	48.5856
12.4646	1.71389	244.101	48.3785
12.5657	1.71389	244.101	48.1688
12.6667	1.71389	244.101	47.9559
12.7677	1.71389	244.101	47.7388
12.8687	1.71389	244.101	47.5166
12.9697	1.71389	244.101	47.2882
13.0707	1.71389	244.101	47.053
13.1717	1.71389	244.101	46.8103
13.2727	1.71389	244.101	46.5598
13.3737	1.71389	244.101	46.3015
13.4747	1.71389	244.101	46.0356
13.5758	1.71389	244.101	45.7623
13.6768	1.71389	244.101	45.482
13.7778	1.71389	244.101	45.1952
13.8788	1.71389	244.101	44.9023
13.9798	1.71389	244.101	44.6036
14.0808	1.71389	244.101	44.2994
14.1818	1.71389	244.101	43.9897
14.2828	1.71389	244.101	43.6744
14.3838	1.71389	244.101	43.3533
14.4848	1.71389	244.101	43.026
14.5859	1.71389	244.101	42.6918
14.6869	1.71389	244.101	42.3499
14.7879	1.71389	244.101	41.999
14.8889	1.71389	244.101	41.6378
14.9899	1.71389	244.101	41.2644
15.0909	1.71389	244.101	40.8766
15.1919	1.71389	244.101	40.4714
15.2929	1.71389	244.101	40.0454
15.3939	1.71389	244.101	39.594
15.4949	1.71389	244.101	39.1114
15.596	1.71389	244.101	38.5899
15.697	1.71389	244.101	38.018
15.798	1.71389	244.101	37.3738
15.899	1.71389	244.101	36.59
16	1.71389	244.101	-inf
6	1.72881	342.902	60.2275
6.10101	1.72881	342.902	60.2347
6.20202	1.72881	342.902	60.2178
6.30303	1.72881	342.902	60.1752
6.40404	1.72881	342.902	60.1076
6.50505	1.72881	342.902	60.0171
6.60606	1.72881	342.902	59.9065
6.70707	1.72881	342.902	59.7789
6.80808	1.72881	342.902	59.637
6.90909	1.72881	342.902	59.4833
7.0101	1.72881	342.902	59.3201
7.11111	1.72881	342.902	59.1491
7.21212	1.72881	342.902	58.9718
7.31313	1.72881	342.902	58.7895
7.41414	1.72881	342.902	58.6032
7.51515	1.72881	342.902	58.4136
7.61616	1.72881	342.902	58.2215
7.71717	1.72881	342.902	58.0274
7.81818	1.72881	342.902	57.8316
7.91919	1.72881	342.902	57.6345
8.0202	1.72881	342.902	57.4365
8.12121	1.72881	342.902	57.2376
8.22222	1.72881	342.902	57.038
8.32323	1.72881	342.902	56.8379
8.42424	1.72881	342.902	56.6375
8.52525	1.72881	342.902	56.4367
8.62626	1.72881	342.902	56.2357
8.72727	1.72881	342.902	56.0344
8.82828	1.72881	342.902	55.833
8.92929	1.72881	342.902	55.6315
9.0303	1.72881	342.902	55.4298
9.13131	1.72881	342.902	55.2281
9.23232	1.72881	342.902	55.0263
9.33333	1.72881	342.902	54.8245
9.43434	1.72881	342.902	54.6226
9.53535	1.72881	342.902	54.4207
9.63636	1.72881	342.902	54.2188
9.73737	1.72881	342.902	54.0169
9.83838	1.72881	342.902	53.8149
9.93939	1.72881	342.902	53.6129
10.0404	1.72881	342.902	53.411
10.1414	1.72881	342.902	53.209
10.2424	1.72881	342.902	53.007
10.3434	1.72881	342.902	52.805
10.4444	1.72881	342.902	52.603
10.5455	1.72881	342.902	52.4009
10.6465	1.72881	342.902	52.1989
10.7475	1.72881	342.902	51.9969
10.8485	1.72881	342.902	51.7949
10.9495	1.72881	342.902	51.5929
11.0505	1.72881	342.902	51.3908
11.1515	1.72881	342.902	51.1888
11.2525	1.72881	342.902	50.9868
11.3535	1.72881	342.902	50.7847
11.4545	1.72881	342.902	50.5826
11.5556	1.72881	342.902	50.3805
11.6566	1.72881	342.902	50.1784
11.7576	1.72881	342.902	49.9761
11.8586	1.72881	342.902	49.7737
11.9596	1.72881	342.902	49.5711
12.0606	1.72881	342.902	49.3681
12.1616	1.72881	342.902	49.1646
12.2626	1.72881	342.902	48.9602
12.3636	1.72881	342.902	48.7545
12.4646	1.72881	342.902	48.547
12.5657	1.72881	342.902	48.337
12.6667	1.72881	342.902	48.1236
12.7677	1.72881	342.902	47.9058
12.8687	1.72881	342.902	47.6827
12.9697	1.72881	342.902	47.4534
13.0707	1.72881	342.902	47.2171
13.1717	1.72881	342.902	46.9733
13.2727	1.72881	342.902	46.7218
13.3737	1.72881	342.902	46.4624
13.4747	1.72881	342.902	46.1954
13.5758	1.72881	342.902	45.9211
13.6768	1.72881	342.902	45.64
13.7778	1.72881	342.902	45.3524
13.8788	1.72881	342.902	45.0588
13.9798	1.72881	342.902	44.7594
14.0808	1.72881	342.902	44.4546
14.1818	1.72881	342.902	44.1443
14.2828	1.72881	342.902	43.8285
14.3838	1.72881	342.902	43.5068
14.4848	1.72881	342.902	43.1789
14.5859	1.72881	342.902	42.8441
14.6869	1.72881	342.902	42.5015
14.7879	1.72881	342.902	42.1499
14.8889	1.72881	342.902	41.7878
14.9899	1.72881	342.902	41.4134
15.0909	1.72881	342.902	41.0243
15.1919	1.72881	342.902	40.6177
15.2929	1.72881	342.902	40.19
