log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
14.9666	126.422	1194.34	0	0	0	0	0
15.1989	126.422	1194.34	0	0	0	0	0
15.4312	126.422	1194.34	0	0	0	0	0
15.6635	126.422	1194.34	0	0	0	0	0
15.8959	126.422	1194.34	0	0	0	0	0
16.1282	126.422	1194.34	0	0	0	0	0
16.3605	126.422	1194.34	0	0	0	0	0
16.5928	126.422	1194.34	0	0	0	0	0
16.8252	126.422	1194.34	0	0	0	0	0
17.0575	126.422	1194.34	0	0	0	0	0
-5.94202	130.84	1224.71	36.0201	0	0	0	36.0201
-5.7097	130.84	1224.71	36.1343	0	0	25.489	36.1343
-5.47737	130.84	1224.71	36.2476	0	0	26.0893	36.2476
-5.24505	130.84	1224.71	36.3676	0	0	26.5726	36.3676
-5.01273	130.84	1224.71	36.4821	0	0	27.0089	36.4821
-4.7804	130.84	1224.71	36.5955	0	0	27.4123	36.5955
-4.54808	130.84	1224.71	36.7168	0	0	27.7826	36.7168
-4.31576	130.84	1224.71	36.8332	0	0	28.0919	36.8332
-4.08343	130.84	1224.71	36.9456	0	0	28.3827	36.9456
-3.85111	130.84	1224.71	37.0647	0	0	28.6571	37.0647
-3.61879	130.84	1224.71	37.1799	0	25.3111	28.9028	37.1799
-3.38646	130.84	1224.71	37.291	0	26.5386	29.1321	37.291
-3.15414	130.84	1224.71	37.4107	0	27.4295	29.353	37.4107
-2.92182	130.84	1224.71	37.5296	0	28.2281	29.5662	37.5296
-2.68949	130.84	1224.71	37.6432	0	28.9802	29.7557	37.6432
-2.45717	130.84	1224.71	37.7624	0	29.7031	29.945	37.7624
-2.22485	130.84	1224.71	37.8797	0	30.404	30.1335	37.8797
-1.99252	130.84	1224.71	37.9903	0	31.0839	30.2996	37.9903
-1.7602	130.84	1224.71	38.1076	0	31.7391	30.4714	38.1076
-1.52788	130.84	1224.71	38.227	23.1865	32.3588	30.6447	38.227
-1.29555	130.84	1224.71	38.34	26.1144	32.9246	30.8005	38.34
-1.06323	130.84	1224.71	38.4578	26.9994	33.4161	30.9552	38.4578
-0.830907	130.84	1224.71	38.5771	27.768	33.8326	31.1176	38.5771
-0.598584	130.84	1224.71	38.688	28.493	34.2023	31.2643	38.688
-0.366261	130.84	1224.71	38.8025	29.1958	34.5422	31.4144	38.8026
-0.133937	130.84	1224.71	38.9211	29.8835	34.8484	31.568	38.9212
0.0983858	130.84	1224.71	39.0325	30.5571	35.115	31.709	39.0325
0.330709	130.84	1224.71	39.1466	31.2132	35.3496	31.8511	39.1466
0.563032	130.84	1224.71	39.265	31.842	35.5746	31.9992	39.2651
0.795355	130.84	1224.71	39.3742	32.4268	35.7753	32.1381	39.3743
1.02768	130.84	1224.71	39.482	32.9454	35.9606	32.28	39.4821
1.26	130.84	1224.71	39.5935	33.3862	36.1306	32.4249	39.5936
1.49233	130.84	1224.71	39.6948	33.7694	36.3027	32.5573	39.695
1.72465	130.84	1224.71	39.7927	34.1199	36.4562	32.6962	39.7929
1.95697	130.84	1224.71	39.8948	34.4377	36.5955	32.8357	39.895
2.18929	130.84	1224.71	39.9853	34.7179	36.7488	32.968	39.9856
2.42162	130.84	1224.71	40.0661	34.9653	36.877	33.106	40.0663
2.65394	130.84	1224.71	40.1476	35.1875	36.9896	33.245	40.1479
2.88626	130.84	1224.71	40.2139	35.4079	37.1318	33.3709	40.2143
3.11859	130.84	1224.71	40.2646	35.5944	37.2611	33.5122	40.265
3.35091	130.84	1224.71	40.3198	35.761	37.3891	33.6462	40.3203
3.58323	130.84	1224.71	40.3655	35.9399	37.5038	33.7701	40.3661
3.81556	130.84	1224.71	40.3919	36.0977	37.6384	33.8966	40.3927
4.04788	130.84	1224.71	40.4207	36.2293	37.7519	34.0329	40.4216
4.2802	130.84	1224.71	40.4407	36.3828	37.8629	34.1609	40.4419
4.51253	130.84	1224.71	40.4326	36.5245	38.0155	34.2858	40.4343
4.74485	130.84	1224.71	40.4244	36.654	38.0723	34.4171	40.4264
4.97717	130.84	1224.71	40.4179	36.776	38.2365	34.5411	40.4208
5.2095	130.84	1224.71	40.3804	36.9012	38.3054	34.6648	40.3842
5.44182	130.84	1224.71	40.3313	37.0358	38.4551	34.7911	40.3372
5.67414	130.84	1224.71	40.2737	37.1546	38.5451	34.9153	40.2821
5.90647	130.84	1224.71	40.1392	37.28	38.7104	35.0268	40.1557
6.13879	130.84	1224.71	39.9011	37.4127	38.7936	35.1656	39.935
6.37111	130.84	1224.71	39.5953	37.4899	38.9452	35.2796	39.6858
6.60344	130.84	1224.71	39.1846	37.641	39.0355	35.3959	39.4247
6.83576	130.84	1224.71	38.5515	37.7044	39.179	35.5086	39.2826
7.06808	130.84	1224.71	37.3678	37.8623	39.2851	35.6275	39.3063
7.30041	130.84	1224.71	35.1384	37.9841	39.4404	35.7389	39.4554
7.53273	130.84	1224.71	31.1131	38.0975	39.4873	35.8548	39.5047
7.76505	130.84	1224.71	24.0214	38.199	39.6574	35.9642	39.6723
7.99738	130.84	1224.71	11.6942	38.3238	39.7661	36.0793	39.7816
8.2297	130.84	1224.71	-9.57177	38.3839	39.914	36.1801	39.9267
8.46202	130.84	1224.71	-46.0994	38.5038	39.9912	36.2925	40.0052
8.69435	130.84	1224.71	-108.684	38.5745	40.0976	36.4051	40.1105
8.92667	130.84	1224.71	-215.757	38.7118	40.2404	36.5007	40.2531
9.15899	130.84	1224.71	0	38.787	40.3291	36.6136	40.3415
9.39132	130.84	1224.71	0	38.8416	40.4945	36.7148	40.5041
9.62364	130.84	1224.71	0	38.9123	40.5373	36.7996	40.5475
9.85596	130.84	1224.71	0	38.9928	40.6925	36.9031	40.7011
10.0883	130.84	1224.71	0	38.9393	40.8007	37.0031	40.8067
10.3206	130.84	1224.71	0	39.0802	40.955	37.0827	40.9608
10.5529	130.84	1224.71	0	39.0052	40.9964	37.1742	41.0009
10.7853	130.84	1224.71	0	39.1372	41.0955	37.2618	41.1004
11.0176	130.84	1224.71	0	39.0469	41.2157	37.3109	41.2187
11.2499	130.84	1224.71	0	38.959	41.2609	37.4182	41.2631
11.4822	130.84	1224.71	0	38.7729	41.3403	37.4839	41.3415
11.7145	130.84	1224.71	0	38.6305	41.386	37.4998	41.3869
11.9469	130.84	1224.71	0	38.9766	41.4943	37.5966	41.4957
12.1792	130.84	1224.71	0	38.1189	41.4372	37.5679	41.4374
12.4115	130.84	1224.71	0	37.9309	41.5127	37.6627	41.5129
12.6438	130.84	1224.71	0	38.2246	41.397	37.607	41.3974
12.8762	130.84	1224.71	0	38.3092	41.4851	37.6195	41.4854
13.1085	130.84	1224.71	0	37.019	41.2812	37.605	41.2813
13.3408	130.84	1224.71	0	37.2018	41.4118	37.4915	41.4119
13.5731	130.84	1224.71	0	37.0507	41.1957	37.4346	41.1958
13.8055	130.84	1224.71	0	35.7419	40.2722	37.2369	40.2726
14.0378	130.84	1224.71	0	35.8134	40.3435	37.0115	40.3437
14.2701	130.84	1224.71	0	35.471	40.0015	36.8128	40.0018
14.5024	130.84	1224.71	0	36.0549	40.435	36.4308	40.435
14.7347	130.84	1224.71	0	33.4514	38.0688	35.5495	38.0701
14.9671	130.84	1224.71	0	0	0	0	0
15.1994	130.84	1224.71	0	0	0	0	0
15.4317	130.84	1224.71	0	0	0	0	0
15.664	130.84	1224.71	0	0	0	0	0
15.8964	130.84	1224.71	0	0	0	0	0
16.1287	130.84	1224.71	0	0	0	0	0
16.361	130.84	1224.71	0	0	0	0	0
16.5933	130.84	1224.71	0	0	0	0	0
16.8257	130.84	1224.71	0	0	0	0	0
17.058	130.84	1224.71	0	0	0	0	0
-5.94155	135.414	1255.5	36.0036	0	0	0	36.0036
-5.70923	135.414	1255.5	36.1174	0	0	25.4414	36.1174
-5.4769	135.414	1255.5	36.231	0	0	26.0416	36.231
-5.24458	135.414	1255.5	36.3511	0	0	26.525	36.3511
-5.01226	135.414	1255.5	36.4652	0	0	26.9613	36.4652
-4.77993	135.414	1255.5	36.579	0	0	27.3647	36.579
-4.54761	135.414	1255.5	36.7004	0	0	27.7349	36.7004
-4.31529	135.414	1255.5	36.8163	0	0	28.0443	36.8163
-4.08296	135.414	1255.5	36.929	0	0	28.335	36.929
-3.85064	135.414	1255.5	37.0483	0	0	28.6094	37.0483
-3.61832	135.414	1255.5	37.163	0	25.2994	28.8551	37.163
-3.38599	135.414	1255.5	37.2743	0	26.5268	29.0844	37.2743
-3.15367	135.414	1255.5	37.3944	0	27.4176	29.3053	37.3944
-2.92135	135.414	1255.5	37.5129	0	28.2161	29.5185	37.5129
-2.68902	135.414	1255.5	37.6265	0	28.9682	29.708	37.6265
-2.4567	135.414	1255.5	37.746	0	29.691	29.8974	37.746
-2.22438	135.414	1255.5	37.8629	0	30.3918	30.0859	37.8629
-1.99205	135.414	1255.5	37.9735	0	31.0717	30.252	37.9735
-1.75973	135.414	1255.5	38.0912	0	31.7268	30.4238	38.0912
-1.52741	135.414	1255.5	38.2103	23.1744	32.3465	30.597	38.2103
-1.29508	135.414	1255.5	38.3232	26.1024	32.9122	30.7529	38.3232
-1.06276	135.414	1255.5	38.4414	26.9873	33.4035	30.9075	38.4415
-0.830438	135.414	1255.5	38.5604	27.7559	33.8198	31.0699	38.5604
-0.598114	135.414	1255.5	38.6711	28.4809	34.1895	31.2167	38.6711
-0.365791	135.414	1255.5	38.7861	29.1836	34.5293	31.3667	38.7861
-0.133468	135.414	1255.5	38.9045	29.8713	34.8354	31.5203	38.9045
0.0988553	135.414	1255.5	39.0156	30.545	35.102	31.6614	39.0157
0.331179	135.414	1255.5	39.1302	31.201	35.3365	31.8035	39.1303
0.563502	135.414	1255.5	39.2485	31.8297	35.5615	31.9516	39.2486
0.795825	135.414	1255.5	39.3574	32.4144	35.7621	32.0905	39.3575
1.02815	135.414	1255.5	39.4657	32.9329	35.9474	32.2323	39.4658
1.26047	135.414	1255.5	39.5771	33.3735	36.1174	32.3772	39.5773
1.49279	135.414	1255.5	39.6782	33.7566	36.2895	32.5097	39.6784
1.72512	135.414	1255.5	39.7766	34.1071	36.4429	32.6486	39.7768
1.95744	135.414	1255.5	39.879	34.4247	36.5822	32.788	39.8792
2.18976	135.414	1255.5	39.9691	34.7049	36.7355	32.9203	39.9694
2.42209	135.414	1255.5	40.0503	34.9522	36.8637	33.0584	40.0506
2.65441	135.414	1255.5	40.1322	35.1744	36.9763	33.1974	40.1325
2.88673	135.414	1255.5	40.198	35.3948	37.1185	33.3233	40.1983
3.11906	135.414	1255.5	40.2492	35.5812	37.2477	33.4646	40.2496
3.35138	135.414	1255.5	40.3052	35.7478	37.3758	33.5986	40.3057
3.5837	135.414	1255.5	40.3504	35.9267	37.4905	33.7225	40.351
3.81603	135.414	1255.5	40.3769	36.0844	37.625	33.849	40.3777
4.04835	135.414	1255.5	40.4065	36.216	37.7386	33.9853	40.4075
4.28067	135.414	1255.5	40.4256	36.3696	37.8496	34.1133	40.4268
4.513	135.414	1255.5	40.4169	36.5112	38.0022	34.2382	40.4186
4.74532	135.414	1255.5	40.4097	36.6406	38.059	34.3695	40.4117
4.97764	135.414	1255.5	40.4024	36.7627	38.2232	34.4935	40.4053
5.20997	135.414	1255.5	40.3636	36.8879	38.2921	34.6173	40.3674
5.44229	135.414	1255.5	40.3148	37.0224	38.4418	34.7436	40.3208
5.67461	135.414	1255.5	40.2552	37.1413	38.5317	34.8678	40.2637
5.90694	135.414	1255.5	40.1155	37.2667	38.6971	34.9793	40.1323
6.13926	135.414	1255.5	39.873	37.3994	38.7802	35.1181	39.9081
6.37158	135.414	1255.5	39.5638	37.4766	38.9319	35.2321	39.6578
6.60391	135.414	1255.5	39.1457	37.6277	39.0221	35.3484	39.3968
6.83623	135.414	1255.5	38.4948	37.6911	39.1656	35.4611	39.2615
7.06855	135.414	1255.5	37.2719	37.849	39.2717	35.58	39.2921
7.30088	135.414	1255.5	34.9739	37.9708	39.4271	35.6914	39.4421
7.5332	135.414	1255.5	30.8314	38.0841	39.474	35.8073	39.4914
7.76552	135.414	1255.5	23.5396	38.1858	39.6441	35.9167	39.659
7.99785	135.414	1255.5	10.8707	38.3105	39.7528	36.0318	39.7683
8.23017	135.414	1255.5	-10.9786	38.3706	39.9006	36.1326	39.9133
8.46249	135.414	1255.5	-48.5022	38.4906	39.978	36.245	39.992
8.69481	135.414	1255.5	-112.787	38.5612	40.0842	36.3576	40.0971
8.92714	135.414	1255.5	-222.764	38.6985	40.2271	36.4533	40.2398
9.15946	135.414	1255.5	0	38.7738	40.3157	36.5663	40.3281
9.39178	135.414	1255.5	0	38.8284	40.4813	36.6676	40.4909
9.62411	135.414	1255.5	0	38.8991	40.524	36.7524	40.5342
9.85643	135.414	1255.5	0	38.9797	40.6793	36.8561	40.6879
10.0888	135.414	1255.5	0	38.9262	40.7874	36.9563	40.7934
10.3211	135.414	1255.5	0	39.0671	40.9417	37.0359	40.9475
10.5534	135.414	1255.5	0	38.9923	40.9831	37.1277	40.9876
10.7857	135.414	1255.5	0	39.1242	41.0823	37.2154	41.0871
11.018	135.414	1255.5	0	39.0339	41.2023	37.2646	41.2053
11.2504	135.414	1255.5	0	38.9455	41.2478	37.3723	41.25
11.4827	135.414	1255.5	0	38.7601	41.3271	37.4381	41.3284
11.715	135.414	1255.5	0	38.6178	41.3729	37.4546	41.3738
11.9473	135.414	1255.5	0	38.9639	41.4815	37.5515	41.4829
12.1797	135.414	1255.5	0	38.1065	41.4247	37.5231	41.425
12.412	135.414	1255.5	0	37.9188	41.5008	37.6189	41.501
12.6443	135.414	1255.5	0	38.2127	41.3859	37.5635	41.3863
12.8766	135.414	1255.5	0	38.2979	41.4747	37.5768	41.4751
13.109	135.414	1255.5	0	37.01	41.2722	37.5633	41.2723
13.3413	135.414	1255.5	0	37.1938	41.4036	37.4501	41.4037
13.5736	135.414	1255.5	0	37.0437	41.1885	37.3942	41.1886
13.8059	135.414	1255.5	0	35.7367	40.2669	37.1973	40.2672
14.0382	135.414	1255.5	0	35.8086	40.3386	36.972	40.3388
14.2706	135.414	1255.5	0	35.4665	39.9969	36.7735	39.9972
14.5029	135.414	1255.5	0	36.0506	40.4304	36.3915	40.4304
14.7352	135.414	1255.5	0	33.4469	38.0643	35.51	38.0655
14.9675	135.414	1255.5	0	0	0	0	0
15.1999	135.414	1255.5	0	0	0	0	0
15.4322	135.414	1255.5	0	0	0	0	0
15.6645	135.414	1255.5	0	0	0	0	0
15.8968	135.414	1255.5	0	0	0	0	0
16.1292	135.414	1255.5	0	0	0	0	0
16.3615	135.414	1255.5	0	0	0	0	0
16.5938	135.414	1255.5	0	0	0	0	0
16.8261	135.414	1255.5	0	0	0	0	0
17.0585	135.414	1255.5	0	0	0	0	0
-5.94111	140.147	1286.72	35.9867	0	0	0	35.9867
-5.70879	140.147	1286.72	36.1001	0	0	25.3932	36.1001
-5.47647	140.147	1286.72	36.2141	0	0	25.9934	36.2141
-5.24415	140.147	1286.72	36.3342	0	0	26.4768	36.3342
-5.01182	140.147	1286.72	36.448	0	0	26.9131	36.448
-4.7795	140.147	1286.72	36.5621	0	0	27.3165	36.5621
-4.54718	140.147	1286.72	36.6836	0	0	27.6868	36.6836
-4.31485	140.147	1286.72	36.799	0	0	27.9961	36.799
-4.08253	140.147	1286.72	36.912	0	0	28.2869	36.912
-3.85021	140.147	1286.72	37.0314	0	0	28.5613	37.0314
-3.61788	140.147	1286.72	37.1456	0	25.287	28.807	37.1456
-3.38556	140.147	1286.72	37.2572	0	26.5143	29.0363	37.2572
-3.15324	140.147	1286.72	37.3776	0	27.405	29.2572	37.3776
-2.92091	140.147	1286.72	37.4957	0	28.2034	29.4704	37.4957
-2.68859	140.147	1286.72	37.6095	0	28.9555	29.6599	37.6095
-2.45627	140.147	1286.72	37.7292	0	29.6783	29.8492	37.7292
-2.22394	140.147	1286.72	37.8456	0	30.3791	30.0377	37.8456
-1.99162	140.147	1286.72	37.9563	0	31.0589	30.2039	37.9563
-1.7593	140.147	1286.72	38.0745	0	31.714	30.3756	38.0745
-1.52697	140.147	1286.72	38.1932	23.1617	32.3335	30.5489	38.1932
-1.29465	140.147	1286.72	38.3061	26.0896	32.8991	30.7047	38.3061
-1.06233	140.147	1286.72	38.4247	26.9746	33.3903	30.8594	38.4247
-0.830004	140.147	1286.72	38.5432	27.7432	33.8065	31.0218	38.5432
-0.59768	140.147	1286.72	38.6538	28.4682	34.1761	31.1685	38.6538
-0.365357	140.147	1286.72	38.7693	29.1709	34.5158	31.3186	38.7693
-0.133034	140.147	1286.72	38.8875	29.8586	34.8219	31.4722	38.8875
0.0992893	140.147	1286.72	38.9984	30.5322	35.0884	31.6132	38.9985
0.331612	140.147	1286.72	39.1135	31.1882	35.3229	31.7554	39.1136
0.563936	140.147	1286.72	39.2317	31.8168	35.5479	31.9034	39.2317
0.796259	140.147	1286.72	39.3402	32.4014	35.7484	32.0423	39.3403
1.02858	140.147	1286.72	39.4489	32.9197	35.9337	32.1842	39.4491
1.26091	140.147	1286.72	39.5603	33.3602	36.1037	32.3291	39.5605
1.49323	140.147	1286.72	39.6611	33.7433	36.2757	32.4615	39.6613
1.72555	140.147	1286.72	39.7601	34.0937	36.4291	32.6004	39.7604
1.95788	140.147	1286.72	39.8627	34.4112	36.5684	32.7399	39.8629
2.1902	140.147	1286.72	39.9525	34.6913	36.7217	32.8722	39.9528
2.42252	140.147	1286.72	40.0343	34.9386	36.8498	33.0102	40.0346
2.65484	140.147	1286.72	40.1164	35.1608	36.9625	33.1493	40.1167
2.88717	140.147	1286.72	40.1817	35.3811	37.1047	33.2751	40.1821
3.11949	140.147	1286.72	40.2335	35.5675	37.2338	33.4164	40.234
3.35181	140.147	1286.72	40.2903	35.734	37.362	33.5505	40.2908
3.58414	140.147	1286.72	40.3349	35.9129	37.4767	33.6744	40.3355
3.81646	140.147	1286.72	40.3617	36.0706	37.6111	33.8009	40.3625
4.04878	140.147	1286.72	40.392	36.2022	37.7248	33.9372	40.3929
4.28111	140.147	1286.72	40.41	36.3558	37.8357	34.0652	40.4112
4.51343	140.147	1286.72	40.4009	36.4973	37.9883	34.1902	40.4027
4.74575	140.147	1286.72	40.3948	36.6268	38.0451	34.3215	40.3968
4.97808	140.147	1286.72	40.3865	36.7489	38.2094	34.4455	40.3894
5.2104	140.147	1286.72	40.3464	36.874	38.2782	34.5692	40.3503
5.44272	140.147	1286.72	40.2981	37.0086	38.4279	34.6956	40.3041
5.67505	140.147	1286.72	40.2362	37.1275	38.5179	34.8198	40.2448
5.90737	140.147	1286.72	40.0911	37.2528	38.6832	34.9313	40.1084
6.13969	140.147	1286.72	39.8445	37.3855	38.7663	35.0701	39.8807
6.37202	140.147	1286.72	39.5316	37.4628	38.9181	35.1841	39.6292
6.60434	140.147	1286.72	39.1058	37.6138	39.0082	35.3005	39.3685
6.83666	140.147	1286.72	38.4362	37.6773	39.1517	35.4131	39.2403
7.06899	140.147	1286.72	37.1726	37.8352	39.2578	35.5319	39.2774
7.30131	140.147	1286.72	34.8036	37.957	39.4133	35.6434	39.4283
7.53363	140.147	1286.72	30.5399	38.0702	39.4601	35.7593	39.4775
7.76596	140.147	1286.72	23.0412	38.1719	39.6303	35.8687	39.6452
7.99828	140.147	1286.72	10.0191	38.2966	39.739	35.9838	39.7545
8.2306	140.147	1286.72	-12.4334	38.3567	39.8867	36.0846	39.8994
8.46293	140.147	1286.72	-50.9868	38.4768	39.9642	36.197	39.9782
8.69525	140.147	1286.72	-117.03	38.5474	40.0702	36.3097	40.0831
8.92757	140.147	1286.72	-230.008	38.6847	40.2132	36.4054	40.2259
9.1599	140.147	1286.72	0	38.76	40.3018	36.5185	40.3142
9.39222	140.147	1286.72	0	38.8146	40.4675	36.6199	40.4771
9.62454	140.147	1286.72	0	38.8854	40.5101	36.7048	40.5204
9.85687	140.147	1286.72	0	38.9659	40.6655	36.8086	40.6741
10.0892	140.147	1286.72	0	38.9126	40.7736	36.9089	40.7796
10.3215	140.147	1286.72	0	39.0535	40.9279	36.9886	40.9337
10.5538	140.147	1286.72	0	38.9787	40.9693	37.0806	40.9738
10.7862	140.147	1286.72	0	39.1106	41.0685	37.1685	41.0733
11.0185	140.147	1286.72	0	39.0204	41.1884	37.2178	41.1914
11.2508	140.147	1286.72	0	38.9314	41.2341	37.3259	41.2363
11.4831	140.147	1286.72	0	38.7468	41.3135	37.3918	41.3147
11.7155	140.147	1286.72	0	38.6045	41.3593	37.4089	41.3601
11.9478	140.147	1286.72	0	38.9505	41.4682	37.5059	41.4696
12.1801	140.147	1286.72	0	38.0934	41.4117	37.4778	41.412
12.4124	140.147	1286.72	0	37.9061	41.4883	37.5747	41.4884
12.6447	140.147	1286.72	0	38.2003	41.3742	37.5196	41.3746
12.8771	140.147	1286.72	0	38.2861	41.4638	37.5336	41.4641
13.1094	140.147	1286.72	0	37.0004	41.2626	37.5213	41.2627
13.3417	140.147	1286.72	0	37.1852	41.3948	37.4084	41.3949
13.574	140.147	1286.72	0	37.0363	41.1808	37.3534	41.1809
13.8064	140.147	1286.72	0	35.731	40.261	37.1573	40.2614
14.0387	140.147	1286.72	0	35.8034	40.3332	36.9321	40.3334
14.271	140.147	1286.72	0	35.4617	39.9919	36.7339	39.9921
14.5033	140.147	1286.72	0	36.0458	40.4253	36.3519	40.4254
14.7357	140.147	1286.72	0	33.4421	38.0593	35.4702	38.0604
14.968	140.147	1286.72	0	0	0	0	0
15.2003	140.147	1286.72	0	0	0	0	0
15.4326	140.147	1286.72	0	0	0	0	0
15.6649	140.147	1286.72	0	0	0	0	0
15.8973	140.147	1286.72	0	0	0	0	0
16.1296	140.147	1286.72	0	0	0	0	0
16.3619	140.147	1286.72	0	0	0	0	0
16.5942	140.147	1286.72	0	0	0	0	0
16.8266	140.147	1286.72	0	0	0	0	0
17.0589	140.147	1286.72	0	0	0	0	0
-5.94071	145.045	1318.4	35.9694	0	0	0	35.9694
-5.70839	145.045	1318.4	36.0825	0	0	25.3446	36.0825
-5.47607	145.045	1318.4	36.1969	0	0	25.9448	36.1969
-5.24374	145.045	1318.4	36.3169	0	0	26.4282	36.3169
-5.01142	145.045	1318.4	36.4303	0	0	26.8645	36.4303
-4.7791	145.045	1318.4	36.5449	0	0	27.2679	36.5449
-4.54677	145.045	1318.4	36.6664	0	0	27.6382	36.6664
-4.31445	145.045	1318.4	36.7814	0	0	27.9475	36.7814
-4.08213	145.045	1318.4	36.8946	0	0	28.2383	36.8946
-3.84981	145.045	1318.4	37.0141	0	0	28.5127	37.0141
-3.61748	145.045	1318.4	37.128	0	25.2739	28.7584	37.128
-3.38516	145.045	1318.4	37.2398	0	26.5012	28.9877	37.2398
-3.15284	145.045	1318.4	37.3606	0	27.3918	29.2086	37.3606
-2.92051	145.045	1318.4	37.4782	0	28.1902	29.4217	37.4782
-2.68819	145.045	1318.4	37.5921	0	28.9422	29.6113	37.5921
-2.45587	145.045	1318.4	37.7121	0	29.665	29.8006	37.7121
-2.22354	145.045	1318.4	37.828	0	30.3657	29.9891	37.828
-1.99122	145.045	1318.4	37.9387	0	31.0455	30.1553	37.9387
-1.7589	145.045	1318.4	38.0574	0	31.7006	30.327	38.0574
-1.52657	145.045	1318.4	38.1757	23.1484	32.32	30.5003	38.1757
-1.29425	145.045	1318.4	38.2886	26.0763	32.8855	30.6561	38.2886
-1.06193	145.045	1318.4	38.4076	26.9613	33.3765	30.8108	38.4076
-0.829603	145.045	1318.4	38.5257	27.7298	33.7926	30.9732	38.5257
-0.59728	145.045	1318.4	38.6362	28.4548	34.1622	31.1199	38.6362
-0.364957	145.045	1318.4	38.7521	29.1575	34.5018	31.27	38.7522
-0.132633	145.045	1318.4	38.87	29.8452	34.8078	31.4236	38.8701
0.0996898	145.045	1318.4	38.9809	30.5188	35.0742	31.5646	38.981
0.332013	145.045	1318.4	39.0965	31.1747	35.3087	31.7068	39.0966
0.564336	145.045	1318.4	39.2144	31.8033	35.5336	31.8548	39.2145
0.79666	145.045	1318.4	39.3227	32.3878	35.7341	31.9937	39.3228
1.02898	145.045	1318.4	39.4319	32.906	35.9194	32.1356	39.432
1.26131	145.045	1318.4	39.5432	33.3464	36.0894	32.2805	39.5434
1.49363	145.045	1318.4	39.6438	33.7293	36.2614	32.4129	39.644
1.72595	145.045	1318.4	39.7434	34.0797	36.4148	32.5519	39.7436
1.95828	145.045	1318.4	39.8461	34.3972	36.5541	32.6913	39.8463
2.1906	145.045	1318.4	39.9356	34.6772	36.7074	32.8236	39.9359
2.42292	145.045	1318.4	40.018	34.9244	36.8354	32.9617	40.0182
2.65525	145.045	1318.4	40.1003	35.1466	36.9481	33.1007	40.1006
2.88757	145.045	1318.4	40.1651	35.3668	37.0903	33.2265	40.1654
3.11989	145.045	1318.4	40.2176	35.5532	37.2194	33.3679	40.2181
3.35222	145.045	1318.4	40.2751	35.7198	37.3476	33.5019	40.2756
3.58454	145.045	1318.4	40.3191	35.8986	37.4623	33.6258	40.3197
3.81686	145.045	1318.4	40.3462	36.0563	37.5967	33.7524	40.347
4.04918	145.045	1318.4	40.3772	36.1879	37.7104	33.8887	40.3781
4.28151	145.045	1318.4	40.3941	36.3414	37.8213	34.0166	40.3953
4.51383	145.045	1318.4	40.3847	36.4829	37.9739	34.1417	40.3864
4.74615	145.045	1318.4	40.3795	36.6124	38.0307	34.273	40.3816
4.97848	145.045	1318.4	40.3702	36.7346	38.195	34.397	40.3732
5.2108	145.045	1318.4	40.329	36.8596	38.2638	34.5208	40.3329
5.44312	145.045	1318.4	40.2811	36.9942	38.4135	34.6471	40.2871
5.67545	145.045	1318.4	40.2167	37.1132	38.5035	34.7713	40.2253
5.90777	145.045	1318.4	40.0662	37.2384	38.6688	34.8829	40.0839
6.14009	145.045	1318.4	39.8155	37.3711	38.7519	35.0217	39.8529
6.37242	145.045	1318.4	39.4987	37.4484	38.9037	35.1356	39.6001
6.60474	145.045	1318.4	39.065	37.5994	38.9938	35.252	39.3399
6.83706	145.045	1318.4	38.3756	37.6629	39.1373	35.3646	39.2189
7.06939	145.045	1318.4	37.0697	37.8209	39.2434	35.4835	39.2624
7.30171	145.045	1318.4	34.6274	37.9426	39.3989	35.595	39.4139
7.53403	145.045	1318.4	30.2384	38.0558	39.4457	35.7109	39.4632
7.76636	145.045	1318.4	22.5258	38.1576	39.6159	35.8202	39.6309
7.99868	145.045	1318.4	9.13851	38.2823	39.7246	35.9354	39.7401
8.231	145.045	1318.4	-13.9374	38.3424	39.8722	36.0362	39.8849
8.46333	145.045	1318.4	-53.5552	38.4625	39.9498	36.1486	39.9638
8.69565	145.045	1318.4	-121.416	38.533	40.0558	36.2613	40.0687
8.92797	145.045	1318.4	-237.497	38.6703	40.1988	36.3571	40.2115
9.1603	145.045	1318.4	0	38.7457	40.2874	36.4702	40.2998
9.39262	145.045	1318.4	0	38.8003	40.4532	36.5717	40.4628
9.62494	145.045	1318.4	0	38.8712	40.4958	36.6567	40.506
9.85727	145.045	1318.4	0	38.9517	40.6512	36.7607	40.6598
10.0896	145.045	1318.4	0	38.8984	40.7592	36.8611	40.7652
10.3219	145.045	1318.4	0	39.0393	40.9135	36.9409	40.9193
10.5542	145.045	1318.4	0	38.9646	40.9549	37.0332	40.9594
10.7866	145.045	1318.4	0	39.0964	41.0542	37.1212	41.059
11.0189	145.045	1318.4	0	39.0063	41.174	37.1705	41.177
11.2512	145.045	1318.4	0	38.9169	41.2199	37.279	41.2221
11.4835	145.045	1318.4	0	38.7329	41.2993	37.3451	41.3005
11.7159	145.045	1318.4	0	38.5906	41.3451	37.3628	41.3459
11.9482	145.045	1318.4	0	38.9366	41.4543	37.4599	41.4557
12.1805	145.045	1318.4	0	38.0798	41.3982	37.4322	41.3984
12.4128	145.045	1318.4	0	37.8927	41.4752	37.5301	41.4754
