log(z/pc)	t=6.65509	t=6.67373	t=6.69237	t=6.71101	t=6.72964	t=6.74828	t=6.76692	t=6.78555	t=6.80419	t=6.82283	t=6.84147	t=6.8601	t=6.87874	t=6.89738	t=6.91602	t=6.93465	t=6.95329	t=6.97193	t=6.99057	t=7.0092	t=7.02784	t=7.04648	t=7.06512	t=7.08375	t=7.10239	t=7.12103	t=7.13966	t=7.1583	t=7.17694	t=7.19558	t=7.21421	t=7.23285	t=7.25149	t=7.27013	t=7.28876	t=7.3074	t=7.32604	t=7.34468	t=7.36331	t=7.38195	t=7.40059	t=7.41922	t=7.43786	t=7.4565	t=7.47514	t=7.49377	t=7.51241	t=7.53105	t=7.54969	t=7.56832	t=7.58696	t=7.6056	t=7.62424	t=7.64287	t=7.66151	t=7.68015	t=7.69879	t=7.71742	t=7.73606	t=7.7547	t=7.77333	t=7.79197	t=7.81061	t=7.82925	t=7.84788	t=7.86652	t=7.88516	t=7.9038	t=7.92243	t=7.94107	t=7.95971	t=7.97835	t=7.99698	t=8.01562	t=8.03426	t=8.05289	t=8.07153	t=8.09017	t=8.10881	t=8.12744	t=8.14608	t=8.16472	t=8.18336	t=8.20199	t=8.22063	t=8.23927	t=8.25791	t=8.27654	t=8.29518	t=8.31382	t=8.33246	t=8.35109	t=8.36973	t=8.38837	t=8.407	t=8.42564	t=8.44428	t=8.46292	t=8.48155	t=8.50019	
32.3315	44.7165	45.0477	45.1694	45.2127	45.2266	45.2306	45.2317	45.232	45.232	45.2321	45.2321	45.2322	45.2322	45.2322	45.2323	45.2323	45.2324	45.2325	45.2325	45.2326	45.2327	45.2328	45.2329	45.233	45.2331	45.2333	45.2335	45.2337	45.2338	45.234	45.2343	45.2345	45.2348	45.2351	45.2355	45.2358	45.2362	45.2367	45.2371	45.2376	45.2382	45.2389	45.2397	45.2405	45.2414	45.2423	45.2433	45.2445	45.2457	45.2471	45.2485	45.2501	45.2518	45.2538	45.2559	45.2581	45.2606	45.2634	45.2663	45.2694	45.2727	45.2763	45.2803	45.2845	45.2889	45.2937	45.2989	45.3044	45.3103	45.3165	45.323	45.3298	45.3371	45.3447	45.3529	45.3614	45.3705	45.3801	45.39	45.4003	45.4111	45.4224	45.4341	45.446	45.4582	45.4706	45.4835	45.4966	45.51	45.5235	45.537	45.5504	45.5638	45.5771	45.5902	45.6028	45.615	45.6267	45.6377	45.648	
33.7492	44.6979	45.0369	45.1637	45.2097	45.2247	45.2292	45.2304	45.2307	45.2308	45.2308	45.2309	45.2309	45.2309	45.231	45.231	45.2311	45.2311	45.2312	45.2313	45.2314	45.2314	45.2315	45.2316	45.2317	45.2319	45.232	45.2322	45.2324	45.2326	45.2328	45.233	45.2332	45.2335	45.2339	45.2342	45.2346	45.235	45.2354	45.2359	45.2364	45.237	45.2376	45.2384	45.2392	45.2401	45.241	45.2421	45.2432	45.2444	45.2458	45.2472	45.2488	45.2505	45.2525	45.2546	45.2568	45.2593	45.2621	45.265	45.268	45.2714	45.275	45.279	45.2832	45.2876	45.2924	45.2975	45.303	45.3089	45.3151	45.3216	45.3285	45.3357	45.3433	45.3514	45.36	45.369	45.3786	45.3886	45.3988	45.4096	45.4209	45.4325	45.4445	45.4566	45.469	45.4819	45.495	45.5084	45.5219	45.5354	45.5487	45.5621	45.5754	45.5885	45.6011	45.6134	45.6251	45.6361	45.6463	
35.229	44.6793	45.026	45.1578	45.2065	45.2228	45.2277	45.229	45.2294	45.2295	45.2296	45.2296	45.2296	45.2297	45.2297	45.2297	45.2298	45.2299	45.2299	45.23	45.2301	45.2302	45.2303	45.2304	45.2305	45.2306	45.2307	45.2309	45.2311	45.2313	45.2315	45.2317	45.232	45.2323	45.2326	45.2329	45.2333	45.2337	45.2341	45.2346	45.2351	45.2357	45.2364	45.2371	45.2379	45.2388	45.2397	45.2408	45.2419	45.2432	45.2445	45.2459	45.2475	45.2492	45.2512	45.2533	45.2555	45.258	45.2608	45.2636	45.2667	45.2701	45.2737	45.2776	45.2818	45.2863	45.291	45.2962	45.3017	45.3075	45.3137	45.3203	45.3271	45.3343	45.3419	45.35	45.3586	45.3676	45.3772	45.3871	45.3974	45.4081	45.4194	45.431	45.443	45.4551	45.4675	45.4803	45.4935	45.5068	45.5203	45.5338	45.5471	45.5605	45.5738	45.5868	45.5995	45.6117	45.6234	45.6344	45.6447	
36.7737	44.6606	45.015	45.1518	45.2033	45.2208	45.2262	45.2277	45.2281	45.2282	45.2283	45.2283	45.2284	45.2284	45.2284	45.2285	45.2285	45.2286	45.2287	45.2287	45.2288	45.2289	45.229	45.2291	45.2292	45.2293	45.2295	45.2296	45.2298	45.23	45.2302	45.2304	45.2307	45.231	45.2313	45.2317	45.232	45.2324	45.2328	45.2333	45.2338	45.2344	45.2351	45.2358	45.2366	45.2375	45.2385	45.2395	45.2406	45.2419	45.2432	45.2446	45.2462	45.248	45.2499	45.252	45.2542	45.2567	45.2594	45.2623	45.2654	45.2687	45.2724	45.2763	45.2805	45.2849	45.2897	45.2948	45.3003	45.3062	45.3124	45.3189	45.3257	45.3329	45.3406	45.3486	45.3572	45.3662	45.3757	45.3857	45.3959	45.4067	45.4179	45.4295	45.4415	45.4536	45.466	45.4788	45.4919	45.5052	45.5187	45.5322	45.5455	45.5589	45.5721	45.5852	45.5979	45.6101	45.6218	45.6328	45.6431	
38.3862	44.642	45.0038	45.1456	45.1999	45.2188	45.2247	45.2264	45.2268	45.227	45.227	45.2271	45.2271	45.2271	45.2272	45.2272	45.2273	45.2273	45.2274	45.2275	45.2275	45.2276	45.2277	45.2278	45.2279	45.2281	45.2282	45.2284	45.2286	45.2288	45.229	45.2292	45.2294	45.2297	45.23	45.2304	45.2307	45.2311	45.2316	45.232	45.2325	45.2331	45.2338	45.2345	45.2353	45.2362	45.2372	45.2382	45.2393	45.2406	45.2419	45.2434	45.2449	45.2467	45.2486	45.2507	45.2529	45.2554	45.2581	45.261	45.2641	45.2674	45.271	45.275	45.2792	45.2836	45.2884	45.2935	45.299	45.3048	45.311	45.3175	45.3243	45.3315	45.3392	45.3472	45.3558	45.3648	45.3743	45.3842	45.3945	45.4052	45.4164	45.428	45.44	45.4521	45.4644	45.4772	45.4903	45.5037	45.5171	45.5306	45.5439	45.5573	45.5705	45.5836	45.5962	45.6085	45.6201	45.6312	45.6415	
40.0694	44.6234	44.9925	45.1393	45.1965	45.2167	45.2232	45.225	45.2255	45.2257	45.2257	45.2258	45.2258	45.2259	45.2259	45.2259	45.226	45.226	45.2261	45.2262	45.2263	45.2264	45.2265	45.2266	45.2267	45.2268	45.2269	45.2271	45.2273	45.2275	45.2277	45.2279	45.2282	45.2285	45.2288	45.2291	45.2295	45.2299	45.2303	45.2308	45.2313	45.2318	45.2325	45.2333	45.2341	45.235	45.2359	45.2369	45.2381	45.2393	45.2406	45.2421	45.2436	45.2454	45.2473	45.2494	45.2516	45.2541	45.2568	45.2597	45.2628	45.2661	45.2697	45.2737	45.2779	45.2823	45.287	45.2922	45.2976	45.3035	45.3096	45.3161	45.323	45.3302	45.3378	45.3458	45.3544	45.3633	45.3728	45.3828	45.393	45.4037	45.4149	45.4265	45.4385	45.4505	45.4629	45.4757	45.4888	45.5021	45.5155	45.529	45.5423	45.5557	45.5689	45.582	45.5946	45.6068	45.6185	45.6296	45.6399	
41.8263	44.6047	44.9811	45.1328	45.1929	45.2146	45.2216	45.2237	45.2242	45.2244	45.2245	45.2245	45.2246	45.2246	45.2246	45.2247	45.2247	45.2248	45.2248	45.2249	45.225	45.2251	45.2252	45.2253	45.2254	45.2255	45.2257	45.2258	45.226	45.2262	45.2264	45.2266	45.2269	45.2272	45.2275	45.2278	45.2282	45.2286	45.229	45.2295	45.23	45.2306	45.2312	45.232	45.2328	45.2337	45.2346	45.2356	45.2368	45.238	45.2394	45.2408	45.2423	45.2441	45.246	45.2481	45.2503	45.2528	45.2555	45.2584	45.2615	45.2648	45.2684	45.2723	45.2765	45.2809	45.2857	45.2908	45.2963	45.3021	45.3083	45.3148	45.3216	45.3288	45.3364	45.3444	45.353	45.3619	45.3714	45.3813	45.3916	45.4023	45.4134	45.425	45.437	45.449	45.4614	45.4742	45.4872	45.5005	45.514	45.5274	45.5407	45.5541	45.5673	45.5804	45.593	45.6052	45.6169	45.628	45.6383	
43.6603	44.5861	44.9696	45.1262	45.1893	45.2124	45.2201	45.2223	45.2229	45.2231	45.2232	45.2232	45.2233	45.2233	45.2234	45.2234	45.2235	45.2235	45.2236	45.2237	45.2237	45.2238	45.2239	45.224	45.2241	45.2242	45.2244	45.2246	45.2248	45.2249	45.2251	45.2254	45.2256	45.2259	45.2262	45.2266	45.2269	45.2273	45.2278	45.2282	45.2287	45.2293	45.23	45.2307	45.2315	45.2324	45.2333	45.2344	45.2355	45.2367	45.2381	45.2395	45.241	45.2428	45.2447	45.2468	45.249	45.2515	45.2542	45.2571	45.2602	45.2635	45.2671	45.271	45.2752	45.2796	45.2843	45.2895	45.2949	45.3007	45.3069	45.3134	45.3202	45.3274	45.335	45.343	45.3515	45.3605	45.37	45.3799	45.3901	45.4008	45.4119	45.4235	45.4355	45.4475	45.4599	45.4726	45.4857	45.499	45.5124	45.5258	45.5392	45.5525	45.5657	45.5788	45.5914	45.6036	45.6154	45.6264	45.6367	
45.5748	44.5674	44.9579	45.1194	45.1855	45.2102	45.2185	45.2209	45.2217	45.2219	45.2219	45.222	45.222	45.2221	45.2221	45.2221	45.2222	45.2222	45.2223	45.2224	45.2225	45.2226	45.2227	45.2227	45.2229	45.223	45.2231	45.2233	45.2235	45.2237	45.2239	45.2241	45.2243	45.2246	45.225	45.2253	45.2257	45.226	45.2265	45.2269	45.2275	45.228	45.2287	45.2294	45.2302	45.2311	45.2321	45.2331	45.2342	45.2354	45.2368	45.2382	45.2398	45.2415	45.2434	45.2455	45.2477	45.2502	45.2529	45.2558	45.2589	45.2622	45.2658	45.2697	45.2739	45.2783	45.283	45.2881	45.2936	45.2994	45.3055	45.312	45.3188	45.326	45.3336	45.3416	45.3501	45.3591	45.3685	45.3784	45.3887	45.3993	45.4105	45.4221	45.434	45.446	45.4584	45.4711	45.4841	45.4974	45.5108	45.5242	45.5376	45.5509	45.5641	45.5772	45.5898	45.6021	45.6138	45.6249	45.6352	
47.5731	44.5488	44.9461	45.1126	45.1816	45.2079	45.2168	45.2196	45.2204	45.2206	45.2207	45.2207	45.2207	45.2208	45.2208	45.2209	45.2209	45.221	45.221	45.2211	45.2212	45.2213	45.2214	45.2215	45.2216	45.2217	45.2219	45.222	45.2222	45.2224	45.2226	45.2228	45.2231	45.2234	45.2237	45.224	45.2244	45.2248	45.2252	45.2257	45.2262	45.2267	45.2274	45.2281	45.2289	45.2298	45.2308	45.2318	45.2329	45.2342	45.2355	45.2369	45.2385	45.2402	45.2421	45.2442	45.2464	45.2489	45.2516	45.2545	45.2576	45.2609	45.2644	45.2684	45.2725	45.2769	45.2817	45.2868	45.2922	45.298	45.3042	45.3107	45.3175	45.3246	45.3322	45.3402	45.3487	45.3577	45.3671	45.377	45.3872	45.3979	45.409	45.4206	45.4325	45.4445	45.4568	45.4696	45.4826	45.4959	45.5093	45.5227	45.536	45.5493	45.5625	45.5756	45.5883	45.6005	45.6122	45.6233	45.6337	
49.6591	44.5302	44.9343	45.1056	45.1777	45.2055	45.2152	45.2182	45.219	45.2193	45.2194	45.2194	45.2195	45.2195	45.2196	45.2196	45.2196	45.2197	45.2198	45.2198	45.2199	45.22	45.2201	45.2202	45.2203	45.2204	45.2206	45.2208	45.2209	45.2211	45.2213	45.2216	45.2218	45.2221	45.2224	45.2228	45.2231	45.2235	45.2239	45.2244	45.2249	45.2255	45.2261	45.2269	45.2277	45.2285	45.2295	45.2305	45.2316	45.2329	45.2342	45.2356	45.2372	45.2389	45.2408	45.2429	45.2451	45.2476	45.2503	45.2532	45.2562	45.2595	45.2631	45.267	45.2712	45.2756	45.2803	45.2854	45.2909	45.2967	45.3028	45.3093	45.3161	45.3233	45.3308	45.3389	45.3473	45.3562	45.3657	45.3755	45.3858	45.3964	45.4075	45.4191	45.431	45.443	45.4553	45.468	45.4811	45.4943	45.5077	45.5211	45.5344	45.5478	45.561	45.574	45.5867	45.5989	45.6107	45.6218	45.6321	
51.8366	44.5115	44.9223	45.0984	45.1736	45.2031	45.2135	45.2168	45.2177	45.218	45.2181	45.2182	45.2182	45.2182	45.2183	45.2183	45.2184	45.2184	45.2185	45.2186	45.2187	45.2188	45.2188	45.2189	45.219	45.2192	45.2193	45.2195	45.2197	45.2199	45.2201	45.2203	45.2205	45.2208	45.2211	45.2215	45.2218	45.2222	45.2227	45.2231	45.2236	45.2242	45.2249	45.2256	45.2264	45.2273	45.2282	45.2292	45.2304	45.2316	45.2329	45.2344	45.2359	45.2376	45.2395	45.2416	45.2438	45.2463	45.249	45.2519	45.2549	45.2582	45.2618	45.2657	45.2699	45.2743	45.279	45.2841	45.2895	45.2953	45.3015	45.3079	45.3147	45.3219	45.3295	45.3375	45.3459	45.3548	45.3643	45.3741	45.3843	45.395	45.4061	45.4176	45.4295	45.4415	45.4538	45.4665	45.4795	45.4928	45.5062	45.5196	45.5329	45.5462	45.5594	45.5724	45.5851	45.5974	45.6091	45.6202	45.6306	
54.1095	44.4929	44.9102	45.0912	45.1694	45.2006	45.2118	45.2154	45.2164	45.2167	45.2168	45.2169	45.2169	45.217	45.217	45.2171	45.2171	45.2172	45.2172	45.2173	45.2174	45.2175	45.2176	45.2177	45.2178	45.2179	45.218	45.2182	45.2184	45.2186	45.2188	45.219	45.2193	45.2196	45.2199	45.2202	45.2206	45.221	45.2214	45.2219	45.2224	45.2229	45.2236	45.2243	45.2251	45.226	45.2269	45.228	45.2291	45.2303	45.2316	45.2331	45.2346	45.2363	45.2382	45.2403	45.2425	45.245	45.2477	45.2506	45.2536	45.2569	45.2605	45.2644	45.2685	45.2729	45.2777	45.2828	45.2882	45.294	45.3001	45.3066	45.3134	45.3205	45.3281	45.3361	45.3445	45.3534	45.3628	45.3727	45.3829	45.3935	45.4046	45.4161	45.428	45.44	45.4523	45.465	45.478	45.4912	45.5046	45.518	45.5313	45.5446	45.5578	45.5709	45.5836	45.5958	45.6076	45.6187	45.6291	
56.4822	44.4743	44.898	45.0838	45.1651	45.198	45.21	45.2139	45.2151	45.2155	45.2156	45.2156	45.2157	45.2157	45.2158	45.2158	45.2158	45.2159	45.216	45.216	45.2161	45.2162	45.2163	45.2164	45.2165	45.2166	45.2168	45.2169	45.2171	45.2173	45.2175	45.2177	45.218	45.2183	45.2186	45.2189	45.2193	45.2197	45.2201	45.2206	45.2211	45.2217	45.2223	45.223	45.2238	45.2247	45.2257	45.2267	45.2278	45.229	45.2304	45.2318	45.2333	45.235	45.2369	45.239	45.2413	45.2437	45.2464	45.2492	45.2523	45.2556	45.2592	45.2631	45.2672	45.2716	45.2763	45.2814	45.2868	45.2926	45.2987	45.3052	45.312	45.3191	45.3267	45.3347	45.3431	45.352	45.3614	45.3712	45.3814	45.3921	45.4031	45.4146	45.4265	45.4385	45.4508	45.4635	45.4765	45.4897	45.5031	45.5165	45.5298	45.5431	45.5563	45.5693	45.582	45.5943	45.606	45.6172	45.6276	
58.9588	44.4556	44.8858	45.0763	45.1607	45.1954	45.2082	45.2125	45.2138	45.2142	45.2143	45.2144	45.2144	45.2144	45.2145	45.2145	45.2146	45.2146	45.2147	45.2148	45.2149	45.2149	45.215	45.2151	45.2152	45.2154	45.2155	45.2157	45.2159	45.2161	45.2163	45.2165	45.2167	45.217	45.2173	45.2177	45.218	45.2184	45.2188	45.2193	45.2198	45.2204	45.221	45.2218	45.2226	45.2234	45.2244	45.2254	45.2265	45.2277	45.2291	45.2305	45.232	45.2338	45.2357	45.2377	45.24	45.2424	45.2451	45.2479	45.251	45.2543	45.2579	45.2617	45.2659	45.2703	45.275	45.2801	45.2855	45.2913	45.2974	45.3039	45.3106	45.3178	45.3253	45.3333	45.3417	45.3506	45.36	45.3698	45.38	45.3906	45.4017	45.4132	45.425	45.4371	45.4493	45.462	45.4749	45.4881	45.5015	45.5149	45.5282	45.5415	45.5547	45.5678	45.5804	45.5927	45.6045	45.6157	45.6261	
61.544	44.437	44.8734	45.0686	45.1562	45.1927	45.2064	45.211	45.2125	45.2129	45.213	45.2131	45.2131	45.2132	45.2132	45.2133	45.2133	45.2134	45.2134	45.2135	45.2136	45.2137	45.2138	45.2139	45.214	45.2141	45.2142	45.2144	45.2146	45.2148	45.215	45.2152	45.2155	45.2157	45.2161	45.2164	45.2168	45.2171	45.2176	45.218	45.2185	45.2191	45.2198	45.2205	45.2213	45.2222	45.2231	45.2241	45.2252	45.2265	45.2278	45.2292	45.2307	45.2325	45.2344	45.2364	45.2387	45.2411	45.2438	45.2466	45.2497	45.253	45.2565	45.2604	45.2646	45.269	45.2737	45.2787	45.2841	45.2899	45.296	45.3025	45.3093	45.3164	45.3239	45.3319	45.3403	45.3492	45.3586	45.3684	45.3786	45.3892	45.4002	45.4117	45.4235	45.4356	45.4478	45.4605	45.4734	45.4866	45.5	45.5134	45.5267	45.54	45.5532	45.5662	45.5789	45.5912	45.603	45.6142	45.6246	
64.2426	44.4183	44.861	45.0609	45.1516	45.1899	45.2046	45.2096	45.2111	45.2116	45.2118	45.2118	45.2119	45.2119	45.2119	45.212	45.212	45.2121	45.2122	45.2122	45.2123	45.2124	45.2125	45.2126	45.2127	45.2128	45.213	45.2131	45.2133	45.2135	45.2137	45.2139	45.2142	45.2145	45.2148	45.2151	45.2155	45.2159	45.2163	45.2168	45.2173	45.2178	45.2185	45.2192	45.22	45.2209	45.2218	45.2228	45.224	45.2252	45.2265	45.2279	45.2295	45.2312	45.2331	45.2351	45.2374	45.2398	45.2425	45.2453	45.2484	45.2517	45.2552	45.2591	45.2632	45.2676	45.2723	45.2774	45.2828	45.2886	45.2947	45.3011	45.3079	45.315	45.3226	45.3305	45.3389	45.3478	45.3572	45.367	45.3771	45.3877	45.3987	45.4102	45.422	45.4341	45.4463	45.459	45.4719	45.4851	45.4984	45.5118	45.5251	45.5384	45.5516	45.5647	45.5774	45.5896	45.6014	45.6126	45.6231	
67.0596	44.3997	44.8484	45.053	45.1469	45.1871	45.2027	45.2081	45.2098	45.2103	45.2105	45.2106	45.2106	45.2106	45.2107	45.2107	45.2108	45.2108	45.2109	45.211	45.2111	45.2111	45.2112	45.2113	45.2114	45.2116	45.2117	45.2119	45.2121	45.2122	45.2125	45.2127	45.2129	45.2132	45.2135	45.2139	45.2142	45.2146	45.215	45.2155	45.216	45.2166	45.2172	45.2179	45.2187	45.2196	45.2205	45.2216	45.2227	45.2239	45.2252	45.2266	45.2282	45.2299	45.2318	45.2338	45.2361	45.2385	45.2412	45.244	45.2471	45.2504	45.2539	45.2578	45.2619	45.2663	45.271	45.2761	45.2814	45.2872	45.2933	45.2998	45.3065	45.3137	45.3212	45.3291	45.3375	45.3464	45.3557	45.3655	45.3757	45.3863	45.3973	45.4088	45.4206	45.4326	45.4449	45.4575	45.4704	45.4836	45.4969	45.5103	45.5236	45.5369	45.5501	45.5631	45.5758	45.5881	45.5999	45.6111	45.6217	
