log(E / eV)	log(z / pc)	t / yr	 logQ
6	1	0	56.9354
6.10101	1	0	57.1746
6.20202	1	0	57.3223
6.30303	1	0	57.3975
6.40404	1	0	57.4153
6.50505	1	0	57.3875
6.60606	1	0	57.3236
6.70707	1	0	57.2311
6.80808	1	0	57.1159
6.90909	1	0	56.9827
7.0101	1	0	56.8352
7.11111	1	0	56.6765
7.21212	1	0	56.5087
7.31313	1	0	56.3338
7.41414	1	0	56.1534
7.51515	1	0	55.9684
7.61616	1	0	55.7799
7.71717	1	0	55.5886
7.81818	1	0	55.3951
7.91919	1	0	55.1998
8.0202	1	0	55.0031
8.12121	1	0	54.8053
8.22222	1	0	54.6066
8.32323	1	0	54.4073
8.42424	1	0	54.2073
8.52525	1	0	54.007
8.62626	1	0	53.8063
8.72727	1	0	53.6053
8.82828	1	0	53.4041
8.92929	1	0	53.2028
9.0303	1	0	53.0013
9.13131	1	0	52.7997
9.23232	1	0	52.598
9.33333	1	0	52.3962
9.43434	1	0	52.1944
9.53535	1	0	51.9925
9.63636	1	0	51.7906
9.73737	1	0	51.5887
9.83838	1	0	51.3868
9.93939	1	0	51.1848
10.0404	1	0	50.9828
10.1414	1	0	50.7809
10.2424	1	0	50.5789
10.3434	1	0	50.3769
10.4444	1	0	50.1749
10.5455	1	0	49.9729
10.6465	1	0	49.7708
10.7475	1	0	49.5688
10.8485	1	0	49.3668
10.9495	1	0	49.1648
11.0505	1	0	48.9627
11.1515	1	0	48.7607
11.2525	1	0	48.5587
11.3535	1	0	48.3566
11.4545	1	0	48.1545
11.5556	1	0	47.9524
11.6566	1	0	47.7503
11.7576	1	0	47.5482
11.8586	1	0	47.346
11.9596	1	0	47.1438
12.0606	1	0	46.9414
12.1616	1	0	46.7383
12.2626	1	0	46.5335
12.3636	1	0	46.3253
12.4646	1	0	46.1117
12.5657	1	0	45.8906
12.6667	1	0	45.6604
12.7677	1	0	45.4202
12.8687	1	0	45.1697
12.9697	1	0	44.9094
13.0707	1	0	44.6398
