log(E/eV)	z/pc	t/yr	Synchr	IC	IC - IR	SSC
8.53569	52.1401	1.56998	38.9067	38.2141	38.3211	32.5888
9.3288	52.1401	1.56998	38.0934	38.3591	38.3866	32.7044
10.1219	52.1401	1.56998	36.5027	38.4012	38.4481	32.7647
10.915	52.1401	1.56998	34.3814	38.3523	38.4503	32.7469
11.7081	52.1401	1.56998	29.3421	38.2587	38.4892	32.6489
12.5012	52.1401	1.56998	13.3366	37.9279	38.3993	32.5122
13.2943	52.1401	1.56998	-91.5692	36.8412	38.2132	32.2474
14.0874	52.1401	1.56998	0	35.1293	37.7944	31.8847
14.8805	52.1401	1.56998	0	33.2248	36.8299	31.1826
15.6736	52.1401	1.56998	0	30.4682	34.3954	29.5416
16.4667	52.1401	1.56998	0	22.5432	26.58	22.6085
17.2598	52.1401	1.56998	0	0	0	0
18.0529	52.1401	1.56998	0	0	0	0
-4.94667	53.367	1.59717	38.0709	0	0	0
-4.15357	53.367	1.59717	38.4491	0	0	25.2252
-3.36047	53.367	1.59717	38.7876	0	0	26.4684
-2.56736	53.367	1.59717	39.0694	0	28.312	27.3051
-1.77426	53.367	1.59717	39.2769	0	31.0597	27.995
-0.981157	53.367	1.59717	39.4243	0	32.92	28.5876
-0.188054	53.367	1.59717	39.5503	29.5147	34.0798	29.1156
0.60505	53.367	1.59717	39.6287	31.9182	34.8142	29.5891
1.39815	53.367	1.59717	39.6776	33.5595	35.4133	30.0307
2.19126	53.367	1.59717	39.7081	34.5976	35.9273	30.4329
2.98436	53.367	1.59717	39.7247	35.2908	36.368	30.8025
3.77746	53.367	1.59717	39.7263	35.8687	36.7734	31.1226
4.57057	53.367	1.59717	39.7072	36.3566	37.1631	31.4267
5.36367	53.367	1.59717	39.6574	36.8064	37.5205	31.6358
6.15677	53.367	1.59717	39.5819	37.2092	37.7472	31.9011
6.94988	53.367	1.59717	39.4641	37.5759	38.0205	32.1018
7.74298	53.367	1.59717	39.2419	37.8741	38.1266	32.2795
8.53608	53.367	1.59717	38.8172	38.1431	38.2463	32.421
9.32919	53.367	1.59717	38.0001	38.2863	38.3111	32.5354
10.1223	53.367	1.59717	36.3821	38.3269	38.3723	32.5948
10.9154	53.367	1.59717	34.2299	38.2771	38.3745	32.5765
11.7085	53.367	1.59717	29.1918	38.1831	38.4133	32.4789
12.5016	53.367	1.59717	12.7849	37.8523	38.3233	32.3428
13.2947	53.367	1.59717	-94.6144	36.7659	38.1372	32.0788
14.0878	53.367	1.59717	0	35.054	37.7186	31.7169
14.8809	53.367	1.59717	0	33.1496	36.7545	31.0158
15.674	53.367	1.59717	0	30.3929	34.3202	29.3759
16.4671	53.367	1.59717	0	22.468	26.5048	22.4439
17.2602	53.367	1.59717	0	0	0	0
18.0533	53.367	1.59717	0	0	0	0
-4.94645	54.6228	1.62884	38.0207	0	0	0
-4.15334	54.6228	1.62884	38.3981	0	0	25.1192
-3.36024	54.6228	1.62884	38.7355	0	0	26.3623
-2.56714	54.6228	1.62884	39.0152	0	28.2693	27.1987
-1.77403	54.6228	1.62884	39.2203	0	31.0169	27.8882
-0.980929	54.6228	1.62884	39.3656	0	32.877	28.4805
-0.187826	54.6228	1.62884	39.4895	29.472	34.0367	29.008
0.605278	54.6228	1.62884	39.5667	31.8754	34.771	29.481
1.39838	54.6228	1.62884	39.6148	33.5165	35.37	29.922
2.19148	54.6228	1.62884	39.645	34.5544	35.8839	30.3234
2.98459	54.6228	1.62884	39.6614	35.2476	36.3246	30.6921
3.77769	54.6228	1.62884	39.6629	35.8253	36.7297	31.0109
4.57079	54.6228	1.62884	39.6436	36.3132	37.1189	31.3136
5.3639	54.6228	1.62884	39.5936	36.763	37.4756	31.521
6.157	54.6228	1.62884	39.5185	37.1654	37.7007	31.7849
6.95011	54.6228	1.62884	39.4005	37.5316	37.9723	31.9841
7.74321	54.6228	1.62884	39.1773	37.8289	38.0767	32.1604
8.53631	54.6228	1.62884	38.7509	38.0962	38.1952	32.3006
9.32942	54.6228	1.62884	37.9302	38.2375	38.2594	32.4139
10.1225	54.6228	1.62884	36.2862	38.2764	38.3202	32.4722
10.9156	54.6228	1.62884	34.0998	38.2256	38.3224	32.4534
11.7087	54.6228	1.62884	29.0629	38.1312	38.3611	32.356
12.5018	54.6228	1.62884	12.245	37.8003	38.2711	32.2206
13.2949	54.6228	1.62884	-97.7064	36.714	38.085	31.9575
14.088	54.6228	1.62884	0	35.0022	37.6664	31.5964
14.8811	54.6228	1.62884	0	33.0977	36.7025	30.8964
15.6742	54.6228	1.62884	0	30.3411	34.2683	29.2576
16.4673	54.6228	1.62884	0	22.4161	26.4529	22.3269
17.2605	54.6228	1.62884	0	0	0	0
18.0536	54.6228	1.62884	0	0	0	0
-4.94615	55.9081	1.65919	37.9475	0	0	0
-4.15305	55.9081	1.65919	38.3242	0	0	24.9671
-3.35994	55.9081	1.65919	38.6603	0	0	26.2099
-2.56684	55.9081	1.65919	38.9382	0	28.2043	27.0461
-1.77374	55.9081	1.65919	39.1409	0	30.9518	27.7353
-0.980633	55.9081	1.65919	39.2841	0	32.8116	28.3272
-0.187529	55.9081	1.65919	39.4061	29.4069	33.9711	28.8543
0.605574	55.9081	1.65919	39.482	31.8103	34.7053	29.3268
1.39868	55.9081	1.65919	39.5295	33.451	35.3042	29.7673
2.19178	55.9081	1.65919	39.5593	34.4888	35.8181	30.1679
2.98488	55.9081	1.65919	39.5755	35.1819	36.2587	30.5356
3.77799	55.9081	1.65919	39.5769	35.7595	36.6636	30.8531
4.57109	55.9081	1.65919	39.5574	36.2474	37.0523	31.1545
5.36419	55.9081	1.65919	39.5073	36.697	37.4081	31.3603
6.1573	55.9081	1.65919	39.4325	37.0992	37.6319	31.6228
6.9504	55.9081	1.65919	39.3143	37.4649	37.9018	31.8206
7.74351	55.9081	1.65919	39.09	37.7612	38.0046	31.9956
8.53661	55.9081	1.65919	38.6619	38.027	38.122	32.1345
9.32971	55.9081	1.65919	37.838	38.1663	38.1855	32.2467
10.1228	55.9081	1.65919	36.1692	38.2037	38.2459	32.3041
10.9159	55.9081	1.65919	33.9453	38.152	38.2482	32.2847
11.709	55.9081	1.65919	28.9096	38.0572	38.2867	32.1876
12.5021	55.9081	1.65919	11.6711	37.7263	38.1967	32.0529
13.2952	55.9081	1.65919	-100.892	36.6401	38.0107	31.7907
14.0883	55.9081	1.65919	0	34.9283	37.5921	31.4302
14.8814	55.9081	1.65919	0	33.0239	36.6285	30.7314
15.6745	55.9081	1.65919	0	30.2672	34.1945	29.0936
16.4676	55.9081	1.65919	0	22.3423	26.3791	22.1641
17.2607	55.9081	1.65919	0	0	0	0
18.0539	55.9081	1.65919	0	0	0	0
-4.94593	57.2237	1.69217	37.8852	0	0	0
-4.15283	57.2237	1.69217	38.2611	0	0	24.837
-3.35973	57.2237	1.69217	38.5959	0	0	26.0797
-2.56662	57.2237	1.69217	38.8718	0	28.1502	26.9155
-1.77352	57.2237	1.69217	39.0721	0	30.8977	27.6044
-0.980416	57.2237	1.69217	39.2132	0	32.7573	28.1959
-0.187312	57.2237	1.69217	39.3332	29.3528	33.9166	28.7226
0.605791	57.2237	1.69217	39.4079	31.7561	34.6507	29.1946
1.39889	57.2237	1.69217	39.4547	33.3966	35.2496	29.6345
2.192	57.2237	1.69217	39.4842	34.4342	35.7633	30.0343
2.9851	57.2237	1.69217	39.5002	35.1272	36.2038	30.401
3.77821	57.2237	1.69217	39.5013	35.7049	36.6085	30.7172
4.57131	57.2237	1.69217	39.4816	36.1926	36.9968	31.0172
5.36441	57.2237	1.69217	39.4313	36.6421	37.3518	31.2213
6.15752	57.2237	1.69217	39.3569	37.0441	37.574	31.4824
6.95062	57.2237	1.69217	39.2385	37.4092	37.8423	31.6787
7.74372	57.2237	1.69217	39.0131	37.7045	37.9432	31.8523
8.53683	57.2237	1.69217	38.5834	37.9687	38.0595	31.99
9.32993	57.2237	1.69217	37.7566	38.106	38.1224	32.101
10.123	57.2237	1.69217	36.0643	38.1418	38.1825	32.1574
10.9161	57.2237	1.69217	33.7994	38.0891	38.1847	32.1374
11.7092	57.2237	1.69217	28.7649	37.9939	38.2232	32.0407
12.5023	57.2237	1.69217	11.0959	37.6629	38.133	31.9066
13.2954	57.2237	1.69217	-104.141	36.5768	37.9471	31.6452
14.0885	57.2237	1.69217	0	34.8651	37.5285	31.2855
14.8817	57.2237	1.69217	0	32.9606	36.5652	30.5878
15.6748	57.2237	1.69217	0	30.204	34.1312	28.9512
16.4679	57.2237	1.69217	0	22.2791	26.3159	22.0229
17.261	57.2237	1.69217	0	0	0	0
18.0541	57.2237	1.69217	0	0	0	0
-4.94565	58.5702	1.72381	37.7909	0	0	0
-4.15255	58.5702	1.72381	38.166	0	0	24.6429
-3.35944	58.5702	1.72381	38.4996	0	0	25.8854
-2.56634	58.5702	1.72381	38.7736	0	28.0646	26.7209
-1.77324	58.5702	1.72381	38.9715	0	30.812	27.4095
-0.980134	58.5702	1.72381	39.1106	0	32.6713	28.0006
-0.18703	58.5702	1.72381	39.2287	29.2672	33.8305	28.5269
0.606073	58.5702	1.72381	39.3022	31.6704	34.5645	28.9983
1.39918	58.5702	1.72381	39.3484	33.3106	35.1633	29.4376
2.19228	58.5702	1.72381	39.3775	34.3481	35.677	29.8367
2.98538	58.5702	1.72381	39.3933	35.041	36.1174	30.2025
3.77849	58.5702	1.72381	39.3942	35.6185	36.5218	30.5174
4.57159	58.5702	1.72381	39.3743	36.1062	36.9096	30.8159
5.36469	58.5702	1.72381	39.3238	36.5556	37.2638	31.0185
6.1578	58.5702	1.72381	39.2497	36.9573	37.4845	31.2782
6.9509	58.5702	1.72381	39.1311	37.3219	37.7512	31.4731
7.744	58.5702	1.72381	38.9045	37.6162	37.8505	31.6454
8.53711	58.5702	1.72381	38.4733	37.8789	37.9657	31.7819
9.33021	58.5702	1.72381	37.6438	38.0142	38.0279	31.8918
10.1233	58.5702	1.72381	35.9297	38.0486	38.0877	31.9472
10.9164	58.5702	1.72381	33.62	37.9949	38.0899	31.9267
11.7095	58.5702	1.72381	28.5868	37.8993	38.1283	31.8303
12.5026	58.5702	1.72381	10.4771	37.5683	38.0381	31.6969
13.2957	58.5702	1.72381	-107.497	36.4824	37.8522	31.4363
14.0888	58.5702	1.72381	0	34.7707	37.4337	31.0773
14.8819	58.5702	1.72381	0	32.8662	36.4707	30.3806
15.675	58.5702	1.72381	0	30.1096	34.0368	28.745
16.4681	58.5702	1.72381	0	22.1847	26.2215	21.818
17.2612	58.5702	1.72381	0	0	0	0
18.0543	58.5702	1.72381	0	0	0	0
-4.94551	59.9484	1.76022	37.7354	0	0	0
-4.15241	59.9484	1.76022	38.1097	0	0	24.5268
-3.35931	59.9484	1.76022	38.4419	0	0	25.7691
-2.5662	59.9484	1.76022	38.7137	0	28.0175	26.6043
-1.7731	59.9484	1.76022	38.9091	0	30.7648	27.2925
-0.979996	59.9484	1.76022	39.0461	0	32.624	27.8832
-0.186892	59.9484	1.76022	39.1623	29.2201	33.7831	28.409
0.606211	59.9484	1.76022	39.2345	31.6232	34.517	28.88
1.39931	59.9484	1.76022	39.28	33.2633	35.1158	29.3187
2.19242	59.9484	1.76022	39.3088	34.3006	35.6294	29.7169
2.98552	59.9484	1.76022	39.3243	34.9935	36.0697	30.0816
3.77862	59.9484	1.76022	39.3251	35.571	36.4739	30.3951
4.57173	59.9484	1.76022	39.3049	36.0586	36.8612	30.6922
5.36483	59.9484	1.76022	39.2541	36.5079	37.2145	30.8931
6.15794	59.9484	1.76022	39.1803	36.9094	37.4336	31.1512
6.95104	59.9484	1.76022	39.0614	37.2734	37.6985	31.3447
7.74414	59.9484	1.76022	38.8338	37.5665	37.796	31.5156
8.53725	59.9484	1.76022	38.4011	37.8276	37.9101	31.6507
9.33035	59.9484	1.76022	37.569	37.9608	37.9716	31.7594
10.1235	59.9484	1.76022	35.8347	37.9935	38.0311	31.8138
10.9166	59.9484	1.76022	33.4766	37.9388	38.0332	31.7927
11.7097	59.9484	1.76022	28.4446	37.8428	38.0715	31.6967
12.5028	59.9484	1.76022	9.88395	37.5117	37.9813	31.5639
13.2959	59.9484	1.76022	-110.891	36.4258	37.7954	31.3042
14.089	59.9484	1.76022	0	34.7141	37.3769	30.9459
14.8821	59.9484	1.76022	0	32.8096	36.414	30.2504
15.6752	59.9484	1.76022	0	30.053	33.9802	28.6159
16.4683	59.9484	1.76022	0	22.1281	26.1649	21.6902
17.2614	59.9484	1.76022	0	0	0	0
18.0545	59.9484	1.76022	0	0	0	0
-4.94531	61.3591	1.79532	37.6416	0	0	0
-4.15221	61.3591	1.79532	38.0151	0	0	24.334
-3.3591	61.3591	1.79532	38.346	0	0	25.5761
-2.566	61.3591	1.79532	38.6157	0	27.9325	26.4111
-1.7729	61.3591	1.79532	38.8086	0	30.6798	27.0989
-0.979793	61.3591	1.79532	38.9436	0	32.5388	27.6892
-0.186689	61.3591	1.79532	39.0579	29.1351	33.6977	28.2146
0.606414	61.3591	1.79532	39.129	31.5381	34.4315	28.685
1.39952	61.3591	1.79532	39.1738	33.178	35.0302	29.1231
2.19262	61.3591	1.79532	39.2022	34.2152	35.5438	29.5206
2.98572	61.3591	1.79532	39.2176	34.908	35.984	29.8842
3.77883	61.3591	1.79532	39.2181	35.4855	36.388	30.1964
4.57193	61.3591	1.79532	39.1977	35.973	36.7748	30.492
5.36503	61.3591	1.79532	39.1466	36.4222	37.1272	30.6913
6.15814	61.3591	1.79532	39.073	36.8234	37.3448	30.948
6.95124	61.3591	1.79532	38.9539	37.1868	37.608	31.1399
7.74435	61.3591	1.79532	38.7252	37.4789	37.7037	31.3095
8.53745	61.3591	1.79532	38.2909	37.7384	37.8167	31.4433
9.33055	61.3591	1.79532	37.4565	37.8696	37.8776	31.5509
10.1237	61.3591	1.79532	35.7038	37.9006	37.9367	31.6044
10.9168	61.3591	1.79532	33.2934	37.8451	37.9389	31.5828
11.7099	61.3591	1.79532	28.2627	37.7486	37.9771	31.487
12.503	61.3591	1.79532	9.24034	37.4175	37.8868	31.3549
13.2961	61.3591	1.79532	-114.401	36.3316	37.7009	31.0959
14.0892	61.3591	1.79532	0	34.6199	37.2824	30.7384
14.8823	61.3591	1.79532	0	32.7155	36.3198	30.0439
15.6754	61.3591	1.79532	0	29.9589	33.8861	28.4106
16.4685	61.3591	1.79532	0	22.034	26.0708	21.4861
17.2616	61.3591	1.79532	0	0	0	0
18.0547	61.3591	1.79532	0	0	0	0
-4.94518	62.8029	1.83329	37.5672	0	0	0
-4.15207	62.8029	1.83329	37.9398	0	0	24.1802
-3.35897	62.8029	1.83329	38.2693	0	0	25.4222
-2.56587	62.8029	1.83329	38.5369	0	27.8667	26.2568
-1.77276	62.8029	1.83329	38.7272	0	30.614	26.9443
-0.97966	62.8029	1.83329	38.8601	0	32.4729	27.5341
-0.186557	62.8029	1.83329	38.9726	29.0693	33.6317	28.0591
0.606547	62.8029	1.83329	39.0424	31.4723	34.3655	28.529
1.39965	62.8029	1.83329	39.0866	33.112	34.9641	28.9664
2.19275	62.8029	1.83329	39.1147	34.1492	35.4776	29.3631
2.98586	62.8029	1.83329	39.1298	34.8419	35.9177	29.7256
3.77896	62.8029	1.83329	39.1301	35.4193	36.3215	30.0364
4.57206	62.8029	1.83329	39.1094	35.9068	36.7078	30.3305
5.36517	62.8029	1.83329	39.058	36.3559	37.0592	30.528
6.15827	62.8029	1.83329	38.9846	36.7568	37.2752	30.7832
6.95137	62.8029	1.83329	38.8652	37.1196	37.5366	30.9737
7.74448	62.8029	1.83329	38.6354	37.4106	37.6305	31.1419
8.53758	62.8029	1.83329	38.1995	37.6684	37.7424	31.2744
9.33068	62.8029	1.83329	37.363	37.7974	37.8026	31.3809
10.1238	62.8029	1.83329	35.5935	37.8269	37.8615	31.4333
10.9169	62.8029	1.83329	33.127	37.7703	37.8636	31.4111
11.71	62.8029	1.83329	28.0976	37.6735	37.9017	31.3157
12.5031	62.8029	1.83329	8.60277	37.3423	37.8114	31.1842
13.2962	62.8029	1.83329	-117.973	36.2564	37.6255	30.9261
14.0893	62.8029	1.83329	0	34.5447	37.207	30.5692
14.8824	62.8029	1.83329	0	32.6403	36.2445	29.8759
15.6755	62.8029	1.83329	0	29.8837	33.8109	28.2437
16.4686	62.8029	1.83329	0	21.9588	25.9956	21.3206
17.2617	62.8029	1.83329	0	0	0	0
18.0548	62.8029	1.83329	0	0	0	0
-4.94505	64.2807	1.87207	37.4805	0	0	0
-4.15194	64.2807	1.87207	37.8521	0	0	24.0018
-3.35884	64.2807	1.87207	38.1802	0	0	25.2436
-2.56574	64.2807	1.87207	38.4456	0	27.7887	26.0779
-1.77263	64.2807	1.87207	38.6334	0	30.536	26.765
-0.979529	64.2807	1.87207	38.7643	0	32.3947	27.3544
-0.186426	64.2807	1.87207	38.8748	28.9913	33.5534	27.8789
0.606678	64.2807	1.87207	38.9435	31.3942	34.2872	28.3483
1.39978	64.2807	1.87207	38.9871	33.0338	34.8858	28.7851
2.19288	64.2807	1.87207	39.0148	34.0709	35.3992	29.1809
2.98599	64.2807	1.87207	39.0297	34.7636	35.8392	29.5423
3.77909	64.2807	1.87207	39.0297	35.341	36.2427	29.8517
4.57219	64.2807	1.87207	39.0087	35.8284	36.6285	30.1442
5.3653	64.2807	1.87207	38.957	36.2773	36.979	30.3401
6.1584	64.2807	1.87207	38.8838	36.6779	37.1933	30.5938
6.95151	64.2807	1.87207	38.764	37.0402	37.453	30.7827
7.74461	64.2807	1.87207	38.5331	37.33	37.545	30.9495
8.53771	64.2807	1.87207	38.0957	37.5861	37.6559	31.0808
9.33082	64.2807	1.87207	37.2572	37.713	37.7155	31.1861
10.1239	64.2807	1.87207	35.4726	37.7408	37.774	31.2376
10.917	64.2807	1.87207	32.9462	37.6834	37.776	31.2148
11.7101	64.2807	1.87207	27.9181	37.5861	37.8141	31.1198
12.5032	64.2807	1.87207	7.93964	37.2548	37.7237	30.9888
13.2963	64.2807	1.87207	-121.639	36.1689	37.5378	30.7315
14.0894	64.2807	1.87207	0	34.4573	37.1194	30.3754
14.8825	64.2807	1.87207	0	32.5529	36.157	29.6832
15.6756	64.2807	1.87207	0	29.7963	33.7234	28.0521
16.4687	64.2807	1.87207	0	21.8714	25.9082	21.1304
17.2618	64.2807	1.87207	0	0	0	0
18.055	64.2807	1.87207	0	0	0	0
-4.94492	65.7933	1.9117	37.3759	0	0	0
-4.15181	65.7933	1.9117	37.7466	0	0	23.7878
-3.35871	65.7933	1.9117	38.0732	0	0	25.0293
-2.56561	65.7933	1.9117	38.3364	0	27.693	25.8633
-1.7725	65.7933	1.9117	38.5216	0	30.4402	26.5501
-0.979401	65.7933	1.9117	38.6506	0	32.2988	27.1391
-0.186297	65.7933	1.9117	38.7593	28.8955	33.4574	27.6631
0.606806	65.7933	1.9117	38.8269	31.2984	34.1911	28.1319
1.39991	65.7933	1.9117	38.8698	32.9379	34.7897	28.5681
2.19301	65.7933	1.9117	38.8971	33.9749	35.303	28.963
2.98612	65.7933	1.9117	38.9117	34.6675	35.7429	29.3233
3.77922	65.7933	1.9117	38.9116	35.2448	36.1461	29.6313
4.57232	65.7933	1.9117	38.8902	35.7322	36.5314	29.9223
5.36543	65.7933	1.9117	38.8381	36.181	36.881	30.1164
6.15853	65.7933	1.9117	38.765	36.5813	37.0937	30.3686
6.95163	65.7933	1.9117	38.6449	36.9429	37.3516	30.5561
7.74474	65.7933	1.9117	38.4128	37.2316	37.4418	30.7215
8.53784	65.7933	1.9117	37.9739	37.486	37.5515	30.8516
9.33094	65.7933	1.9117	37.1335	37.6109	37.6105	30.9557
10.124	65.7933	1.9117	35.3355	37.637	37.6687	31.0062
10.9172	65.7933	1.9117	32.7455	37.5786	37.6707	30.9829
11.7103	65.7933	1.9117	27.7186	37.481	37.7087	30.8881
12.5034	65.7933	1.9117	7.24514	37.1495	37.6183	30.7578
13.2965	65.7933	1.9117	-125.408	36.0637	37.4324	30.5013
14.0896	65.7933	1.9117	0	34.3521	37.014	30.1459
14.8827	65.7933	1.9117	0	32.4476	36.0517	29.4547
15.6758	65.7933	1.9117	0	29.691	33.6182	27.8248
16.4689	65.7933	1.9117	0	21.7662	25.803	20.9044
17.262	65.7933	1.9117	0	0	0	0
18.0551	65.7933	1.9117	0	0	0	0
-4.94479	67.3415	1.95217	37.2432	0	0	0
-4.15169	67.3415	1.95217	37.613	0	0	23.5175
-3.35858	67.3415	1.95217	37.9381	0	0	24.7588
-2.56548	67.3415	1.95217	38.199	0	27.5691	25.5925
-1.77238	67.3415	1.95217	38.3816	0	30.3163	26.2789
-0.979274	67.3415	1.95217	38.5088	0	32.1748	26.8675
-0.18617	67.3415	1.95217	38.6156	28.7717	33.3333	27.3911
0.606933	67.3415	1.95217	38.6821	31.1745	34.0669	27.8593
1.40004	67.3415	1.95217	38.7244	32.8139	34.6655	28.2948
2.19314	67.3415	1.95217	38.7514	33.8507	35.1788	28.6889
2.98624	67.3415	1.95217	38.7657	34.5434	35.6186	29.0481
3.77935	67.3415	1.95217	38.7652	35.1206	36.0215	29.3546
4.57245	67.3415	1.95217	38.7435	35.6079	36.4063	29.6441
5.36555	67.3415	1.95217	38.691	36.0566	36.7549	29.8365
6.15866	67.3415	1.95217	38.618	36.4566	36.9659	30.0872
6.95176	67.3415	1.95217	38.4975	36.8176	37.222	30.2732
7.74486	67.3415	1.95217	38.2642	37.1051	37.3104	30.4373
8.53797	67.3415	1.95217	37.8237	37.3578	37.4191	30.566
9.33107	67.3415	1.95217	36.9817	37.4805	37.4774	30.669
10.1242	67.3415	1.95217	35.1718	37.5051	37.5354	30.7185
10.9173	67.3415	1.95217	32.5144	37.4458	37.5373	30.6947
11.7104	67.3415	1.95217	27.4888	37.3477	37.5752	30.6003
12.5035	67.3415	1.95217	6.50867	37.0162	37.4848	30.4706
13.2966	67.3415	1.95217	-129.291	35.9304	37.2989	30.2148
14.0897	67.3415	1.95217	0	34.2188	36.8805	29.8601
14.8828	67.3415	1.95217	0	32.3144	35.9184	29.17
15.6759	67.3415	1.95217	0	29.5578	33.4849	27.5412
16.469	67.3415	1.95217	0	21.6329	25.6697	20.6223
17.2621	67.3415	1.95217	0	0	0	0
18.0552	67.3415	1.95217	0	0	0	0
-4.94473	68.9261	1.99581	37.1582	0	0	0
-4.15163	68.9261	1.99581	37.527	0	0	23.343
-3.35852	68.9261	1.99581	37.8506	0	0	24.5841
-2.56542	68.9261	1.99581	38.1091	0	27.4929	25.4174
-1.77231	68.9261	1.99581	38.2891	0	30.24	26.1034
-0.979211	68.9261	1.99581	38.4143	0	32.0984	26.6916
-0.186108	68.9261	1.99581	38.5193	28.6954	33.257	27.2147
0.606996	68.9261	1.99581	38.5846	31.0982	33.9905	27.6823
1.4001	68.9261	1.99581	38.6263	32.7375	34.5891	28.1172
2.1932	68.9261	1.99581	38.6529	33.7744	35.1023	28.5103
2.98631	68.9261	1.99581	38.667	34.4669	35.542	28.8684
3.77941	68.9261	1.99581	38.6663	35.0442	35.9446	29.1734
4.57251	68.9261	1.99581	38.6442	35.5314	36.3289	29.4613
5.36562	68.9261	1.99581	38.5913	35.9799	36.6764	29.6519
6.15872	68.9261	1.99581	38.5183	36.3797	36.8858	29.901
6.95182	68.9261	1.99581	38.3973	36.74	37.14	30.0856
7.74493	68.9261	1.99581	38.1628	37.0262	37.2265	30.2482
8.53803	68.9261	1.99581	37.7208	37.2771	37.3341	30.3757
9.33113	68.9261	1.99581	36.877	37.3977	37.3918	30.4775
10.1242	68.9261	1.99581	35.0569	37.4206	37.4495	30.526
10.9173	68.9261	1.99581	32.3284	37.3603	37.4513	30.5016
11.7104	68.9261	1.99581	27.304	37.2619	37.4891	30.4076
12.5035	68.9261	1.99581	5.80536	36.9302	37.3986	30.2784
13.2967	68.9261	1.99581	-133.214	35.8444	37.2128	30.0235
14.0898	68.9261	1.99581	0	34.1327	36.7944	29.6694
14.8829	68.9261	1.99581	0	32.2283	35.8323	28.9804
15.676	68.9261	1.99581	0	29.4717	33.3989	27.3528
16.4691	68.9261	1.99581	0	21.5469	25.5837	20.4353
17.2622	68.9261	1.99581	0	0	0	0
18.0553	68.9261	1.99581	0	0	0	0
-4.94467	70.548	2.04043	37.0554	0	0	0
-4.15156	70.548	2.04043	37.4232	0	0	23.1329
-3.35846	70.548	2.04043	37.7452	0	0	24.3738
-2.56536	70.548	2.04043	38.0013	0	27.3988	25.2067
-1.77225	70.548	2.04043	38.1786	0	30.146	25.8924
-0.979149	70.548	2.04043	38.302	0	32.0043	26.4801
-0.186046	70.548	2.04043	38.4052	28.6014	33.1628	27.0027
0.607058	70.548	2.04043	38.4694	31.0042	33.8963	27.4697
1.40016	70.548	2.04043	38.5105	32.6434	34.4948	27.9039
2.19326	70.548	2.04043	38.5367	33.6802	35.008	28.2961
2.98637	70.548	2.04043	38.5505	34.3727	35.4476	28.653
3.77947	70.548	2.04043	38.5495	34.9499	35.85	28.9565
4.57257	70.548	2.04043	38.527	35.4371	36.2336	29.2427
5.36568	70.548	2.04043	38.4736	35.8855	36.5802	29.4316
6.15878	70.548	2.04043	38.4006	36.2849	36.7877	29.6792
6.95189	70.548	2.04043	38.2792	36.6446	37.0401	29.8622
7.74499	70.548	2.04043	38.0435	36.9296	37.1247	30.0235
8.53809	70.548	2.04043	37.5997	37.1787	37.2312	30.1497
9.3312	70.548	2.04043	36.7544	37.297	37.2884	30.2503
10.1243	70.548	2.04043	34.9253	37.3183	37.3457	30.2978
10.9174	70.548	2.04043	32.1224	37.2571	37.3475	30.2729
11.7105	70.548	2.04043	27.0991	37.1582	37.3852	30.1792
12.5036	70.548	2.04043	5.06971	36.8264	37.2947	30.0507
13.2967	70.548	2.04043	-137.246	35.7406	37.1088	29.7964
14.0898	70.548	2.04043	0	34.0289	36.6904	29.443
14.8829	70.548	2.04043	0	32.1245	35.7285	28.7552
15.676	70.548	2.04043	0	29.3679	33.2951	27.1287
16.4691	70.548	2.04043	0	21.443	25.4799	20.2127
17.2622	70.548	2.04043	0	0	0	0
18.0553	70.548	2.04043	0	0	0	0
-4.9446	72.2081	2.08606	36.9245	0	0	0
-4.1515	72.2081	2.08606	37.2913	0	0	22.8666
-3.3584	72.2081	2.08606	37.6116	0	0	24.1072
-2.56529	72.2081	2.08606	37.8653	0	27.2767	24.9398
-1.77219	72.2081	2.08606	38.04	0	30.0238	25.6251
-0.979088	72.2081	2.08606	38.1615	0	31.8821	26.2123
-0.185984	72.2081	2.08606	38.2629	28.4792	33.0405	26.7344
0.607119	72.2081	2.08606	38.326	30.882	33.774	27.2009
1.40022	72.2081	2.08606	38.3665	32.5211	34.3725	27.6344
2.19333	72.2081	2.08606	38.3924	33.5579	34.8856	28.0257
2.98643	72.2081	2.08606	38.4059	34.2504	35.325	28.3813
3.77953	72.2081	2.08606	38.4045	34.8276	35.7272	28.6833
4.57264	72.2081	2.08606	38.3816	35.3147	36.1102	28.9679
5.36574	72.2081	2.08606	38.3277	35.7629	36.4558	29.155
6.15884	72.2081	2.08606	38.2547	36.162	36.6616	29.4011
6.95195	72.2081	2.08606	38.1328	36.521	36.9121	29.5826
7.74505	72.2081	2.08606	37.8958	36.8047	36.9948	29.7425
8.53815	72.2081	2.08606	37.4504	37.0521	37.1003	29.8674
9.33126	72.2081	2.08606	36.6036	37.1682	37.1568	29.9669
10.1244	72.2081	2.08606	34.7667	37.1879	37.2139	30.0134
10.9175	72.2081	2.08606	31.8859	37.1257	37.2155	29.988
11.7106	72.2081	2.08606	26.8638	37.0265	37.2533	29.8946
12.5037	72.2081	2.08606	4.29108	36.6945	37.1627	29.7666
13.2968	72.2081	2.08606	-141.399	35.6086	36.9768	29.5131
14.0899	72.2081	2.08606	0	33.897	36.5584	29.1604
14.883	72.2081	2.08606	0	31.9926	35.5965	28.4736
