log(E/eV)	z/pc	t/yr	Synchr	IC	IC - IR	SSC
-6	10	32.7213	36.8267	0	0	0
-5.2069	10	32.7213	37.262	0	0	26.6188
-4.41379	10	32.7213	37.6659	0	0	28.0085
-3.62069	10	32.7213	38.0502	0	21.9077	29.103
-2.82759	10	32.7213	38.4214	0	24.9884	29.9629
-2.03448	10	32.7213	38.7929	0	27.4188	30.6609
-1.24138	10	32.7213	39.1867	23.4338	29.5165	31.2663
-0.448276	10	32.7213	39.5937	26.0067	30.9658	31.8071
0.344828	10	32.7213	39.9759	28.3141	32.0831	32.317
1.13793	10	32.7213	40.3022	30.2464	32.9281	32.799
1.93103	10	32.7213	40.5423	31.581	33.5661	33.2663
2.72414	10	32.7213	40.6893	32.6254	34.0757	33.7161
3.51724	10	32.7213	40.7597	33.4079	34.5139	34.1645
4.31034	10	32.7213	40.7722	33.9907	34.9417	34.5843
5.10345	10	32.7213	40.7355	34.4902	35.3458	35.0217
5.89655	10	32.7213	40.6681	34.9175	35.7315	35.4255
6.68966	10	32.7213	40.5511	35.3368	36.112	35.8073
7.48276	10	32.7213	40.3227	35.6742	36.4596	36.1585
8.27586	10	32.7213	39.888	36.0212	36.9418	36.4791
9.06897	10	32.7213	39.0526	36.2913	37.3	36.7709
9.86207	10	32.7213	37.2911	36.5319	37.5581	37.0099
10.6552	10	32.7213	34.8521	36.6056	37.8713	37.1174
11.4483	10	32.7213	29.8221	35.9413	37.7877	37.0418
12.2414	10	32.7213	10.5568	34.6073	37.4704	36.68
13.0345	10	32.7213	-114.594	32.7991	36.5078	36.2039
13.8276	10	32.7213	0	30.8642	34.83	35.3885
14.6207	10	32.7213	0	28.1062	32.1406	33.6611
15.4138	10	32.7213	0	20.1857	24.232	26.6558
16.2069	10	32.7213	0	0	0	0
17	10	32.7213	0	0	0	0
-5.45569	10.2353	4.95522	39.0993	0	0	0
-4.66259	10.2353	4.95522	39.5317	0	0	29.1094
-3.86948	10.2353	4.95522	39.9341	0	0	30.4677
-3.07638	10.2353	4.95522	40.317	0	26.2223	31.5178
-2.28328	10.2353	4.95522	40.6834	0	29.0969	32.3517
-1.49017	10.2353	4.95522	41.0365	0	31.3392	33.0366
-0.697068	10.2353	4.95522	41.3753	27.5031	32.9537	33.6344
0.0960353	10.2353	4.95522	41.6675	30.0259	34.1179	34.1698
0.889139	10.2353	4.95522	41.8731	32.1326	35.0021	34.6735
1.68224	10.2353	4.95522	41.9997	33.5807	35.6922	35.1461
2.47535	10.2353	4.95522	42.0704	34.6664	36.2195	35.5986
3.26845	10.2353	4.95522	42.1052	35.4909	36.6812	36.0247
4.06155	10.2353	4.95522	42.1142	36.1207	37.1222	36.4421
4.85466	10.2353	4.95522	42.097	36.6481	37.5129	36.8006
5.64776	10.2353	4.95522	42.0469	37.1011	37.892	37.1865
6.44086	10.2353	4.95522	41.9743	37.514	38.2771	37.5279
7.23397	10.2353	4.95522	41.8549	37.8913	38.6074	37.8482
8.02707	10.2353	4.95522	41.6246	38.2985	38.9143	38.1381
8.82017	10.2353	4.95522	41.188	38.6134	39.2197	38.3983
9.61328	10.2353	4.95522	40.3505	38.844	39.3354	38.6035
10.4064	10.2353	4.95522	38.573	38.9799	39.4295	38.7069
11.1995	10.2353	4.95522	36.0759	38.9227	39.4126	38.6263
11.9926	10.2353	4.95522	31.0472	38.3499	39.3305	38.4234
12.7857	10.2353	4.95522	11.3036	36.9901	39.1193	38.0411
13.5788	10.2353	4.95522	-116.817	35.1935	38.4437	37.5824
14.3719	10.2353	4.95522	0	33.2661	37.1095	36.7767
15.165	10.2353	4.95522	0	30.5069	34.5151	35.0532
15.9581	10.2353	4.95522	0	22.5869	26.6418	28.0497
16.7512	10.2353	4.95522	0	0	0	0
17.5443	10.2353	4.95522	0	0	0	0
-5.34792	10.4762	3.13011	39.4694	0	0	0
-4.55481	10.4762	3.13011	39.8989	0	0	29.5455
-3.76171	10.4762	3.13011	40.2995	0	0	30.8742
-2.96861	10.4762	3.13011	40.6795	0	27.0929	31.8779
-2.1755	10.4762	3.13011	41.0372	0	29.9397	32.6844
-1.3824	10.4762	3.13011	41.3671	0	32.1239	33.3551
-0.589296	10.4762	3.13011	41.6637	28.3502	33.6286	33.9442
0.203807	10.4762	3.13011	41.9051	30.8553	34.7038	34.4731
0.996911	10.4762	3.13011	42.0643	32.8848	35.5123	34.9699
1.79001	10.4762	3.13011	42.159	34.2368	36.1608	35.4346
2.58312	10.4762	3.13011	42.2118	35.2298	36.6639	35.877
3.37622	10.4762	3.13011	42.2379	35.9886	37.1167	36.2888
4.16932	10.4762	3.13011	42.2428	36.5767	37.5578	36.6896
4.96243	10.4762	3.13011	42.2237	37.0841	37.9569	37.0217
5.75553	10.4762	3.13011	42.1726	37.5295	38.3187	37.3896
6.54863	10.4762	3.13011	42.0998	37.9425	38.6913	37.7077
7.34174	10.4762	3.13011	41.98	38.3062	38.9773	38.0033
8.13484	10.4762	3.13011	41.7485	38.7163	39.2257	38.2644
8.92795	10.4762	3.13011	41.3104	39.007	39.4483	38.4923
9.72105	10.4762	3.13011	40.4709	39.1978	39.5559	38.6593
10.5142	10.4762	3.13011	38.6792	39.2715	39.6122	38.7206
11.3073	10.4762	3.13011	36.1203	39.1553	39.5917	38.6166
12.1004	10.4762	3.13011	31.0929	38.6601	39.5092	38.4195
12.8935	10.4762	3.13011	10.8598	37.3301	39.2745	38.06
13.6866	10.4762	3.13011	-120.3	35.5452	38.6943	37.6203
14.4797	10.4762	3.13011	0	33.6248	37.4361	36.8268
15.2728	10.4762	3.13011	0	30.8701	34.8591	35.1095
16.0659	10.4762	3.13011	0	22.95	26.9898	28.1089
16.859	10.4762	3.13011	0	0	0	0
17.6521	10.4762	3.13011	0	0	0	0
-5.30129	10.7227	2.5814	39.6619	0	0	0
-4.50819	10.7227	2.5814	40.089	0	0	29.8236
-3.71508	10.7227	2.5814	40.488	0	0	31.1349
-2.92198	10.7227	2.5814	40.8649	0	27.5373	32.1088
-2.12888	10.7227	2.5814	41.215	0	30.3721	32.8972
-1.33577	10.7227	2.5814	41.5291	0	32.527	33.558
-0.542669	10.7227	2.5814	41.803	28.7858	33.9826	34.1407
0.250434	10.7227	2.5814	42.0214	31.2817	35.0071	34.6647
1.04354	10.7227	2.5814	42.1623	33.2723	35.7761	35.1567
1.83664	10.7227	2.5814	42.2456	34.5802	36.4032	35.616
2.62974	10.7227	2.5814	42.2924	35.5214	36.8941	36.0518
3.42285	10.7227	2.5814	42.3155	36.2469	37.3423	36.4549
4.21595	10.7227	2.5814	42.319	36.8159	37.7825	36.8462
5.00906	10.7227	2.5814	42.299	37.313	38.1845	37.1645
5.80216	10.7227	2.5814	42.2474	37.7538	38.5352	37.5224
6.59526	10.7227	2.5814	42.1746	38.1667	38.8972	37.8277
7.38837	10.7227	2.5814	42.0544	38.5231	39.1577	38.1096
8.18147	10.7227	2.5814	41.8217	38.9281	39.3782	38.3553
8.97457	10.7227	2.5814	41.382	39.2024	39.5674	38.5667
9.76768	10.7227	2.5814	40.5408	39.3709	39.6817	38.7158
10.5608	10.7227	2.5814	38.7365	39.4178	39.7148	38.76
11.3539	10.7227	2.5814	36.112	39.2883	39.6976	38.65
12.147	10.7227	2.5814	31.0858	38.8204	39.616	38.4584
12.9401	10.7227	2.5814	10.3517	37.5079	39.3796	38.1109
13.7332	10.7227	2.5814	-123.92	35.7302	38.8335	37.6812
14.5263	10.7227	2.5814	0	33.8132	37.6056	36.8957
15.3194	10.7227	2.5814	0	31.0593	35.0379	35.1832
16.1125	10.7227	2.5814	0	23.138	27.1718	28.1854
16.9056	10.7227	2.5814	0	0	0	0
17.6987	10.7227	2.5814	0	0	0	0
-5.26358	10.975	2.21106	39.7866	0	0	0
-4.47048	10.975	2.21106	40.2116	0	0	29.9871
-3.67738	10.975	2.21106	40.6088	0	0	31.2852
-2.88427	10.975	2.21106	40.9824	0	27.8692	32.2346
-2.09117	10.975	2.21106	41.3253	0	30.6944	33.0076
-1.29806	10.975	2.21106	41.6268	0	32.824	33.6597
-0.504962	10.975	2.21106	41.8847	29.1111	34.2407	34.2367
0.288142	10.975	2.21106	42.0882	31.5992	35.2224	34.7563
1.08125	10.975	2.21106	42.2179	33.5563	35.9602	35.2439
1.87435	10.975	2.21106	42.2945	34.8293	36.5701	35.6986
2.66745	10.975	2.21106	42.3378	35.7279	37.0514	36.1289
3.46056	10.975	2.21106	42.3593	36.4273	37.4957	36.525
4.25366	10.975	2.21106	42.3619	36.9817	37.9345	36.9089
5.04676	10.975	2.21106	42.3413	37.4706	38.3378	37.2171
5.83987	10.975	2.21106	42.2891	37.9073	38.6778	37.5674
6.63297	10.975	2.21106	42.2163	38.3194	39.0314	37.8632
7.42607	10.975	2.21106	42.0957	38.6695	39.2725	38.1348
8.21918	10.975	2.21106	41.8619	39.0673	39.4753	38.3696
9.01228	10.975	2.21106	41.4205	39.329	39.6433	38.5695
9.80538	10.975	2.21106	40.5776	39.4819	39.765	38.7068
10.5985	10.975	2.21106	38.7623	39.5123	39.7789	38.7405
11.3916	10.975	2.21106	36.0685	39.3811	39.767	38.6282
12.1847	10.975	2.21106	31.0435	38.9319	39.6871	38.4409
12.9778	10.975	2.21106	9.79674	37.6364	39.4529	38.1021
13.7709	10.975	2.21106	-127.659	35.8655	38.9301	37.6793
14.564	10.975	2.21106	0	33.951	37.7261	36.9002
15.3571	10.975	2.21106	0	31.1972	35.1671	35.192
16.1502	10.975	2.21106	0	23.2746	27.3045	28.1969
16.9433	10.975	2.21106	0	0	0	0
17.7364	10.975	2.21106	0	0	0	0
-5.23633	11.2332	1.98554	39.8736	0	0	0
-4.44323	11.2332	1.98554	40.2968	0	0	30.0979
-3.65013	11.2332	1.98554	40.6922	0	0	31.3869
-2.85702	11.2332	1.98554	41.0628	0	28.1099	32.3186
-2.06392	11.2332	1.98554	41.3999	0	30.9283	33.0802
-1.27082	11.2332	1.98554	41.6921	0	33.0386	33.7256
-0.477713	11.2332	1.98554	41.9392	29.3474	34.4277	34.2981
0.31539	11.2332	1.98554	42.1329	31.8296	35.3779	34.8141
1.10849	11.2332	1.98554	42.2556	33.7615	36.0936	35.2983
1.9016	11.2332	1.98554	42.328	35.0095	36.6912	35.7493
2.6947	11.2332	1.98554	42.3692	35.8775	37.1657	36.1754
3.4878	11.2332	1.98554	42.3896	36.5585	37.607	36.5662
4.28091	11.2332	1.98554	42.3915	37.1029	38.0443	36.9448
5.07401	11.2332	1.98554	42.3704	37.5859	38.4478	37.2458
5.86711	11.2332	1.98554	42.3177	38.0195	38.7791	37.5905
6.66022	11.2332	1.98554	42.2449	38.4305	39.1268	37.8795
7.45332	11.2332	1.98554	42.1238	38.7758	39.3541	38.144
8.24642	11.2332	1.98554	41.8887	39.1664	39.5461	38.3712
9.03953	11.2332	1.98554	41.4458	39.4196	39.7014	38.5635
9.83263	11.2332	1.98554	40.6013	39.5618	39.8274	38.6931
10.6257	11.2332	1.98554	38.7763	39.582	39.8279	38.7203
11.4188	11.2332	1.98554	36.0097	39.4529	39.8209	38.607
12.2119	11.2332	1.98554	30.9859	39.0152	39.7428	38.423
13.005	11.2332	1.98554	9.2143	37.7335	39.5116	38.0899
13.7981	11.2332	1.98554	-131.501	35.9678	39.0033	37.672
14.5913	11.2332	1.98554	0	34.0548	37.8164	36.8976
15.3844	11.2332	1.98554	0	31.3008	35.2645	35.1927
16.1775	11.2332	1.98554	0	23.3772	27.4051	28.2
16.9706	11.2332	1.98554	0	0	0	0
17.7637	11.2332	1.98554	0	0	0	0
-5.21265	11.4976	1.81088	39.9335	0	0	0
-4.41955	11.4976	1.81088	40.355	0	0	30.1589
-3.62645	11.4976	1.81088	40.7487	0	0	31.4408
-2.83334	11.4976	1.81088	41.1166	0	28.3014	32.3584
-2.04024	11.4976	1.81088	41.4487	0	31.1141	33.1106
-1.24714	11.4976	1.81088	41.7336	0	33.207	33.7504
-0.454032	11.4976	1.81088	41.9727	29.5353	34.5729	34.3191
0.339071	11.4976	1.81088	42.1594	32.0123	35.4966	34.832
1.13217	11.4976	1.81088	42.2772	33.9217	36.1947	35.3133
1.92528	11.4976	1.81088	42.3467	35.1489	36.7821	35.7612
2.71838	11.4976	1.81088	42.3864	35.9919	37.2512	36.1838
3.51148	11.4976	1.81088	42.4059	36.6582	37.6898	36.5705
4.30459	11.4976	1.81088	42.4073	37.1946	38.1255	36.9448
5.09769	11.4976	1.81088	42.3857	37.6728	38.5288	37.2402
5.8908	11.4976	1.81088	42.3325	38.1036	38.8523	37.5805
6.6839	11.4976	1.81088	42.2596	38.5131	39.196	37.8644
7.477	11.4976	1.81088	42.1381	38.8545	39.4124	38.1234
8.27011	11.4976	1.81088	41.9017	39.2384	39.5973	38.3449
9.06321	11.4976	1.81088	41.4571	39.4852	39.7439	38.5316
9.85631	11.4976	1.81088	40.6111	39.6196	39.8724	38.6557
10.6494	11.4976	1.81088	38.7778	39.633	39.8621	38.6785
11.4425	11.4976	1.81088	35.935	39.508	39.8604	38.5649
12.2356	11.4976	1.81088	30.9123	39.0793	39.7839	38.3834
13.0287	11.4976	1.81088	8.60347	37.8106	39.556	38.0547
13.8218	11.4976	1.81088	-135.448	36.0495	39.059	37.6403
14.6149	11.4976	1.81088	0	34.1378	37.887	36.8696
15.408	11.4976	1.81088	0	31.3834	35.3419	35.1675
16.2011	11.4976	1.81088	0	23.4589	27.4856	28.1769
16.9942	11.4976	1.81088	0	0	0	0
17.7873	11.4976	1.81088	0	0	0	0
-5.19301	11.7681	1.6822	39.9764	0	0	0
-4.3999	11.7681	1.6822	40.3964	0	0	30.1927
-3.6068	11.7681	1.6822	40.7886	0	0	31.4694
-2.8137	11.7681	1.6822	41.1541	0	28.4535	32.3761
-2.02059	11.7681	1.6822	41.482	0	31.2614	33.121
-1.22749	11.7681	1.6822	41.7613	0	33.3394	33.7563
-0.434386	11.7681	1.6822	41.9945	29.6844	34.6868	34.3217
0.358717	11.7681	1.6822	42.1759	32.157	35.5892	34.8321
1.15182	11.7681	1.6822	42.29	34.0475	36.2736	35.311
1.94492	11.7681	1.6822	42.3574	35.2579	36.853	35.7564
2.73803	11.7681	1.6822	42.3959	36.0814	37.3179	36.1762
3.53113	11.7681	1.6822	42.4148	36.7363	37.7542	36.5596
4.32423	11.7681	1.6822	42.4157	37.2666	38.1882	36.9306
5.11734	11.7681	1.6822	42.3936	37.741	38.591	37.2217
5.91044	11.7681	1.6822	42.3399	38.1694	38.9081	37.5586
6.70354	11.7681	1.6822	42.2669	38.5775	39.249	37.8384
7.49665	11.7681	1.6822	42.1448	38.9157	39.457	38.0932
8.28975	11.7681	1.6822	41.9072	39.2936	39.6372	38.3105
9.08286	11.7681	1.6822	41.4609	39.5357	39.7779	38.4931
9.87596	11.7681	1.6822	40.6133	39.6643	39.9072	38.6131
10.6691	11.7681	1.6822	38.7729	39.673	39.8889	38.6328
11.4622	11.7681	1.6822	35.8505	39.5524	39.892	38.5191
12.2553	11.7681	1.6822	30.8289	39.1305	39.8168	38.3396
13.0484	11.7681	1.6822	7.97025	37.8734	39.5918	38.0142
13.8415	11.7681	1.6822	-139.496	36.1161	39.1035	37.6025
14.6346	11.7681	1.6822	0	34.2052	37.944	36.8347
15.4277	11.7681	1.6822	0	31.4505	35.405	35.1349
16.2208	11.7681	1.6822	0	23.5254	27.5514	28.1462
17.0139	11.7681	1.6822	0	0	0	0
17.807	11.7681	1.6822	0	0	0	0
-5.17575	12.045	1.57949	40.0061	0	0	0
-4.38265	12.045	1.57949	40.4246	0	0	30.2032
-3.58954	12.045	1.57949	40.8155	0	0	31.4759
-2.79644	12.045	1.57949	41.1788	0	28.5781	32.3739
-2.00334	12.045	1.57949	41.5033	0	31.382	33.1128
-1.21023	12.045	1.57949	41.7779	0	33.4466	33.7443
-0.41713	12.045	1.57949	42.0066	29.8067	34.7781	34.3071
0.375974	12.045	1.57949	42.1839	32.2753	35.6627	34.8154
1.16908	12.045	1.57949	42.2952	34.1489	36.3361	35.2922
1.96218	12.045	1.57949	42.3609	35.3451	36.9088	35.7355
2.75528	12.045	1.57949	42.3984	36.1527	37.3703	36.153
3.54839	12.045	1.57949	42.4168	36.7983	37.8046	36.5337
4.34149	12.045	1.57949	42.4173	37.3236	38.2369	36.902
5.13459	12.045	1.57949	42.3947	37.7949	38.6391	37.1897
5.9277	12.045	1.57949	42.3404	38.2212	38.9507	37.5237
6.7208	12.045	1.57949	42.2673	38.6278	39.2896	37.8004
7.5139	12.045	1.57949	42.1446	38.9635	39.4908	38.052
8.30701	12.045	1.57949	41.9056	39.3361	39.6679	38.2659
9.10011	12.045	1.57949	41.4576	39.5746	39.8042	38.4452
9.89321	12.045	1.57949	40.6085	39.6987	39.9332	38.5622
10.6863	12.045	1.57949	38.7621	39.704	39.9087	38.5797
11.4794	12.045	1.57949	35.7569	39.5878	39.9165	38.4661
12.2725	12.045	1.57949	30.7363	39.1717	39.8424	38.2881
13.0656	12.045	1.57949	7.31482	37.9252	39.6201	37.9653
13.8587	12.045	1.57949	-143.646	36.1713	39.1389	37.5557
14.6518	12.045	1.57949	0	34.2611	37.9903	36.7903
15.4449	12.045	1.57949	0	31.5059	35.4571	35.0924
16.238	12.045	1.57949	0	23.5803	27.6061	28.1052
17.0311	12.045	1.57949	0	0	0	0
17.8242	12.045	1.57949	0	0	0	0
-5.16056	12.3285	1.49703	40.0261	0	0	0
-4.36745	12.3285	1.49703	40.4435	0	0	30.198
-3.57435	12.3285	1.49703	40.8331	0	0	31.4674
-2.78125	12.3285	1.49703	41.1944	0	28.6816	32.3584
-1.98814	12.3285	1.49703	41.5159	0	31.4818	33.0924
-1.19504	12.3285	1.49703	41.7868	0	33.5345	33.7208
-0.401935	12.3285	1.49703	42.0119	29.9081	34.8523	34.2814
0.391168	12.3285	1.49703	42.1859	32.3731	35.7219	34.7878
1.18427	12.3285	1.49703	42.2948	34.2317	36.3864	35.263
1.97738	12.3285	1.49703	42.3592	35.4157	36.9535	35.7045
2.77048	12.3285	1.49703	42.396	36.2102	37.4123	36.1201
3.56358	12.3285	1.49703	42.4138	36.8483	37.8448	36.4985
4.35669	12.3285	1.49703	42.4139	37.3695	38.2754	36.8645
5.14979	12.3285	1.49703	42.3907	37.8383	38.677	37.1495
5.94289	12.3285	1.49703	42.3358	38.2629	38.9838	37.4812
6.736	12.3285	1.49703	42.2625	38.668	39.3214	37.7553
7.5291	12.3285	1.49703	42.1393	39.0016	39.5171	38.0042
8.3222	12.3285	1.49703	41.8989	39.3696	39.6921	38.2156
9.11531	12.3285	1.49703	41.4491	39.6052	39.8249	38.3923
9.90841	12.3285	1.49703	40.5986	39.7257	39.953	38.5069
10.7015	12.3285	1.49703	38.7471	39.7286	39.9238	38.5226
11.4946	12.3285	1.49703	35.656	39.6164	39.9359	38.4091
12.2877	12.3285	1.49703	30.6361	39.2052	39.8625	38.2326
13.0808	12.3285	1.49703	6.63867	37.9684	39.6427	37.9118
13.8739	12.3285	1.49703	-147.899	36.2176	39.1674	37.5039
14.667	12.3285	1.49703	0	34.3078	38.0286	36.7404
15.4601	12.3285	1.49703	0	31.5523	35.5006	35.0442
16.2532	12.3285	1.49703	0	23.6263	27.6521	28.0584
17.0463	12.3285	1.49703	0	0	0	0
17.8394	12.3285	1.49703	0	0	0	0
-5.14629	12.6186	1.42432	40.0366	0	0	0
-4.35319	12.6186	1.42432	40.4528	0	0	30.1742
-3.56009	12.6186	1.42432	40.8413	0	0	31.4409
-2.76698	12.6186	1.42432	41.2009	0	28.7692	32.326
-1.97388	12.6186	1.42432	41.5198	0	31.5661	33.0558
-1.18078	12.6186	1.42432	41.7875	0	33.6072	33.6816
-0.387672	12.6186	1.42432	42.0098	29.9938	34.9126	34.2402
0.405432	12.6186	1.42432	42.181	32.4554	35.769	34.7451
1.19854	12.6186	1.42432	42.288	34.2998	36.4258	35.2187
1.99164	12.6186	1.42432	42.3512	35.4727	36.988	35.6587
2.78474	12.6186	1.42432	42.3874	36.256	37.4444	36.0726
3.57785	12.6186	1.42432	42.4048	36.8875	37.8752	36.4492
4.37095	12.6186	1.42432	42.4044	37.4053	38.3042	36.8133
5.16405	12.6186	1.42432	42.3808	37.8719	38.7052	37.096
5.95716	12.6186	1.42432	42.3252	38.2948	39.0078	37.4258
6.75026	12.6186	1.42432	42.2517	38.6985	39.3445	37.6978
7.54336	12.6186	1.42432	42.1278	39.0304	39.5355	37.9445
8.33647	12.6186	1.42432	41.886	39.3941	39.7091	38.1537
9.12957	12.6186	1.42432	41.4343	39.6274	39.8392	38.3284
9.92267	12.6186	1.42432	40.5824	39.7451	39.9657	38.4411
10.7158	12.6186	1.42432	38.7266	39.7462	39.9329	38.4555
11.5089	12.6186	1.42432	35.5467	39.638	39.9492	38.3422
12.302	12.6186	1.42432	30.5274	39.2314	39.8763	38.1668
13.0951	12.6186	1.42432	5.94038	38.0041	39.6588	37.8477
13.8882	12.6186	1.42432	-152.259	36.256	39.1888	37.4412
14.6813	12.6186	1.42432	0	34.3466	38.0594	36.6794
15.4744	12.6186	1.42432	0	31.5908	35.5367	34.9845
16.2675	12.6186	1.42432	0	23.6645	27.6905	28
17.0606	12.6186	1.42432	0	0	0	0
17.8537	12.6186	1.42432	0	0	0	0
-5.13452	12.9155	1.37155	40.0448	0	0	0
-4.34141	12.9155	1.37155	40.46	0	0	30.1519
-3.54831	12.9155	1.37155	40.8474	0	0	31.4165
-2.75521	12.9155	1.37155	41.2055	0	28.8427	32.2971
-1.9621	12.9155	1.37155	41.5221	0	31.6368	33.0235
-1.169	12.9155	1.37155	41.787	0	33.6683	33.6472
-0.375898	12.9155	1.37155	42.0069	30.0658	34.9637	34.2042
0.417206	12.9155	1.37155	42.1756	32.5245	35.8094	34.7077
1.21031	12.9155	1.37155	42.2809	34.3572	36.4603	35.1801
2.00341	12.9155	1.37155	42.3431	35.521	37.0185	35.6188
2.79652	12.9155	1.37155	42.3786	36.2955	37.4731	36.0313
3.58962	12.9155	1.37155	42.3956	36.9219	37.9026	36.4062
4.38272	12.9155	1.37155	42.3948	37.4369	38.33	36.7688
5.17583	12.9155	1.37155	42.3706	37.9018	38.7303	37.0495
5.96893	12.9155	1.37155	42.3144	38.3235	39.0296	37.3777
6.76203	12.9155	1.37155	42.2406	38.7258	39.3654	37.6477
7.55514	12.9155	1.37155	42.116	39.0564	39.5526	37.8927
8.34824	12.9155	1.37155	41.8727	39.4165	39.7249	38.0999
9.14134	12.9155	1.37155	41.4191	39.6476	39.8529	38.2728
9.93445	12.9155	1.37155	40.5657	39.7629	39.9775	38.3839
10.7276	12.9155	1.37155	38.7064	39.7625	39.9423	38.3972
11.5207	12.9155	1.37155	35.4349	39.6574	39.962	38.2842
12.3138	12.9155	1.37155	30.4159	39.2547	39.8894	38.1097
13.1069	12.9155	1.37155	5.2254	38.0352	39.6739	37.7921
13.9	12.9155	1.37155	-156.721	36.2894	39.2081	37.3868
14.6931	12.9155	1.37155	0	34.3804	38.0865	36.6264
15.4862	12.9155	1.37155	0	31.6243	35.5682	34.9328
16.2793	12.9155	1.37155	0	23.6977	27.724	27.9494
17.0724	12.9155	1.37155	0	0	0	0
17.8655	12.9155	1.37155	0	0	0	0
-5.12336	13.2194	1.32407	40.0468	0	0	0
-4.33026	13.2194	1.32407	40.4611	0	0	30.1178
-3.53715	13.2194	1.32407	40.8475	0	0	31.3806
-2.74405	13.2194	1.32407	41.2042	0	28.9061	32.2572
-1.95094	13.2194	1.32407	41.5186	0	31.6976	32.9808
-1.15784	13.2194	1.32407	41.7811	0	33.7199	33.6025
-0.364738	13.2194	1.32407	41.9991	30.1278	35.0059	34.1581
0.428365	13.2194	1.32407	42.1656	32.5838	35.842	34.6605
1.22147	13.2194	1.32407	42.2694	34.4052	36.4877	35.1317
2.01457	13.2194	1.32407	42.3306	35.5607	37.0423	35.5693
2.80768	13.2194	1.32407	42.3655	36.3273	37.4954	35.9806
3.60078	13.2194	1.32407	42.3821	36.9493	37.9236	36.3541
4.39388	13.2194	1.32407	42.3809	37.4619	38.3496	36.7153
5.18699	13.2194	1.32407	42.3561	37.9253	38.7492	36.9942
5.98009	13.2194	1.32407	42.2993	38.3458	39.0454	37.321
6.77319	13.2194	1.32407	42.2251	38.7468	39.3805	37.5895
7.5663	13.2194	1.32407	42.0997	39.0763	39.5644	37.8328
8.3594	13.2194	1.32407	41.8549	39.433	39.736	38.0385
9.1525	13.2194	1.32407	41.3993	39.6624	39.862	38.2099
9.94561	13.2194	1.32407	40.5444	39.7757	39.9846	38.3196
10.7387	13.2194	1.32407	38.6822	39.774	39.9476	38.332
11.5318	13.2194	1.32407	35.3165	39.6719	39.9705	38.2192
12.3249	13.2194	1.32407	30.2974	39.2728	39.8981	38.0456
13.118	13.2194	1.32407	4.48925	38.061	39.6843	37.7293
13.9111	13.2194	1.32407	-161.293	36.3173	39.2224	37.325
14.7042	13.2194	1.32407	0	34.4086	38.1083	36.5659
15.4973	13.2194	1.32407	0	31.6523	35.5945	34.8734
16.2904	13.2194	1.32407	0	23.7254	27.7522	27.8909
17.0835	13.2194	1.32407	0	0	0	0
17.8766	13.2194	1.32407	0	0	0	0
-5.11277	13.5305	1.28127	40.0436	0	0	0
-4.31967	13.5305	1.28127	40.4569	0	0	30.0739
-3.52657	13.5305	1.28127	40.8424	0	0	31.3351
-2.73346	13.5305	1.28127	41.1978	0	28.9608	32.2083
-1.94036	13.5305	1.28127	41.5103	0	31.7498	32.9294
-1.14726	13.5305	1.28127	41.7707	0	33.7631	33.5494
-0.354154	13.5305	1.28127	41.9869	30.1812	35.0406	34.1038
0.438949	13.5305	1.28127	42.1515	32.6345	35.868	34.6051
1.23205	13.5305	1.28127	42.2539	34.4451	36.5091	35.0754
2.02516	13.5305	1.28127	42.3143	35.593	37.0605	35.5119
2.81826	13.5305	1.28127	42.3488	36.3527	37.5122	35.9221
3.61136	13.5305	1.28127	42.3649	36.9707	37.9392	36.2944
4.40447	13.5305	1.28127	42.3632	37.4812	38.3638	36.6543
5.19757	13.5305	1.28127	42.3379	37.9433	38.7626	36.9318
5.99067	13.5305	1.28127	42.2804	38.3626	39.0561	37.2573
6.78378	13.5305	1.28127	42.2058	38.7625	39.3908	37.5244
7.57688	13.5305	1.28127	42.0796	39.091	39.5719	37.7663
8.36998	13.5305	1.28127	41.8332	39.4447	39.7429	37.9706
9.16309	13.5305	1.28127	41.3756	39.6724	39.8672	38.1407
9.95619	13.5305	1.28127	40.5191	39.784	39.9875	38.2493
10.7493	13.5305	1.28127	38.6545	39.7814	39.9494	38.261
11.5424	13.5305	1.28127	35.1921	39.682	39.9754	38.1484
12.3355	13.5305	1.28127	30.1724	39.2866	39.9028	37.9756
13.1286	13.5305	1.28127	3.73209	38.0821	39.6908	37.6604
13.9217	13.5305	1.28127	-165.976	36.3404	39.2324	37.257
14.7148	13.5305	1.28127	0	34.4319	38.1256	36.499
15.5079	13.5305	1.28127	0	31.6754	35.6161	34.8076
16.301	13.5305	1.28127	0	23.7484	27.7756	27.826
17.0941	13.5305	1.28127	0	0	0	0
17.8872	13.5305	1.28127	0	0	0	0
-5.10343	13.8489	1.24732	40.0388	0	0	0
-4.31033	13.8489	1.24732	40.4513	0	0	30.0301
-3.51723	13.8489	1.24732	40.8359	0	0	31.2901
-2.72412	13.8489	1.24732	41.1901	0	29.0083	32.1604
-1.93102	13.8489	1.24732	41.5009	0	31.7951	32.8794
-1.13791	13.8489	1.24732	41.7592	0	33.8004	33.498
-0.344812	13.8489	1.24732	41.9739	30.2275	35.0704	34.0513
0.448292	13.8489	1.24732	42.1366	32.6784	35.8905	34.5516
1.2414	13.8489	1.24732	42.2377	34.4796	36.5278	35.021
2.0345	13.8489	1.24732	42.2973	35.6207	37.0764	35.4567
