log(E / eV)	log(z / pc)	t / yr	 logQ
6	1	0	49.7744
6.11111	1	0	50.0424
6.22222	1	0	50.1997
6.33333	1	0	50.2713
6.44444	1	0	50.2766
6.55556	1	0	50.2306
6.66667	1	0	50.1447
6.77778	1	0	50.0281
6.88889	1	0	49.8877
7	1	0	49.7287
7.11111	1	0	49.5555
7.22222	1	0	49.3713
7.33333	1	0	49.1784
7.44444	1	0	48.979
7.55556	1	0	48.7744
7.66667	1	0	48.5658
7.77778	1	0	48.3541
7.88889	1	0	48.1401
8	1	0	47.9242
8.11111	1	0	47.7069
8.22222	1	0	47.4884
8.33333	1	0	47.2691
8.44444	1	0	47.0492
8.55556	1	0	46.8287
8.66667	1	0	46.6079
8.77778	1	0	46.3867
8.88889	1	0	46.1653
9	1	0	45.9437
9.11111	1	0	45.722
9.22222	1	0	45.5001
9.33333	1	0	45.2782
9.44444	1	0	45.0562
9.55556	1	0	44.8342
9.66667	1	0	44.6121
9.77778	1	0	44.39
9.88889	1	0	44.1678
10	1	0	43.9457
10.1111	1	0	43.7235
10.2222	1	0	43.5013
10.3333	1	0	43.2791
10.4444	1	0	43.0569
10.5556	1	0	42.8347
10.6667	1	0	42.6124
10.7778	1	0	42.3902
10.8889	1	0	42.168
11	1	0	41.9457
11.1111	1	0	41.7235
11.2222	1	0	41.5012
11.3333	1	0	41.2789
11.4444	1	0	41.0566
11.5556	1	0	40.8343
11.6667	1	0	40.6119
11.7778	1	0	40.3895
11.8889	1	0	40.167
12	1	0	39.9445
12.1111	1	0	39.7218
12.2222	1	0	39.4991
12.3333	1	0	39.2762
12.4444	1	0	39.0531
12.5556	1	0	38.8297
12.6667	1	0	38.606
12.7778	1	0	38.3819
12.8889	1	0	38.1572
13	1	0	37.9318
13.1111	1	0	37.7055
13.2222	1	0	37.478
13.3333	1	0	37.2489
13.4444	1	0	37.0179
13.5556	1	0	36.7842
13.6667	1	0	36.5473
13.7778	1	0	36.306
13.8889	1	0	36.0592
14	1	0	35.8052
14.1111	1	0	35.542
14.2222	1	0	35.2668
14.3333	1	0	34.9762
14.4444	1	0	34.6657
14.5556	1	0	34.3293
14.6667	1	0	33.9598
14.7778	1	0	33.5472
14.8889	1	0	33.0792
15	1	0	32.5395
15.1111	1	0	31.9072
15.2222	1	0	31.1554
15.3333	1	0	30.2492
15.4444	1	0	29.1436
15.5556	1	0	27.7805
15.6667	1	0	26.0847
15.7778	1	0	23.9592
15.8889	1	0	21.2789
16	1	0	17.882
16.1111	1	0	13.5594
16.2222	1	0	8.04139
16.3333	1	0	0.979403
16.4444	1	0	-8.07672
16.5556	1	0	-19.7084
16.6667	1	0	-34.6664
16.7778	1	0	-53.9207
16.8889	1	0	-78.7238
17	1	0	-110.693
6	1.01426	0.161656	49.0151
6.11111	1.01426	0.161656	49.2831
6.22222	1.01426	0.161656	49.4404
6.33333	1.01426	0.161656	49.512
6.44444	1.01426	0.161656	49.5173
6.55556	1.01426	0.161656	49.4713
6.66667	1.01426	0.161656	49.3854
6.77778	1.01426	0.161656	49.2688
6.88889	1.01426	0.161656	49.1284
7	1.01426	0.161656	48.9695
7.11111	1.01426	0.161656	48.7963
7.22222	1.01426	0.161656	48.612
7.33333	1.01426	0.161656	48.4192
7.44444	1.01426	0.161656	48.2197
7.55556	1.01426	0.161656	48.0151
7.66667	1.01426	0.161656	47.8065
7.77778	1.01426	0.161656	47.5948
7.88889	1.01426	0.161656	47.3808
8	1.01426	0.161656	47.1649
8.11111	1.01426	0.161656	46.9476
8.22222	1.01426	0.161656	46.7291
8.33333	1.01426	0.161656	46.5099
8.44444	1.01426	0.161656	46.2899
8.55556	1.01426	0.161656	46.0695
8.66667	1.01426	0.161656	45.8486
8.77778	1.01426	0.161656	45.6274
8.88889	1.01426	0.161656	45.406
9	1.01426	0.161656	45.1844
9.11111	1.01426	0.161656	44.9627
9.22222	1.01426	0.161656	44.7409
9.33333	1.01426	0.161656	44.5189
9.44444	1.01426	0.161656	44.2969
9.55556	1.01426	0.161656	44.0749
9.66667	1.01426	0.161656	43.8528
9.77778	1.01426	0.161656	43.6307
9.88889	1.01426	0.161656	43.4085
10	1.01426	0.161656	43.1864
10.1111	1.01426	0.161656	42.9642
10.2222	1.01426	0.161656	42.742
10.3333	1.01426	0.161656	42.5198
10.4444	1.01426	0.161656	42.2976
10.5556	1.01426	0.161656	42.0754
10.6667	1.01426	0.161656	41.8532
10.7778	1.01426	0.161656	41.6309
10.8889	1.01426	0.161656	41.4087
11	1.01426	0.161656	41.1864
11.1111	1.01426	0.161656	40.9642
11.2222	1.01426	0.161656	40.7419
11.3333	1.01426	0.161656	40.5196
11.4444	1.01426	0.161656	40.2973
11.5556	1.01426	0.161656	40.075
11.6667	1.01426	0.161656	39.8526
11.7778	1.01426	0.161656	39.6302
11.8889	1.01426	0.161656	39.4077
12	1.01426	0.161656	39.1852
12.1111	1.01426	0.161656	38.9626
12.2222	1.01426	0.161656	38.7398
12.3333	1.01426	0.161656	38.5169
12.4444	1.01426	0.161656	38.2938
12.5556	1.01426	0.161656	38.0704
12.6667	1.01426	0.161656	37.8467
12.7778	1.01426	0.161656	37.6226
12.8889	1.01426	0.161656	37.3979
13	1.01426	0.161656	37.1725
13.1111	1.01426	0.161656	36.9462
