log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
5.61616	10	0	40.2019	34.6025	35.4498	34.3183
5.84848	10	0	40.14	34.7088	35.5944	34.4404
6.08081	10	0	40.1042	34.8565	35.6644	34.5605
6.31313	10	0	40.0572	34.9814	35.8269	34.6798
6.54545	10	0	39.9676	35.0855	35.9018	34.7991
6.77778	10	0	39.8852	35.2162	36.0418	34.9129
7.0101	10	0	39.8256	35.3025	36.1024	35.025
7.24242	10	0	39.7121	35.4365	36.2809	35.1454
7.47475	10	0	39.54	35.5179	36.3553	35.2527
7.70707	10	0	39.3896	35.6554	36.4991	35.3511
7.93939	10	0	39.2204	35.7991	36.6146	35.4566
8.17172	10	0	38.9436	35.8436	36.7667	35.5602
8.40404	10	0	38.5746	35.9949	36.8848	35.6601
8.63636	10	0	38.256	36.0616	36.973	35.7503
8.86869	10	0	37.9099	36.1712	37.0815	35.8452
9.10101	10	0	37.4299	36.2193	37.2072	35.9286
9.33333	10	0	36.8505	36.3298	37.2996	36.0217
9.56566	10	0	36.2871	36.3274	37.4371	36.1043
9.79798	10	0	35.6533	36.4089	37.539	36.1863
10.0303	10	0	34.735	36.4286	37.6474	36.2649
10.2626	10	0	33.3249	36.492	37.7512	36.3247
10.4949	10	0	32.0023	36.5445	37.8875	36.4079
10.7273	10	0	29.9562	36.4682	37.8445	36.4469
10.9596	10	0	27.8838	36.4853	38.0121	36.4852
11.1919	10	0	25.3557	36.1714	38.0716	36.5282
11.4242	10	0	20.8303	35.9169	38.094	36.5068
11.6566	10	0	12.8847	36.0387	38.0904	36.5052
11.8889	10	0	-0.900264	35.7275	38.0839	36.4723
12.1212	10	0	-24.6552	35.89	37.8679	36.482
12.3535	10	0	-65.4325	35.5876	37.9879	36.3641
12.5859	10	0	-135.273	35.9983	37.6355	36.1964
12.8182	10	0	-254.734	34.0602	37.6269	36.0593
13.0505	10	0	0	33.564	37.2304	35.9394
13.2828	10	0	0	33.5373	37.218	35.7957
13.5152	10	0	0	33.0033	36.7584	35.5129
13.7475	10	0	0	33.0338	36.77	35.3143
13.9798	10	0	0	32.6736	36.2872	34.9087
14.2121	10	0	0	30.4708	34.4766	34.4286
14.4444	10	0	0	30.1649	34.1784	34.1531
14.6768	10	0	0	29.1704	33.1927	33.2743
14.9091	10	0	0	28.5546	32.5812	32.6908
15.1414	10	0	0	27.3898	31.4185	31.5506
15.3737	10	0	0	26.4751	30.498	30.3364
15.6061	10	0	0	18.6449	22.6925	24.411
15.8384	10	0	0	0	0	0
16.0707	10	0	0	0	0	0
16.303	10	0	0	0	0	0
16.5354	10	0	0	0	0	0
16.7677	10	0	0	0	0	0
17	10	0	0	0	0	0
-5.45569	10.3339	0.161656	38.3109	0	0	0
-5.22337	10.3339	0.161656	38.4334	0	0	27.2171
-4.99104	10.3339	0.161656	38.5478	0	0	27.8233
-4.75872	10.3339	0.161656	38.6708	0	0	28.3127
-4.5264	10.3339	0.161656	38.7967	0	0	28.7561
-4.29407	10.3339	0.161656	38.9101	0	0	29.1697
-4.06175	10.3339	0.161656	39.0234	0	0	29.5574
-3.82943	10.3339	0.161656	39.1462	0	0	29.8954
-3.5971	10.3339	0.161656	39.2613	0	0	30.205
-3.36478	10.3339	0.161656	39.3694	0	0	30.4991
-3.13246	10.3339	0.161656	39.4892	0	26.0339	30.7878
-2.90013	10.3339	0.161656	39.6125	0	27.2012	31.0141
-2.66781	10.3339	0.161656	39.7257	0	28.0411	31.2484
-2.43549	10.3339	0.161656	39.8417	0	28.7971	31.476
-2.20316	10.3339	0.161656	39.9653	0	29.5119	31.6778
-1.97084	10.3339	0.161656	40.0786	0	30.1973	31.8743
-1.73852	10.3339	0.161656	40.1859	0	30.853	32.061
-1.50619	10.3339	0.161656	40.3045	0	31.4692	32.2574
-1.27387	10.3339	0.161656	40.4229	0	32.0288	32.42
-1.04155	10.3339	0.161656	40.5308	24.305	32.5141	32.5869
-0.809224	10.3339	0.161656	40.644	27.2273	32.9311	32.7577
-0.576901	10.3339	0.161656	40.764	28.1063	33.3104	32.9104
-0.344578	10.3339	0.161656	40.8705	28.8673	33.6646	33.0649
-0.112255	10.3339	0.161656	40.9691	29.5815	33.9891	33.2271
0.120069	10.3339	0.161656	41.0748	30.2674	34.281	33.386
0.352392	10.3339	0.161656	41.1713	30.9278	34.543	33.5316
0.584715	10.3339	0.161656	41.2491	31.5555	34.7886	33.6784
0.817038	10.3339	0.161656	41.3287	32.1353	35.0165	33.8309
1.04936	10.3339	0.161656	41.4127	32.6474	35.2085	33.965
1.28168	10.3339	0.161656	41.4759	33.0856	35.3799	34.1211
1.51401	10.3339	0.161656	41.5258	33.4749	35.5695	34.2522
1.74633	10.3339	0.161656	41.5841	33.8382	35.7333	34.3964
1.97865	10.3339	0.161656	41.6288	34.174	35.8695	34.5302
2.21098	10.3339	0.161656	41.6444	34.4776	36.0096	34.6667
2.4433	10.3339	0.161656	41.6624	34.7477	36.1706	34.8101
2.67562	10.3339	0.161656	41.6946	34.9994	36.3029	34.9394
2.90795	10.3339	0.161656	41.705	35.2344	36.4083	35.0701
3.14027	10.3339	0.161656	41.7032	35.4411	36.5561	35.205
3.37259	10.3339	0.161656	41.7261	35.61	36.691	35.3368
3.60492	10.3339	0.161656	41.7442	35.7999	36.7685	35.4641
3.83724	10.3339	0.161656	41.7326	35.9729	36.9094	35.5891
4.06956	10.3339	0.161656	41.7271	36.1126	37.0656	35.7228
4.30189	10.3339	0.161656	41.7375	36.2629	37.1601	35.8182
4.53421	10.3339	0.161656	41.721	36.418	37.2663	35.9623
4.76653	10.3339	0.161656	41.6904	36.5551	37.4191	36.0859
4.99886	10.3339	0.161656	41.6904	36.6476	37.5094	36.2094
5.23118	10.3339	0.161656	41.6892	36.7867	37.6456	36.3312
5.4635	10.3339	0.161656	41.6636	36.9329	37.7339	36.4589
5.69583	10.3339	0.161656	41.6482	37.0635	37.8923	36.5691
5.92815	10.3339	0.161656	41.6419	37.1585	38.0204	36.6872
6.16047	10.3339	0.161656	41.5985	37.2974	38.1146	36.8019
6.3928	10.3339	0.161656	41.534	37.4382	38.2795	36.914
6.62512	10.3339	0.161656	41.4973	37.5199	38.3627	37.0219
6.85744	10.3339	0.161656	41.4467	37.6658	38.5021	37.1318
7.08977	10.3339	0.161656	41.3542	37.7779	38.5718	37.2386
7.32209	10.3339	0.161656	41.2734	37.8884	38.7461	37.3451
7.55441	10.3339	0.161656	41.2119	37.9974	38.7857	37.4417
7.78674	10.3339	0.161656	41.0936	38.1218	38.9455	37.5566
8.01906	10.3339	0.161656	40.92	38.273	39.0493	37.6526
8.25138	10.3339	0.161656	40.7712	38.3228	39.215	37.7352
8.48371	10.3339	0.161656	40.5972	38.4905	39.2351	37.8425
8.71603	10.3339	0.161656	40.3121	38.5574	39.4217	37.93
8.94835	10.3339	0.161656	39.9429	38.697	39.4793	38.0232
9.18067	10.3339	0.161656	39.6263	38.7488	39.5921	38.1027
9.413	10.3339	0.161656	39.2752	38.9195	39.6613	38.188
9.64532	10.3339	0.161656	38.7842	38.9467	39.7841	38.2564
9.87764	10.3339	0.161656	38.2065	39.0888	39.8088	38.3327
10.11	10.3339	0.161656	37.6394	39.1759	39.8634	38.4021
10.3423	10.3339	0.161656	36.9995	39.212	39.9492	38.4638
10.5746	10.3339	0.161656	36.0493	39.2789	40.0581	38.5026
10.8069	10.3339	0.161656	34.6299	39.3175	39.9735	38.5232
11.0393	10.3339	0.161656	33.2956	39.2682	40.0348	38.5708
11.2716	10.3339	0.161656	31.1927	39.3186	40.0327	38.555
11.5039	10.3339	0.161656	29.1564	39.0968	40.0909	38.5034
11.7362	10.3339	0.161656	26.5359	39.1411	39.9917	38.4886
11.9686	10.3339	0.161656	21.8491	38.795	39.9628	38.3669
12.2009	10.3339	0.161656	13.6279	38.813	40.0123	38.3026
12.4332	10.3339	0.161656	-0.62778	38.3931	39.8492	38.205
12.6655	10.3339	0.161656	-25.1863	38.4766	39.742	38.1795
12.8978	10.3339	0.161656	-67.3355	38.0994	39.7268	38.0177
13.1302	10.3339	0.161656	-139.518	38.3387	39.5196	37.8142
13.3625	10.3339	0.161656	-262.978	36.5717	39.4585	37.6745
13.5948	10.3339	0.161656	0	36.0688	39.1863	37.548
13.8271	10.3339	0.161656	0	36.0372	39.0822	37.3987
14.0595	10.3339	0.161656	0	35.5005	38.8164	37.1127
14.2918	10.3339	0.161656	0	35.5282	38.7331	36.9112
14.5241	10.3339	0.161656	0	35.1628	37.9569	36.5042
14.7564	10.3339	0.161656	0	32.9675	36.901	36.0261
14.9888	10.3339	0.161656	0	32.6604	36.6158	35.7502
15.2211	10.3339	0.161656	0	31.665	35.6472	34.8713
15.4534	10.3339	0.161656	0	31.0488	35.0469	34.2877
15.6857	10.3339	0.161656	0	29.8842	33.891	33.1475
15.918	10.3339	0.161656	0	28.9701	32.961	31.933
16.1504	10.3339	0.161656	0	21.1416	25.2007	26.0085
16.3827	10.3339	0.161656	0	0	0	0
16.615	10.3339	0.161656	0	0	0	0
16.8473	10.3339	0.161656	0	0	0	0
17.0797	10.3339	0.161656	0	0	0	0
17.312	10.3339	0.161656	0	0	0	0
17.5443	10.3339	0.161656	0	0	0	0
-5.31553	10.679	0.174684	38.6837	0	0	0
-5.0832	10.679	0.174684	38.8047	0	0	27.6116
-4.85088	10.679	0.174684	38.9184	0	0	28.2136
-4.61856	10.679	0.174684	39.0417	0	0	28.6982
-4.38623	10.679	0.174684	39.1667	0	0	29.1359
-4.15391	10.679	0.174684	39.2792	0	0	29.5402
-3.92159	10.679	0.174684	39.3929	0	0	29.9127
-3.68926	10.679	0.174684	39.5156	0	0	30.2314
-3.45694	10.679	0.174684	39.6296	0	0	30.5166
-3.22462	10.679	0.174684	39.7378	0	0	30.79
-2.99229	10.679	0.174684	39.8581	0	27.0952	31.0614
-2.75997	10.679	0.174684	39.9805	0	28.2513	31.2743
-2.52765	10.679	0.174684	40.0929	0	29.0809	31.4964
-2.29532	10.679	0.174684	40.2089	0	29.8266	31.7132
-2.063	10.679	0.174684	40.3314	0	30.53	31.9071
-1.83068	10.679	0.174684	40.4424	0	31.2002	32.0967
-1.59835	10.679	0.174684	40.5479	0	31.8337	32.2777
-1.36603	10.679	0.174684	40.6642	0	32.4158	32.4683
-1.13371	10.679	0.174684	40.778	0	32.9273	32.6275
-0.901385	10.679	0.174684	40.8799	25.3398	33.361	32.7909
-0.669062	10.679	0.174684	40.9867	28.2582	33.7419	32.9585
-0.436738	10.679	0.174684	41.0981	29.1327	34.0927	33.1088
-0.204415	10.679	0.174684	41.1924	29.8885	34.4119	33.261
0.0279082	10.679	0.174684	41.277	30.5956	34.6935	33.4205
0.260231	10.679	0.174684	41.3684	31.2708	34.9399	33.577
0.492555	10.679	0.174684	41.4479	31.9139	35.1655	33.7206
0.724878	10.679	0.174684	41.5055	32.5139	35.3839	33.8654
0.957201	10.679	0.174684	41.5662	33.0514	35.5788	34.0155
1.18952	10.679	0.174684	41.634	33.5113	35.7419	34.1478
1.42185	10.679	0.174684	41.6806	33.9072	35.9065	34.3015
1.65417	10.679	0.174684	41.7146	34.2673	36.0869	34.4301
1.88649	10.679	0.174684	41.7605	34.5988	36.2262	34.5717
2.11882	10.679	0.174684	41.7936	34.8945	36.3562	34.7029
2.35114	10.679	0.174684	41.7977	35.1523	36.5009	34.8365
2.58346	10.679	0.174684	41.8073	35.3811	36.6456	34.9771
2.81579	10.679	0.174684	41.833	35.6045	36.7629	35.1033
3.04811	10.679	0.174684	41.8368	35.8088	36.8816	35.2311
3.28043	10.679	0.174684	41.8309	35.9824	37.0316	35.3629
3.51276	10.679	0.174684	41.8517	36.1412	37.1475	35.4916
3.74508	10.679	0.174684	41.8659	36.3225	37.2354	35.6155
3.9774	10.679	0.174684	41.8512	36.4727	37.3894	35.7375
4.20973	10.679	0.174684	41.8455	36.5958	37.5248	35.8694
4.44205	10.679	0.174684	41.8542	36.755	37.6181	35.9582
4.67437	10.679	0.174684	41.8348	36.905	37.7344	36.1003
4.9067	10.679	0.174684	41.8042	37.0222	37.8861	36.2179
5.13902	10.679	0.174684	41.8052	37.1245	37.9535	36.3405
5.37134	10.679	0.174684	41.8021	37.266	38.0935	36.4577
5.60367	10.679	0.174684	41.7755	37.3906	38.2197	36.5793
5.83599	10.679	0.174684	41.7615	37.5195	38.3532	36.6846
6.06831	10.679	0.174684	41.7538	37.6328	38.481	36.7987
6.30064	10.679	0.174684	41.7076	37.7624	38.5824	36.9084
6.53296	10.679	0.174684	41.6438	37.8967	38.7454	37.0151
6.76528	10.679	0.174684	41.6082	37.9761	38.8026	37.1176
6.99761	10.679	0.174684	41.5548	38.133	38.9495	37.2238
7.22993	10.679	0.174684	41.4608	38.2417	39.0415	37.325
7.46225	10.679	0.174684	41.3826	38.3312	39.2021	37.4291
7.69457	10.679	0.174684	41.3195	38.4817	39.2342	37.5194
7.9269	10.679	0.174684	41.1966	38.5826	39.4106	37.6306
8.15922	10.679	0.174684	41.0223	38.726	39.4843	37.721
8.39154	10.679	0.174684	40.875	38.7858	39.617	37.7962
8.62387	10.679	0.174684	40.6962	38.9601	39.6579	37.9017
8.85619	10.679	0.174684	40.403	38.9994	39.8181	37.9807
9.08851	10.679	0.174684	40.0345	39.1455	39.8306	38.0691
9.32084	10.679	0.174684	39.7194	39.2223	39.9108	38.1419
9.55316	10.679	0.174684	39.3629	39.3821	39.991	38.2177
9.78548	10.679	0.174684	38.8612	39.4007	40.1084	38.2774
10.0178	10.679	0.174684	38.2857	39.5649	40.0705	38.3438
10.2501	10.679	0.174684	37.7146	39.6212	40.144	38.4037
10.4825	10.679	0.174684	37.0676	39.6516	40.2012	38.4514
10.7148	10.679	0.174684	36.0844	39.711	40.2977	38.4739
10.9471	10.679	0.174684	34.6602	39.6889	40.1717	38.4797
11.1794	10.679	0.174684	33.3085	39.6903	40.245	38.5123
11.4117	10.679	0.174684	31.1526	39.7123	40.1873	38.4805
11.6441	10.679	0.174684	29.1485	39.4933	40.2458	38.4142
11.8764	10.679	0.174684	26.4317	39.5259	40.1717	38.3914
12.1087	10.679	0.174684	21.578	39.1818	40.1539	38.2669
12.341	10.679	0.174684	13.0719	39.1881	40.1004	38.197
12.5734	10.679	0.174684	-1.67006	38.7694	40.0678	38.1043
12.8057	10.679	0.174684	-27.059	38.8428	39.9258	38.0731
13.038	10.679	0.174684	-70.6259	38.4601	39.8528	37.9162
13.2703	10.679	0.174684	-145.229	38.6337	39.7638	37.7119
13.5027	10.679	0.174684	-272.822	36.9775	39.6346	37.5844
13.735	10.679	0.174684	0	36.4773	39.4282	37.4606
13.9673	10.679	0.174684	0	36.4474	39.2737	37.3096
14.1996	10.679	0.174684	0	35.9133	39.0982	37.0261
14.4319	10.679	0.174684	0	35.9429	38.9707	36.822
14.6643	10.679	0.174684	0	35.5781	38.1348	36.4163
14.8966	10.679	0.174684	0	33.3885	37.2857	35.9448
15.1289	10.679	0.174684	0	33.0826	37.0014	35.6688
15.3612	10.679	0.174684	0	32.088	36.0366	34.7902
15.5936	10.679	0.174684	0	31.472	35.4376	34.2067
15.8259	10.679	0.174684	0	30.3071	34.2813	33.0666
16.0582	10.679	0.174684	0	29.3922	33.3431	31.8512
16.2905	10.679	0.174684	0	21.5627	25.6042	25.9294
16.5229	10.679	0.174684	0	0	0	0
16.7552	10.679	0.174684	0	0	0	0
16.9875	10.679	0.174684	0	0	0	0
17.2198	10.679	0.174684	0	0	0	0
17.4522	10.679	0.174684	0	0	0	0
17.6845	10.679	0.174684	0	0	0	0
-5.2677	11.0356	0.212753	38.8518	0	0	0
-5.03537	11.0356	0.212753	38.9716	0	0	27.8484
-4.80305	11.0356	0.212753	39.0852	0	0	28.4487
-4.57073	11.0356	0.212753	39.2089	0	0	28.9313
-4.3384	11.0356	0.212753	39.3332	0	0	29.3667
-4.10608	11.0356	0.212753	39.445	0	0	29.767
-3.87376	11.0356	0.212753	39.5591	0	0	30.1324
-3.64143	11.0356	0.212753	39.6817	0	0	30.4427
-3.40911	11.0356	0.212753	39.7947	0	0	30.7171
-3.17679	11.0356	0.212753	39.903	0	0	30.9811
-2.94446	11.0356	0.212753	40.0237	0	27.5355	31.2444
-2.71214	11.0356	0.212753	40.1452	0	28.6881	31.4512
-2.47982	11.0356	0.212753	40.2567	0	29.5142	31.6678
-2.24749	11.0356	0.212753	40.3726	0	30.2564	31.8793
-2.01517	11.0356	0.212753	40.4938	0	30.9554	32.0696
-1.78285	11.0356	0.212753	40.6026	0	31.6195	32.2558
-1.55052	11.0356	0.212753	40.7065	0	32.2438	32.4342
-1.3182	11.0356	0.212753	40.8211	0	32.8119	32.6219
-1.08588	11.0356	0.212753	40.9313	0	33.3049	32.7793
-0.853554	11.0356	0.212753	41.0294	25.773	33.7217	32.941
-0.621231	11.0356	0.212753	41.1328	28.6899	34.0909	33.1068
-0.388907	11.0356	0.212753	41.2394	29.5626	34.4294	33.2559
-0.156584	11.0356	0.212753	41.3275	30.3162	34.7326	33.4068
0.075739	11.0356	0.212753	41.4063	31.0204	34.9952	33.5648
0.308062	11.0356	0.212753	41.4923	31.6911	35.2228	33.72
0.540385	11.0356	0.212753	41.5649	32.3268	35.4351	33.8624
0.772709	11.0356	0.212753	41.6155	32.9151	35.6424	34.0059
1.00503	11.0356	0.212753	41.6711	33.4356	35.8244	34.1546
1.23736	11.0356	0.212753	41.7338	33.8773	35.9788	34.2858
1.46968	11.0356	0.212753	41.7748	34.26	36.1422	34.438
1.702	11.0356	0.212753	41.8049	34.6085	36.316	34.5653
1.93432	11.0356	0.212753	41.8481	34.9255	36.4473	34.7053
2.16665	11.0356	0.212753	41.8768	35.2033	36.5792	34.8351
2.39897	11.0356	0.212753	41.8775	35.4415	36.7228	34.9674
2.63129	11.0356	0.212753	41.8864	35.6547	36.8594	35.1065
2.86362	11.0356	0.212753	41.9102	35.8671	36.9742	35.2312
3.09594	11.0356	0.212753	41.9112	36.059	37.0993	35.3577
3.32826	11.0356	0.212753	41.9052	36.2211	37.2464	35.4881
3.56059	11.0356	0.212753	41.9265	36.3791	37.3555	35.6153
3.79291	11.0356	0.212753	41.9384	36.5544	37.4521	35.7376
4.02523	11.0356	0.212753	41.9223	36.6955	37.6072	35.8579
4.25756	11.0356	0.212753	41.918	36.8164	37.7322	35.9892
4.48988	11.0356	0.212753	41.9256	36.9784	37.8307	36.0747
4.7222	11.0356	0.212753	41.9041	37.1228	37.95	36.2159
4.95453	11.0356	0.212753	41.8745	37.234	38.095	36.3306
5.18685	11.0356	0.212753	41.8767	37.345	38.1604	36.4528
5.41917	11.0356	0.212753	41.8719	37.4838	38.3048	36.568
5.6515	11.0356	0.212753	41.8447	37.5987	38.4382	36.6868
5.88382	11.0356	0.212753	41.8323	37.7299	38.5607	36.7903
6.11614	11.0356	0.212753	41.823	37.8507	38.691	36.9025
6.34847	11.0356	0.212753	41.7744	37.9729	38.7949	37.0102
6.58079	11.0356	0.212753	41.7115	38.1046	38.9542	37.1146
6.81311	11.0356	0.212753	41.6768	38.1903	39.0045	37.2149
7.04544	11.0356	0.212753	41.6207	38.3449	39.1574	37.3193
7.27776	11.0356	0.212753	41.5255	38.4522	39.2474	37.418
7.51008	11.0356	0.212753	41.4499	38.5393	39.4007	37.5208
7.74241	11.0356	0.212753	41.3848	38.6995	39.4337	37.6082
7.97473	11.0356	0.212753	41.2573	38.79	39.609	37.7176
8.20705	11.0356	0.212753	41.0828	38.932	39.6676	37.8052
8.43938	11.0356	0.212753	40.9368	38.998	39.7883	37.8769
8.6717	11.0356	0.212753	40.7527	39.1701	39.8393	37.9808
8.90402	11.0356	0.212753	40.4514	39.2009	39.9892	38.0562
9.13635	11.0356	0.212753	40.0845	39.3539	39.9832	38.1418
9.36867	11.0356	0.212753	39.7704	39.43	40.0626	38.2111
9.60099	11.0356	0.212753	39.408	39.5832	40.1406	38.2829
9.83331	11.0356	0.212753	38.8958	39.6023	40.2535	38.3384
10.0656	11.0356	0.212753	38.323	39.7668	40.2007	38.4006
10.298	11.0356	0.212753	37.7477	39.8069	40.2768	38.4563
10.5303	11.0356	0.212753	37.0925	39.8393	40.3239	38.4988
10.7626	11.0356	0.212753	36.0752	39.8924	40.4074	38.5159
10.9949	11.0356	0.212753	34.6505	39.8459	40.2873	38.517
11.2273	11.0356	0.212753	33.2758	39.87	40.3484	38.5448
11.4596	11.0356	0.212753	31.0722	39.8796	40.2777	38.5091
11.6919	11.0356	0.212753	29.0945	39.6658	40.3363	38.4404
11.9242	11.0356	0.212753	26.2777	39.6946	40.2865	38.4158
12.1565	11.0356	0.212753	21.2516	39.3552	40.264	38.2928
12.3889	11.0356	0.212753	12.4511	39.3583	40.1828	38.2222
12.6212	11.0356	0.212753	-2.79349	38.9425	40.1974	38.1326
12.8535	11.0356	0.212753	-29.0405	39.0128	40.0361	38.0998
13.0858	11.0356	0.212753	-74.0725	38.6294	39.9706	37.9459
13.3182	11.0356	0.212753	-151.177	38.7771	39.9067	37.7429
13.5505	11.0356	0.212753	-283.041	37.167	39.7468	37.6202
13.7828	11.0356	0.212753	0	36.6682	39.56	37.4982
14.0151	11.0356	0.212753	0	36.6391	39.3856	37.3463
14.2475	11.0356	0.212753	0	36.1059	39.239	37.0646
14.4798	11.0356	0.212753	0	36.136	39.0932	36.8589
14.7121	11.0356	0.212753	0	35.771	38.2574	36.4543
14.9444	11.0356	0.212753	0	33.5831	37.4636	35.9875
15.1767	11.0356	0.212753	0	33.2771	37.1799	35.7115
15.4091	11.0356	0.212753	0	32.2823	36.2171	34.8331
15.6414	11.0356	0.212753	0	31.6659	35.619	34.2496
15.8737	11.0356	0.212753	0	30.5006	34.4632	33.1096
16.106	11.0356	0.212753	0	29.5851	33.522	31.8933
16.3384	11.0356	0.212753	0	21.7551	25.7927	25.9744
16.5707	11.0356	0.212753	0	0	0	0
16.803	11.0356	0.212753	0	0	0	0
17.0353	11.0356	0.212753	0	0	0	0
17.2677	11.0356	0.212753	0	0	0	0
17.5	11.0356	0.212753	0	0	0	0
17.7323	11.0356	0.212753	0	0	0	0
-5.22661	11.404	0.236742	38.9415	0	0	0
-4.99429	11.404	0.236742	39.0603	0	0	27.9277
-4.76197	11.404	0.236742	39.1739	0	0	28.5269
-4.52964	11.404	0.236742	39.2981	0	0	29.0082
-4.29732	11.404	0.236742	39.4215	0	0	29.442
-4.065	11.404	0.236742	39.5327	0	0	29.8396
-3.83267	11.404	0.236742	39.6473	0	0	30.2
-3.60035	11.404	0.236742	39.7696	0	0	30.5045
-3.36803	11.404	0.236742	39.8817	0	0	30.7714
-3.1357	11.404	0.236742	39.99	0	0	31.0287
-2.90338	11.404	0.236742	40.1111	0	27.8471	31.2861
-2.67106	11.404	0.236742	40.2315	0	28.997	31.4885
-2.43873	11.404	0.236742	40.342	0	29.8204	31.701
-2.20641	11.404	0.236742	40.4578	0	30.5596	31.9088
-1.97409	11.404	0.236742	40.5777	0	31.2548	32.0962
-1.74176	11.404	0.236742	40.6843	0	31.9134	32.28
-1.50944	11.404	0.236742	40.7869	0	32.5292	32.4563
-1.27712	11.404	0.236742	40.9001	0	33.0845	32.6418
-1.04479	11.404	0.236742	41.0073	0	33.5615	32.7978
-0.812471	11.404	0.236742	41.1023	26.0792	33.9651	32.9581
-0.580148	11.404	0.236742	41.2036	28.9949	34.3252	33.1226
-0.347825	11.404	0.236742	41.3068	29.8662	34.6533	33.2706
-0.115502	11.404	0.236742	41.3905	30.618	34.9433	33.4205
0.116822	11.404	0.236742	41.4659	31.3195	35.1906	33.5773
0.349145	11.404	0.236742	41.5488	31.9861	35.4041	33.7313
0.581468	11.404	0.236742	41.6167	32.615	35.6079	33.8727
0.813791	11.404	0.236742	41.6633	33.1924	35.8064	34.0151
1.04611	11.404	0.236742	41.7167	33.6978	35.9785	34.1627
1.27844	11.404	0.236742	41.7764	34.1246	36.1277	34.2929
1.51076	11.404	0.236742	41.814	34.4974	36.2906	34.4441
1.74308	11.404	0.236742	41.8426	34.8363	36.4583	34.5702
1.97541	11.404	0.236742	41.8846	35.1412	36.5839	34.7091
2.20773	11.404	0.236742	41.9103	35.4042	36.7192	34.8379
2.44005	11.404	0.236742	41.9089	35.6273	36.8604	34.9691
2.67238	11.404	0.236742	41.9184	35.8301	36.9901	35.1072
2.9047	11.404	0.236742	41.941	36.0346	37.1046	35.2307
3.13702	11.404	0.236742	41.94	36.2165	37.2342	35.3562
3.36935	11.404	0.236742	41.9346	36.3705	37.3781	35.4855
3.60167	11.404	0.236742	41.9567	36.5296	37.4825	35.6116
3.83399	11.404	0.236742	41.9664	36.6991	37.5872	35.7328
4.06632	11.404	0.236742	41.9494	36.833	37.742	35.8518
4.29864	11.404	0.236742	41.9467	36.9541	37.8578	35.9825
4.53096	11.404	0.236742	41.9532	37.1176	37.9628	36.0657
4.76329	11.404	0.236742	41.9298	37.2565	38.0832	36.2063
4.99561	11.404	0.236742	41.9015	37.3637	38.2212	36.319
