Log(E/eV)	z [pc]	tobs [yr]	Synchr	IC	IC - IR	Esc	Acc	Ad
14.0808	12.585	0.645499	-6.57136	-12.9807	-9.27873	-9.05474	-5.15377	-8.86257
14.1818	12.585	0.645499	-6.47035	-13.0837	-9.34446	-9.05474	-5.25478	-8.86257
14.2828	12.585	0.645499	-6.36934	-13.1869	-9.41451	-9.05474	-5.35579	-8.86257
14.3838	12.585	0.645499	-6.26833	-13.2903	-9.4885	-9.05474	-5.4568	-8.86257
14.4848	12.585	0.645499	-6.16732	-13.3938	-9.56609	-9.05474	-5.55781	-8.86257
14.5859	12.585	0.645499	-6.06631	-13.4974	-9.64694	-9.05474	-5.65882	-8.86257
14.6869	12.585	0.645499	-5.9653	-13.6011	-9.73073	-9.05474	-5.75983	-8.86257
14.7879	12.585	0.645499	-5.86429	-13.705	-9.81716	-9.05474	-5.86084	-8.86257
14.8889	12.585	0.645499	-5.76328	-13.8088	-9.90594	-9.05474	-5.96185	-8.86257
14.9899	12.585	0.645499	-5.66227	-13.9127	-9.99683	-9.05474	-6.06286	-8.86257
15.0909	12.585	0.645499	-5.56126	-14.0167	-10.0896	-9.05474	-6.16387	-8.86257
15.1919	12.585	0.645499	-5.46025	-14.1206	-10.1839	-9.05474	-6.26488	-8.86257
15.2929	12.585	0.645499	-5.35924	-14.2246	-10.2797	-9.05474	-6.36589	-8.86257
15.3939	12.585	0.645499	-5.25823	-14.3286	-10.3768	-9.05474	-6.4669	-8.86257
15.4949	12.585	0.645499	-5.15722	-14.4326	-10.4749	-9.05474	-6.56791	-8.86257
15.596	12.585	0.645499	-5.05621	-14.5366	-10.5739	-9.05474	-6.66892	-8.86257
15.697	12.585	0.645499	-4.9552	-14.6406	-10.6737	-9.05474	-6.76993	-8.86257
15.798	12.585	0.645499	-4.85419	-14.7446	-10.7742	-9.05474	-6.87094	-8.86257
15.899	12.585	0.645499	-4.75318	-14.8486	-10.8752	-9.05474	-6.97195	-8.86257
16	12.585	0.645499	-4.65217	-14.9526	-10.9767	-9.05474	-7.07296	-8.86257
6	13.0052	0.688275	-14.6807	-14.7696	-15.0681	-9.12636	2.91277	-8.85775
6.10101	13.0052	0.688275	-14.5797	-14.6373	-14.9358	-9.12636	2.81176	-8.85775
6.20202	13.0052	0.688275	-14.4787	-14.5176	-14.816	-9.12636	2.71075	-8.85775
6.30303	13.0052	0.688275	-14.3777	-14.4057	-14.7041	-9.12636	2.60974	-8.85775
6.40404	13.0052	0.688275	-14.2767	-14.2988	-14.5972	-9.12636	2.50873	-8.85775
6.50505	13.0052	0.688275	-14.1756	-14.1952	-14.4936	-9.12636	2.40772	-8.85775
6.60606	13.0052	0.688275	-14.0746	-14.0937	-14.3921	-9.12636	2.30671	-8.85775
6.70707	13.0052	0.688275	-13.9736	-13.9936	-14.2919	-9.12636	2.2057	-8.85775
6.80808	13.0052	0.688275	-13.8726	-13.8944	-14.1927	-9.12636	2.10469	-8.85775
6.90909	13.0052	0.688275	-13.7716	-13.7959	-14.0942	-9.12636	2.00368	-8.85775
7.0101	13.0052	0.688275	-13.6706	-13.6979	-13.9962	-9.12636	1.90267	-8.85775
7.11111	13.0052	0.688275	-13.5696	-13.6002	-13.8984	-9.12636	1.80166	-8.85775
7.21212	13.0052	0.688275	-13.4686	-13.5028	-13.801	-9.12636	1.70065	-8.85775
7.31313	13.0052	0.688275	-13.3676	-13.4057	-13.7037	-9.12636	1.59964	-8.85775
7.41414	13.0052	0.688275	-13.2666	-13.3087	-13.6066	-9.12636	1.49863	-8.85775
7.51515	13.0052	0.688275	-13.1655	-13.2118	-13.5096	-9.12636	1.39762	-8.85775
7.61616	13.0052	0.688275	-13.0645	-13.1151	-13.4127	-9.12636	1.29661	-8.85775
7.71717	13.0052	0.688275	-12.9635	-13.0186	-13.3159	-9.12636	1.1956	-8.85775
7.81818	13.0052	0.688275	-12.8625	-12.9221	-13.2192	-9.12636	1.09459	-8.85775
7.91919	13.0052	0.688275	-12.7615	-12.8258	-13.1226	-9.12636	0.993581	-8.85775
8.0202	13.0052	0.688275	-12.6605	-12.7297	-13.026	-9.12636	0.892571	-8.85775
8.12121	13.0052	0.688275	-12.5595	-12.6337	-12.9295	-9.12636	0.791561	-8.85775
8.22222	13.0052	0.688275	-12.4585	-12.5379	-12.833	-9.12636	0.690551	-8.85775
8.32323	13.0052	0.688275	-12.3575	-12.4424	-12.7365	-9.12636	0.589541	-8.85775
8.42424	13.0052	0.688275	-12.2565	-12.3471	-12.64	-9.12636	0.488531	-8.85775
8.52525	13.0052	0.688275	-12.1554	-12.2521	-12.5436	-9.12636	0.387521	-8.85775
8.62626	13.0052	0.688275	-12.0544	-12.1575	-12.4472	-9.12636	0.286511	-8.85775
8.72727	13.0052	0.688275	-11.9534	-12.0634	-12.3509	-9.12636	0.1855	-8.85775
8.82828	13.0052	0.688275	-11.8524	-11.9698	-12.2545	-9.12636	0.0844904	-8.85775
8.92929	13.0052	0.688275	-11.7514	-11.877	-12.1581	-9.12636	-0.0165197	-8.85775
9.0303	13.0052	0.688275	-11.6504	-11.785	-12.0618	-9.12636	-0.11753	-8.85775
9.13131	13.0052	0.688275	-11.5494	-11.6942	-11.9655	-9.12636	-0.21854	-8.85775
9.23232	13.0052	0.688275	-11.4484	-11.6047	-11.8691	-9.12636	-0.31955	-8.85775
9.33333	13.0052	0.688275	-11.3474	-11.5168	-11.7728	-9.12636	-0.42056	-8.85775
9.43434	13.0052	0.688275	-11.2464	-11.4309	-11.6765	-9.12636	-0.52157	-8.85775
9.53535	13.0052	0.688275	-11.1453	-11.3473	-11.5802	-9.12636	-0.62258	-8.85775
9.63636	13.0052	0.688275	-11.0443	-11.2666	-11.4839	-9.12636	-0.72359	-8.85775
9.73737	13.0052	0.688275	-10.9433	-11.1891	-11.3877	-9.12636	-0.824601	-8.85775
9.83838	13.0052	0.688275	-10.8423	-11.1154	-11.2914	-9.12636	-0.925611	-8.85775
9.93939	13.0052	0.688275	-10.7413	-11.0461	-11.1952	-9.12636	-1.02662	-8.85775
10.0404	13.0052	0.688275	-10.6403	-10.9817	-11.0991	-9.12636	-1.12763	-8.85775
10.1414	13.0052	0.688275	-10.5393	-10.9227	-11.003	-9.12636	-1.22864	-8.85775
10.2424	13.0052	0.688275	-10.4383	-10.8697	-10.907	-9.12636	-1.32965	-8.85775
10.3434	13.0052	0.688275	-10.3373	-10.823	-10.8111	-9.12636	-1.43066	-8.85775
10.4444	13.0052	0.688275	-10.2363	-10.7831	-10.7154	-9.12636	-1.53167	-8.85775
10.5455	13.0052	0.688275	-10.1352	-10.7502	-10.6199	-9.12636	-1.63268	-8.85775
10.6465	13.0052	0.688275	-10.0342	-10.7247	-10.5246	-9.12636	-1.73369	-8.85775
10.7475	13.0052	0.688275	-9.93322	-10.7065	-10.4296	-9.12636	-1.8347	-8.85775
10.8485	13.0052	0.688275	-9.83221	-10.6959	-10.335	-9.12636	-1.93571	-8.85775
10.9495	13.0052	0.688275	-9.7312	-10.6928	-10.2409	-9.12636	-2.03672	-8.85775
11.0505	13.0052	0.688275	-9.63019	-10.6971	-10.1475	-9.12636	-2.13773	-8.85775
11.1515	13.0052	0.688275	-9.52918	-10.7088	-10.0548	-9.12636	-2.23874	-8.85775
11.2525	13.0052	0.688275	-9.42817	-10.7276	-9.96309	-9.12636	-2.33975	-8.85775
11.3535	13.0052	0.688275	-9.32716	-10.7534	-9.87257	-9.12636	-2.44076	-8.85775
11.4545	13.0052	0.688275	-9.22615	-10.7859	-9.78352	-9.12636	-2.54177	-8.85775
11.5556	13.0052	0.688275	-9.12514	-10.8248	-9.69627	-9.12636	-2.64278	-8.85775
11.6566	13.0052	0.688275	-9.02413	-10.8698	-9.61118	-9.12636	-2.74379	-8.85775
11.7576	13.0052	0.688275	-8.92312	-10.9205	-9.52869	-9.12636	-2.8448	-8.85775
11.8586	13.0052	0.688275	-8.82211	-10.9767	-9.44927	-9.12636	-2.94581	-8.85775
11.9596	13.0052	0.688275	-8.7211	-11.0379	-9.37344	-9.12636	-3.04682	-8.85775
12.0606	13.0052	0.688275	-8.62009	-11.1037	-9.30175	-9.12636	-3.14783	-8.85775
12.1616	13.0052	0.688275	-8.51908	-11.1739	-9.23477	-9.12636	-3.24884	-8.85775
12.2626	13.0052	0.688275	-8.41807	-11.248	-9.17306	-9.12636	-3.34985	-8.85775
12.3636	13.0052	0.688275	-8.31706	-11.3257	-9.11717	-9.12636	-3.45086	-8.85775
12.4646	13.0052	0.688275	-8.21605	-11.4067	-9.06759	-9.12636	-3.55187	-8.85775
12.5657	13.0052	0.688275	-8.11504	-11.4906	-9.02474	-9.12636	-3.65288	-8.85775
12.6667	13.0052	0.688275	-8.01403	-11.5772	-8.98899	-9.12636	-3.75389	-8.85775
12.7677	13.0052	0.688275	-7.91302	-11.6662	-8.96059	-9.12636	-3.8549	-8.85775
12.8687	13.0052	0.688275	-7.81201	-11.7573	-8.93974	-9.12636	-3.95591	-8.85775
12.9697	13.0052	0.688275	-7.711	-11.8502	-8.92654	-9.12636	-4.05692	-8.85775
13.0707	13.0052	0.688275	-7.60999	-11.9448	-8.92099	-9.12636	-4.15793	-8.85775
13.1717	13.0052	0.688275	-7.50898	-12.0409	-8.92305	-9.12636	-4.25894	-8.85775
13.2727	13.0052	0.688275	-7.40797	-12.1382	-8.93261	-9.12636	-4.35995	-8.85775
13.3737	13.0052	0.688275	-7.30696	-12.2367	-8.9495	-9.12636	-4.46096	-8.85775
13.4747	13.0052	0.688275	-7.20595	-12.336	-8.9735	-9.12636	-4.56197	-8.85775
13.5758	13.0052	0.688275	-7.10494	-12.4362	-9.00435	-9.12636	-4.66298	-8.85775
13.6768	13.0052	0.688275	-7.00393	-12.5371	-9.04175	-9.12636	-4.76399	-8.85775
13.7778	13.0052	0.688275	-6.90292	-12.6385	-9.08537	-9.12636	-4.865	-8.85775
13.8788	13.0052	0.688275	-6.80191	-12.7405	-9.13488	-9.12636	-4.96601	-8.85775
13.9798	13.0052	0.688275	-6.7009	-12.8428	-9.1899	-9.12636	-5.06702	-8.85775
14.0808	13.0052	0.688275	-6.59989	-12.9454	-9.25006	-9.12636	-5.16803	-8.85775
14.1818	13.0052	0.688275	-6.49888	-13.0484	-9.31497	-9.12636	-5.26904	-8.85775
14.2828	13.0052	0.688275	-6.39787	-13.1515	-9.38427	-9.12636	-5.37006	-8.85775
14.3838	13.0052	0.688275	-6.29686	-13.2549	-9.45759	-9.12636	-5.47107	-8.85775
14.4848	13.0052	0.688275	-6.19585	-13.3584	-9.53457	-9.12636	-5.57208	-8.85775
14.5859	13.0052	0.688275	-6.09484	-13.462	-9.61487	-9.12636	-5.67309	-8.85775
14.6869	13.0052	0.688275	-5.99383	-13.5657	-9.69816	-9.12636	-5.7741	-8.85775
14.7879	13.0052	0.688275	-5.89282	-13.6695	-9.78416	-9.12636	-5.87511	-8.85775
14.8889	13.0052	0.688275	-5.79181	-13.7734	-9.87256	-9.12636	-5.97612	-8.85775
14.9899	13.0052	0.688275	-5.6908	-13.8773	-9.9631	-9.12636	-6.07713	-8.85775
15.0909	13.0052	0.688275	-5.58979	-13.9812	-10.0555	-9.12636	-6.17814	-8.85775
15.1919	13.0052	0.688275	-5.48878	-14.0851	-10.1497	-9.12636	-6.27915	-8.85775
15.2929	13.0052	0.688275	-5.38777	-14.1891	-10.2452	-9.12636	-6.38016	-8.85775
15.3939	13.0052	0.688275	-5.28676	-14.2931	-10.3421	-9.12636	-6.48117	-8.85775
15.4949	13.0052	0.688275	-5.18575	-14.3971	-10.44	-9.12636	-6.58218	-8.85775
15.596	13.0052	0.688275	-5.08474	-14.5011	-10.5389	-9.12636	-6.68319	-8.85775
15.697	13.0052	0.688275	-4.98373	-14.6051	-10.6386	-9.12636	-6.7842	-8.85775
15.798	13.0052	0.688275	-4.88272	-14.7091	-10.739	-9.12636	-6.88521	-8.85775
15.899	13.0052	0.688275	-4.78171	-14.8131	-10.8399	-9.12636	-6.98622	-8.85775
16	13.0052	0.688275	-4.6807	-14.9171	-10.9413	-9.12636	-7.08723	-8.85775
6	13.4395	0.720787	-14.7092	-14.77	-15.0684	-9.1959	2.89851	-8.85223
6.10101	13.4395	0.720787	-14.6082	-14.6377	-14.9361	-9.1959	2.7975	-8.85223
6.20202	13.4395	0.720787	-14.5072	-14.5179	-14.8163	-9.1959	2.69649	-8.85223
6.30303	13.4395	0.720787	-14.4062	-14.4061	-14.7045	-9.1959	2.59548	-8.85223
6.40404	13.4395	0.720787	-14.3052	-14.2992	-14.5976	-9.1959	2.49447	-8.85223
6.50505	13.4395	0.720787	-14.2042	-14.1956	-14.4939	-9.1959	2.39346	-8.85223
6.60606	13.4395	0.720787	-14.1032	-14.094	-14.3924	-9.1959	2.29245	-8.85223
6.70707	13.4395	0.720787	-14.0022	-13.9939	-14.2923	-9.1959	2.19144	-8.85223
6.80808	13.4395	0.720787	-13.9011	-13.8948	-14.1931	-9.1959	2.09043	-8.85223
6.90909	13.4395	0.720787	-13.8001	-13.7963	-14.0946	-9.1959	1.98942	-8.85223
7.0101	13.4395	0.720787	-13.6991	-13.6983	-13.9965	-9.1959	1.88841	-8.85223
7.11111	13.4395	0.720787	-13.5981	-13.6006	-13.8988	-9.1959	1.7874	-8.85223
7.21212	13.4395	0.720787	-13.4971	-13.5032	-13.8013	-9.1959	1.68639	-8.85223
7.31313	13.4395	0.720787	-13.3961	-13.406	-13.7041	-9.1959	1.58538	-8.85223
7.41414	13.4395	0.720787	-13.2951	-13.309	-13.6069	-9.1959	1.48437	-8.85223
7.51515	13.4395	0.720787	-13.1941	-13.2122	-13.51	-9.1959	1.38336	-8.85223
7.61616	13.4395	0.720787	-13.0931	-13.1154	-13.4131	-9.1959	1.28235	-8.85223
7.71717	13.4395	0.720787	-12.9921	-13.0189	-13.3163	-9.1959	1.18134	-8.85223
7.81818	13.4395	0.720787	-12.891	-12.9224	-13.2196	-9.1959	1.08033	-8.85223
7.91919	13.4395	0.720787	-12.79	-12.8261	-13.1229	-9.1959	0.979317	-8.85223
8.0202	13.4395	0.720787	-12.689	-12.73	-13.0264	-9.1959	0.878307	-8.85223
8.12121	13.4395	0.720787	-12.588	-12.634	-12.9298	-9.1959	0.777296	-8.85223
8.22222	13.4395	0.720787	-12.487	-12.5382	-12.8333	-9.1959	0.676286	-8.85223
8.32323	13.4395	0.720787	-12.386	-12.4426	-12.7368	-9.1959	0.575276	-8.85223
8.42424	13.4395	0.720787	-12.285	-12.3472	-12.6404	-9.1959	0.474266	-8.85223
8.52525	13.4395	0.720787	-12.184	-12.2522	-12.544	-9.1959	0.373256	-8.85223
8.62626	13.4395	0.720787	-12.083	-12.1575	-12.4476	-9.1959	0.272246	-8.85223
8.72727	13.4395	0.720787	-11.982	-12.0633	-12.3512	-9.1959	0.171236	-8.85223
8.82828	13.4395	0.720787	-11.8809	-11.9696	-12.2549	-9.1959	0.0702257	-8.85223
8.92929	13.4395	0.720787	-11.7799	-11.8766	-12.1585	-9.1959	-0.0307844	-8.85223
9.0303	13.4395	0.720787	-11.6789	-11.7845	-12.0622	-9.1959	-0.131795	-8.85223
9.13131	13.4395	0.720787	-11.5779	-11.6934	-11.9658	-9.1959	-0.232805	-8.85223
9.23232	13.4395	0.720787	-11.4769	-11.6037	-11.8695	-9.1959	-0.333815	-8.85223
9.33333	13.4395	0.720787	-11.3759	-11.5154	-11.7732	-9.1959	-0.434825	-8.85223
9.43434	13.4395	0.720787	-11.2749	-11.4291	-11.6768	-9.1959	-0.535835	-8.85223
9.53535	13.4395	0.720787	-11.1739	-11.3451	-11.5805	-9.1959	-0.636845	-8.85223
9.63636	13.4395	0.720787	-11.0729	-11.2638	-11.4843	-9.1959	-0.737855	-8.85223
9.73737	13.4395	0.720787	-10.9719	-11.1857	-11.388	-9.1959	-0.838865	-8.85223
9.83838	13.4395	0.720787	-10.8708	-11.1113	-11.2917	-9.1959	-0.939875	-8.85223
9.93939	13.4395	0.720787	-10.7698	-11.0411	-11.1955	-9.1959	-1.04089	-8.85223
10.0404	13.4395	0.720787	-10.6688	-10.9757	-11.0994	-9.1959	-1.1419	-8.85223
10.1414	13.4395	0.720787	-10.5678	-10.9157	-11.0033	-9.1959	-1.24291	-8.85223
10.2424	13.4395	0.720787	-10.4668	-10.8615	-10.9073	-9.1959	-1.34392	-8.85223
10.3434	13.4395	0.720787	-10.3658	-10.8136	-10.8114	-9.1959	-1.44493	-8.85223
10.4444	13.4395	0.720787	-10.2648	-10.7724	-10.7156	-9.1959	-1.54594	-8.85223
10.5455	13.4395	0.720787	-10.1638	-10.7383	-10.62	-9.1959	-1.64695	-8.85223
10.6465	13.4395	0.720787	-10.0628	-10.7113	-10.5247	-9.1959	-1.74796	-8.85223
10.7475	13.4395	0.720787	-9.96175	-10.6918	-10.4296	-9.1959	-1.84897	-8.85223
10.8485	13.4395	0.720787	-9.86074	-10.6798	-10.335	-9.1959	-1.94998	-8.85223
10.9495	13.4395	0.720787	-9.75973	-10.6753	-10.2408	-9.1959	-2.05099	-8.85223
11.0505	13.4395	0.720787	-9.65872	-10.6783	-10.1472	-9.1959	-2.152	-8.85223
11.1515	13.4395	0.720787	-9.55771	-10.6886	-10.0544	-9.1959	-2.25301	-8.85223
11.2525	13.4395	0.720787	-9.4567	-10.7062	-9.96244	-9.1959	-2.35402	-8.85223
11.3535	13.4395	0.720787	-9.35569	-10.7307	-9.87168	-9.1959	-2.45503	-8.85223
11.4545	13.4395	0.720787	-9.25468	-10.762	-9.78233	-9.1959	-2.55604	-8.85223
11.5556	13.4395	0.720787	-9.15367	-10.7997	-9.69472	-9.1959	-2.65705	-8.85223
11.6566	13.4395	0.720787	-9.05266	-10.8437	-9.6092	-9.1959	-2.75806	-8.85223
11.7576	13.4395	0.720787	-8.95165	-10.8934	-9.52619	-9.1959	-2.85907	-8.85223
11.8586	13.4395	0.720787	-8.85064	-10.9486	-9.44615	-9.1959	-2.96008	-8.85223
11.9596	13.4395	0.720787	-8.74963	-11.0089	-9.36961	-9.1959	-3.06109	-8.85223
12.0606	13.4395	0.720787	-8.64862	-11.0739	-9.29711	-9.1959	-3.1621	-8.85223
12.1616	13.4395	0.720787	-8.54761	-11.1433	-9.22921	-9.1959	-3.26311	-8.85223
12.2626	13.4395	0.720787	-8.4466	-11.2168	-9.16648	-9.1959	-3.36412	-8.85223
12.3636	13.4395	0.720787	-8.34559	-11.2938	-9.10947	-9.1959	-3.46513	-8.85223
12.4646	13.4395	0.720787	-8.24458	-11.3743	-9.05868	-9.1959	-3.56614	-8.85223
12.5657	13.4395	0.720787	-8.14357	-11.4577	-9.01456	-9.1959	-3.66715	-8.85223
12.6667	13.4395	0.720787	-8.04256	-11.5438	-8.97747	-9.1959	-3.76816	-8.85223
12.7677	13.4395	0.720787	-7.94155	-11.6324	-8.94769	-9.1959	-3.86917	-8.85223
12.8687	13.4395	0.720787	-7.84054	-11.7231	-8.92544	-9.1959	-3.97018	-8.85223
12.9697	13.4395	0.720787	-7.73953	-11.8158	-8.91081	-9.1959	-4.07119	-8.85223
13.0707	13.4395	0.720787	-7.63852	-11.9102	-8.90385	-9.1959	-4.1722	-8.85223
13.1717	13.4395	0.720787	-7.53751	-12.006	-8.90452	-9.1959	-4.27321	-8.85223
13.2727	13.4395	0.720787	-7.4365	-12.1032	-8.9127	-9.1959	-4.37422	-8.85223
13.3737	13.4395	0.720787	-7.33549	-12.2014	-8.92826	-9.1959	-4.47523	-8.85223
13.4747	13.4395	0.720787	-7.23448	-12.3007	-8.95096	-9.1959	-4.57624	-8.85223
13.5758	13.4395	0.720787	-7.13347	-12.4007	-8.98057	-9.1959	-4.67725	-8.85223
13.6768	13.4395	0.720787	-7.03246	-12.5015	-9.01679	-9.1959	-4.77826	-8.85223
13.7778	13.4395	0.720787	-6.93145	-12.6028	-9.0593	-9.1959	-4.87927	-8.85223
13.8788	13.4395	0.720787	-6.83044	-12.7047	-9.10775	-9.1959	-4.98028	-8.85223
13.9798	13.4395	0.720787	-6.72943	-12.807	-9.16179	-9.1959	-5.08129	-8.85223
14.0808	13.4395	0.720787	-6.62842	-12.9096	-9.22103	-9.1959	-5.1823	-8.85223
14.1818	13.4395	0.720787	-6.52741	-13.0125	-9.28511	-9.1959	-5.28331	-8.85223
14.2828	13.4395	0.720787	-6.4264	-13.1156	-9.35364	-9.1959	-5.38432	-8.85223
14.3838	13.4395	0.720787	-6.32539	-13.2189	-9.42626	-9.1959	-5.48533	-8.85223
14.4848	13.4395	0.720787	-6.22438	-13.3224	-9.5026	-9.1959	-5.58634	-8.85223
14.5859	13.4395	0.720787	-6.12337	-13.426	-9.58233	-9.1959	-5.68735	-8.85223
14.6869	13.4395	0.720787	-6.02236	-13.5297	-9.66512	-9.1959	-5.78836	-8.85223
14.7879	13.4395	0.720787	-5.92135	-13.6335	-9.75065	-9.1959	-5.88937	-8.85223
14.8889	13.4395	0.720787	-5.82034	-13.7373	-9.83865	-9.1959	-5.99038	-8.85223
14.9899	13.4395	0.720787	-5.71933	-13.8412	-9.92885	-9.1959	-6.09139	-8.85223
15.0909	13.4395	0.720787	-5.61832	-13.9451	-10.021	-9.1959	-6.1924	-8.85223
15.1919	13.4395	0.720787	-5.51731	-14.0491	-10.1148	-9.1959	-6.29341	-8.85223
15.2929	13.4395	0.720787	-5.4163	-14.153	-10.2102	-9.1959	-6.39442	-8.85223
15.3939	13.4395	0.720787	-5.31529	-14.257	-10.3068	-9.1959	-6.49543	-8.85223
15.4949	13.4395	0.720787	-5.21428	-14.361	-10.4046	-9.1959	-6.59644	-8.85223
15.596	13.4395	0.720787	-5.11327	-14.465	-10.5033	-9.1959	-6.69745	-8.85223
15.697	13.4395	0.720787	-5.01226	-14.569	-10.6029	-9.1959	-6.79846	-8.85223
15.798	13.4395	0.720787	-4.91125	-14.673	-10.7032	-9.1959	-6.89947	-8.85223
15.899	13.4395	0.720787	-4.81024	-14.777	-10.8041	-9.1959	-7.00048	-8.85223
16	13.4395	0.720787	-4.70923	-14.881	-10.9054	-9.1959	-7.10149	-8.85223
6	13.8882	0.758568	-14.7378	-14.7704	-15.0688	-9.25695	2.88424	-8.85044
6.10101	13.8882	0.758568	-14.6367	-14.6381	-14.9365	-9.25695	2.78323	-8.85044
6.20202	13.8882	0.758568	-14.5357	-14.5183	-14.8167	-9.25695	2.68222	-8.85044
6.30303	13.8882	0.758568	-14.4347	-14.4064	-14.7048	-9.25695	2.58121	-8.85044
6.40404	13.8882	0.758568	-14.3337	-14.2996	-14.598	-9.25695	2.4802	-8.85044
6.50505	13.8882	0.758568	-14.2327	-14.1959	-14.4943	-9.25695	2.37919	-8.85044
6.60606	13.8882	0.758568	-14.1317	-14.0944	-14.3928	-9.25695	2.27818	-8.85044
6.70707	13.8882	0.758568	-14.0307	-13.9943	-14.2927	-9.25695	2.17717	-8.85044
6.80808	13.8882	0.758568	-13.9297	-13.8952	-14.1935	-9.25695	2.07616	-8.85044
6.90909	13.8882	0.758568	-13.8287	-13.7967	-14.095	-9.25695	1.97515	-8.85044
7.0101	13.8882	0.758568	-13.7277	-13.6986	-13.9969	-9.25695	1.87414	-8.85044
7.11111	13.8882	0.758568	-13.6266	-13.601	-13.8992	-9.25695	1.77313	-8.85044
7.21212	13.8882	0.758568	-13.5256	-13.5036	-13.8017	-9.25695	1.67212	-8.85044
7.31313	13.8882	0.758568	-13.4246	-13.4064	-13.7044	-9.25695	1.57111	-8.85044
7.41414	13.8882	0.758568	-13.3236	-13.3094	-13.6073	-9.25695	1.4701	-8.85044
7.51515	13.8882	0.758568	-13.2226	-13.2125	-13.5103	-9.25695	1.36909	-8.85044
7.61616	13.8882	0.758568	-13.1216	-13.1158	-13.4135	-9.25695	1.26808	-8.85044
7.71717	13.8882	0.758568	-13.0206	-13.0192	-13.3167	-9.25695	1.16707	-8.85044
7.81818	13.8882	0.758568	-12.9196	-12.9228	-13.22	-9.25695	1.06606	-8.85044
7.91919	13.8882	0.758568	-12.8186	-12.8265	-13.1233	-9.25695	0.965052	-8.85044
8.0202	13.8882	0.758568	-12.7176	-12.7303	-13.0267	-9.25695	0.864042	-8.85044
8.12121	13.8882	0.758568	-12.6165	-12.6343	-12.9302	-9.25695	0.763032	-8.85044
8.22222	13.8882	0.758568	-12.5155	-12.5384	-12.8337	-9.25695	0.662022	-8.85044
8.32323	13.8882	0.758568	-12.4145	-12.4428	-12.7372	-9.25695	0.561012	-8.85044
8.42424	13.8882	0.758568	-12.3135	-12.3474	-12.6408	-9.25695	0.460001	-8.85044
8.52525	13.8882	0.758568	-12.2125	-12.2523	-12.5444	-9.25695	0.358991	-8.85044
8.62626	13.8882	0.758568	-12.1115	-12.1576	-12.448	-9.25695	0.257981	-8.85044
8.72727	13.8882	0.758568	-12.0105	-12.0633	-12.3516	-9.25695	0.156971	-8.85044
8.82828	13.8882	0.758568	-11.9095	-11.9695	-12.2552	-9.25695	0.055961	-8.85044
8.92929	13.8882	0.758568	-11.8085	-11.8765	-12.1589	-9.25695	-0.0450491	-8.85044
9.0303	13.8882	0.758568	-11.7075	-11.7842	-12.0625	-9.25695	-0.146059	-8.85044
9.13131	13.8882	0.758568	-11.6064	-11.693	-11.9662	-9.25695	-0.247069	-8.85044
9.23232	13.8882	0.758568	-11.5054	-11.603	-11.8699	-9.25695	-0.348079	-8.85044
9.33333	13.8882	0.758568	-11.4044	-11.5145	-11.7735	-9.25695	-0.449089	-8.85044
9.43434	13.8882	0.758568	-11.3034	-11.4279	-11.6772	-9.25695	-0.5501	-8.85044
9.53535	13.8882	0.758568	-11.2024	-11.3435	-11.5809	-9.25695	-0.65111	-8.85044
9.63636	13.8882	0.758568	-11.1014	-11.2617	-11.4846	-9.25695	-0.75212	-8.85044
9.73737	13.8882	0.758568	-11.0004	-11.1831	-11.3883	-9.25695	-0.85313	-8.85044
9.83838	13.8882	0.758568	-10.8994	-11.1081	-11.2921	-9.25695	-0.95414	-8.85044
9.93939	13.8882	0.758568	-10.7984	-11.0373	-11.1959	-9.25695	-1.05515	-8.85044
10.0404	13.8882	0.758568	-10.6974	-10.9712	-11.0997	-9.25695	-1.15616	-8.85044
10.1414	13.8882	0.758568	-10.5963	-10.9103	-11.0036	-9.25695	-1.25717	-8.85044
10.2424	13.8882	0.758568	-10.4953	-10.8552	-10.9076	-9.25695	-1.35818	-8.85044
10.3434	13.8882	0.758568	-10.3943	-10.8064	-10.8117	-9.25695	-1.45919	-8.85044
10.4444	13.8882	0.758568	-10.2933	-10.7642	-10.7159	-9.25695	-1.5602	-8.85044
10.5455	13.8882	0.758568	-10.1923	-10.729	-10.6203	-9.25695	-1.66121	-8.85044
10.6465	13.8882	0.758568	-10.0913	-10.701	-10.5249	-9.25695	-1.76222	-8.85044
10.7475	13.8882	0.758568	-9.99028	-10.6804	-10.4298	-9.25695	-1.86323	-8.85044
10.8485	13.8882	0.758568	-9.88927	-10.6673	-10.3351	-9.25695	-1.96424	-8.85044
10.9495	13.8882	0.758568	-9.78826	-10.6617	-10.2408	-9.25695	-2.06525	-8.85044
11.0505	13.8882	0.758568	-9.68725	-10.6636	-10.1471	-9.25695	-2.16626	-8.85044
11.1515	13.8882	0.758568	-9.58624	-10.6728	-10.0541	-9.25695	-2.26727	-8.85044
11.2525	13.8882	0.758568	-9.48523	-10.6893	-9.96205	-9.25695	-2.36828	-8.85044
11.3535	13.8882	0.758568	-9.38422	-10.7128	-9.8711	-9.25695	-2.46929	-8.85044
11.4545	13.8882	0.758568	-9.28321	-10.7432	-9.78152	-9.25695	-2.5703	-8.85044
11.5556	13.8882	0.758568	-9.1822	-10.78	-9.69363	-9.25695	-2.67131	-8.85044
11.6566	13.8882	0.758568	-9.08119	-10.823	-9.60777	-9.25695	-2.77232	-8.85044
