Log(E/eV)	z [pc]	tobs [yr]	Synchr	IC	IC - IR	Esc	Acc	Ad
14.4848	25.0848	1.25773	-6.76644	-12.9856	-9.2096	-10.0359	-5.85737	-8.9056
14.5859	25.0848	1.25773	-6.66543	-13.089	-9.28322	-10.0359	-5.95838	-8.9056
14.6869	25.0848	1.25773	-6.56442	-13.1925	-9.36053	-10.0359	-6.05939	-8.9056
14.7879	25.0848	1.25773	-6.46341	-13.2961	-9.44118	-10.0359	-6.1604	-8.9056
14.8889	25.0848	1.25773	-6.3624	-13.3998	-9.52486	-10.0359	-6.26141	-8.9056
14.9899	25.0848	1.25773	-6.26139	-13.5036	-9.61124	-10.0359	-6.36242	-8.9056
15.0909	25.0848	1.25773	-6.16038	-13.6074	-9.70005	-10.0359	-6.46343	-8.9056
15.1919	25.0848	1.25773	-6.05937	-13.7113	-9.79101	-10.0359	-6.56444	-8.9056
15.2929	25.0848	1.25773	-5.95836	-13.8152	-9.88386	-10.0359	-6.66545	-8.9056
15.3939	25.0848	1.25773	-5.85735	-13.9191	-9.97837	-10.0359	-6.76646	-8.9056
15.4949	25.0848	1.25773	-5.75634	-14.0231	-10.0743	-10.0359	-6.86747	-8.9056
15.596	25.0848	1.25773	-5.65533	-14.127	-10.1715	-10.0359	-6.96848	-8.9056
15.697	25.0848	1.25773	-5.55432	-14.231	-10.2698	-10.0359	-7.06949	-8.9056
15.798	25.0848	1.25773	-5.45331	-14.335	-10.369	-10.0359	-7.1705	-8.9056
15.899	25.0848	1.25773	-5.3523	-14.4389	-10.4689	-10.0359	-7.27151	-8.9056
16	25.0848	1.25773	-5.25129	-14.5429	-10.5695	-10.0359	-7.37252	-8.9056
6	25.9225	1.2861	-15.2798	-14.7863	-15.0848	-10.0701	2.61321	-8.91183
6.10101	25.9225	1.2861	-15.1788	-14.654	-14.9525	-10.0701	2.5122	-8.91183
6.20202	25.9225	1.2861	-15.0778	-14.5343	-14.8327	-10.0701	2.41119	-8.91183
6.30303	25.9225	1.2861	-14.9768	-14.4224	-14.7208	-10.0701	2.31018	-8.91183
6.40404	25.9225	1.2861	-14.8758	-14.3155	-14.6139	-10.0701	2.20917	-8.91183
6.50505	25.9225	1.2861	-14.7748	-14.2119	-14.5103	-10.0701	2.10816	-8.91183
6.60606	25.9225	1.2861	-14.6738	-14.1104	-14.4088	-10.0701	2.00715	-8.91183
6.70707	25.9225	1.2861	-14.5727	-14.0103	-14.3086	-10.0701	1.90614	-8.91183
6.80808	25.9225	1.2861	-14.4717	-13.9111	-14.2095	-10.0701	1.80513	-8.91183
6.90909	25.9225	1.2861	-14.3707	-13.8126	-14.1109	-10.0701	1.70412	-8.91183
7.0101	25.9225	1.2861	-14.2697	-13.7145	-14.0129	-10.0701	1.60311	-8.91183
7.11111	25.9225	1.2861	-14.1687	-13.6169	-13.9151	-10.0701	1.5021	-8.91183
7.21212	25.9225	1.2861	-14.0677	-13.5194	-13.8177	-10.0701	1.40109	-8.91183
7.31313	25.9225	1.2861	-13.9667	-13.4222	-13.7204	-10.0701	1.30008	-8.91183
7.41414	25.9225	1.2861	-13.8657	-13.3252	-13.6233	-10.0701	1.19907	-8.91183
7.51515	25.9225	1.2861	-13.7647	-13.2283	-13.5263	-10.0701	1.09806	-8.91183
7.61616	25.9225	1.2861	-13.6637	-13.1315	-13.4294	-10.0701	0.997053	-8.91183
7.71717	25.9225	1.2861	-13.5626	-13.0349	-13.3326	-10.0701	0.896043	-8.91183
7.81818	25.9225	1.2861	-13.4616	-12.9383	-13.2359	-10.0701	0.795033	-8.91183
7.91919	25.9225	1.2861	-13.3606	-12.8419	-13.1393	-10.0701	0.694023	-8.91183
8.0202	25.9225	1.2861	-13.2596	-12.7456	-13.0427	-10.0701	0.593013	-8.91183
8.12121	25.9225	1.2861	-13.1586	-12.6494	-12.9462	-10.0701	0.492003	-8.91183
8.22222	25.9225	1.2861	-13.0576	-12.5533	-12.8497	-10.0701	0.390992	-8.91183
8.32323	25.9225	1.2861	-12.9566	-12.4574	-12.7532	-10.0701	0.289982	-8.91183
8.42424	25.9225	1.2861	-12.8556	-12.3617	-12.6567	-10.0701	0.188972	-8.91183
8.52525	25.9225	1.2861	-12.7546	-12.2662	-12.5603	-10.0701	0.0879621	-8.91183
8.62626	25.9225	1.2861	-12.6536	-12.1709	-12.4639	-10.0701	-0.013048	-8.91183
8.72727	25.9225	1.2861	-12.5525	-12.0759	-12.3675	-10.0701	-0.114058	-8.91183
8.82828	25.9225	1.2861	-12.4515	-11.9813	-12.2712	-10.0701	-0.215068	-8.91183
8.92929	25.9225	1.2861	-12.3505	-11.8872	-12.1748	-10.0701	-0.316078	-8.91183
9.0303	25.9225	1.2861	-12.2495	-11.7936	-12.0785	-10.0701	-0.417088	-8.91183
9.13131	25.9225	1.2861	-12.1485	-11.7008	-11.9821	-10.0701	-0.518098	-8.91183
9.23232	25.9225	1.2861	-12.0475	-11.6088	-11.8858	-10.0701	-0.619109	-8.91183
9.33333	25.9225	1.2861	-11.9465	-11.5179	-11.7894	-10.0701	-0.720119	-8.91183
9.43434	25.9225	1.2861	-11.8455	-11.4283	-11.6931	-10.0701	-0.821129	-8.91183
9.53535	25.9225	1.2861	-11.7445	-11.3403	-11.5967	-10.0701	-0.922139	-8.91183
9.63636	25.9225	1.2861	-11.6435	-11.2543	-11.5004	-10.0701	-1.02315	-8.91183
9.73737	25.9225	1.2861	-11.5424	-11.1706	-11.4041	-10.0701	-1.12416	-8.91183
9.83838	25.9225	1.2861	-11.4414	-11.0896	-11.3078	-10.0701	-1.22517	-8.91183
9.93939	25.9225	1.2861	-11.3404	-11.012	-11.2115	-10.0701	-1.32618	-8.91183
10.0404	25.9225	1.2861	-11.2394	-10.9381	-11.1152	-10.0701	-1.42719	-8.91183
10.1414	25.9225	1.2861	-11.1384	-10.8686	-11.019	-10.0701	-1.5282	-8.91183
10.2424	25.9225	1.2861	-11.0374	-10.8039	-10.9228	-10.0701	-1.62921	-8.91183
10.3434	25.9225	1.2861	-10.9364	-10.7447	-10.8267	-10.0701	-1.73022	-8.91183
10.4444	25.9225	1.2861	-10.8354	-10.6914	-10.7307	-10.0701	-1.83123	-8.91183
10.5455	25.9225	1.2861	-10.7344	-10.6445	-10.6347	-10.0701	-1.93224	-8.91183
10.6465	25.9225	1.2861	-10.6334	-10.6043	-10.539	-10.0701	-2.03325	-8.91183
10.7475	25.9225	1.2861	-10.5323	-10.5712	-10.4434	-10.0701	-2.13426	-8.91183
10.8485	25.9225	1.2861	-10.4313	-10.5454	-10.348	-10.0701	-2.23527	-8.91183
10.9495	25.9225	1.2861	-10.3303	-10.5271	-10.253	-10.0701	-2.33628	-8.91183
11.0505	25.9225	1.2861	-10.2293	-10.5163	-10.1584	-10.0701	-2.43729	-8.91183
11.1515	25.9225	1.2861	-10.1283	-10.513	-10.0642	-10.0701	-2.5383	-8.91183
11.2525	25.9225	1.2861	-10.0273	-10.5172	-9.97069	-10.0701	-2.63931	-8.91183
11.3535	25.9225	1.2861	-9.92628	-10.5287	-9.87793	-10.0701	-2.74032	-8.91183
11.4545	25.9225	1.2861	-9.82527	-10.5474	-9.78612	-10.0701	-2.84133	-8.91183
11.5556	25.9225	1.2861	-9.72426	-10.5731	-9.69551	-10.0701	-2.94234	-8.91183
11.6566	25.9225	1.2861	-9.62325	-10.6055	-9.60635	-10.0701	-3.04335	-8.91183
11.7576	25.9225	1.2861	-9.52224	-10.6444	-9.51897	-10.0701	-3.14436	-8.91183
11.8586	25.9225	1.2861	-9.42123	-10.6893	-9.43375	-10.0701	-3.24537	-8.91183
11.9596	25.9225	1.2861	-9.32022	-10.7401	-9.35109	-10.0701	-3.34638	-8.91183
12.0606	25.9225	1.2861	-9.21921	-10.7962	-9.27149	-10.0701	-3.44739	-8.91183
12.1616	25.9225	1.2861	-9.1182	-10.8575	-9.19546	-10.0701	-3.5484	-8.91183
12.2626	25.9225	1.2861	-9.01719	-10.9234	-9.12354	-10.0701	-3.64941	-8.91183
12.3636	25.9225	1.2861	-8.91618	-10.9937	-9.05632	-10.0701	-3.75042	-8.91183
12.4646	25.9225	1.2861	-8.81517	-11.0679	-8.99435	-10.0701	-3.85143	-8.91183
12.5657	25.9225	1.2861	-8.71416	-11.1458	-8.93818	-10.0701	-3.95244	-8.91183
12.6667	25.9225	1.2861	-8.61315	-11.227	-8.8883	-10.0701	-4.05345	-8.91183
12.7677	25.9225	1.2861	-8.51214	-11.3112	-8.84515	-10.0701	-4.15446	-8.91183
12.8687	25.9225	1.2861	-8.41113	-11.3981	-8.80909	-10.0701	-4.25547	-8.91183
12.9697	25.9225	1.2861	-8.31012	-11.4874	-8.78039	-10.0701	-4.35648	-8.91183
13.0707	25.9225	1.2861	-8.20911	-11.5788	-8.75923	-10.0701	-4.45749	-8.91183
13.1717	25.9225	1.2861	-8.1081	-11.6722	-8.74573	-10.0701	-4.5585	-8.91183
13.2727	25.9225	1.2861	-8.00709	-11.7671	-8.7399	-10.0701	-4.65951	-8.91183
13.3737	25.9225	1.2861	-7.90608	-11.8635	-8.74169	-10.0701	-4.76052	-8.91183
13.4747	25.9225	1.2861	-7.80507	-11.9612	-8.751	-10.0701	-4.86153	-8.91183
13.5758	25.9225	1.2861	-7.70406	-12.0599	-8.76766	-10.0701	-4.96254	-8.91183
13.6768	25.9225	1.2861	-7.60305	-12.1596	-8.79145	-10.0701	-5.06355	-8.91183
13.7778	25.9225	1.2861	-7.50204	-12.26	-8.82211	-10.0701	-5.16456	-8.91183
13.8788	25.9225	1.2861	-7.40103	-12.361	-8.85935	-10.0701	-5.26557	-8.91183
13.9798	25.9225	1.2861	-7.30002	-12.4626	-8.90285	-10.0701	-5.36658	-8.91183
14.0808	25.9225	1.2861	-7.19901	-12.5647	-8.95226	-10.0701	-5.46759	-8.91183
14.1818	25.9225	1.2861	-7.098	-12.6671	-9.00721	-10.0701	-5.5686	-8.91183
14.2828	25.9225	1.2861	-6.99699	-12.7699	-9.06734	-10.0701	-5.66961	-8.91183
14.3838	25.9225	1.2861	-6.89598	-12.8729	-9.13226	-10.0701	-5.77062	-8.91183
14.4848	25.9225	1.2861	-6.79497	-12.9761	-9.20162	-10.0701	-5.87163	-8.91183
14.5859	25.9225	1.2861	-6.69396	-13.0795	-9.27503	-10.0701	-5.97264	-8.91183
14.6869	25.9225	1.2861	-6.59295	-13.183	-9.35215	-10.0701	-6.07365	-8.91183
14.7879	25.9225	1.2861	-6.49194	-13.2866	-9.43263	-10.0701	-6.17466	-8.91183
14.8889	25.9225	1.2861	-6.39093	-13.3903	-9.51616	-10.0701	-6.27567	-8.91183
14.9899	25.9225	1.2861	-6.28992	-13.4941	-9.60241	-10.0701	-6.37668	-8.91183
15.0909	25.9225	1.2861	-6.18891	-13.5979	-9.6911	-10.0701	-6.47769	-8.91183
15.1919	25.9225	1.2861	-6.0879	-13.7018	-9.78196	-10.0701	-6.5787	-8.91183
15.2929	25.9225	1.2861	-5.98689	-13.8057	-9.87472	-10.0701	-6.67971	-8.91183
15.3939	25.9225	1.2861	-5.88588	-13.9096	-9.96916	-10.0701	-6.78072	-8.91183
15.4949	25.9225	1.2861	-5.78487	-14.0135	-10.0651	-10.0701	-6.88173	-8.91183
15.596	25.9225	1.2861	-5.68386	-14.1175	-10.1622	-10.0701	-6.98274	-8.91183
15.697	25.9225	1.2861	-5.58285	-14.2214	-10.2604	-10.0701	-7.08376	-8.91183
15.798	25.9225	1.2861	-5.48184	-14.3254	-10.3596	-10.0701	-7.18477	-8.91183
15.899	25.9225	1.2861	-5.38083	-14.4294	-10.4595	-10.0701	-7.28578	-8.91183
16	25.9225	1.2861	-5.27982	-14.5333	-10.56	-10.0701	-7.38679	-8.91183
6	26.788	1.31022	-15.3083	-14.788	-15.0864	-10.1055	2.59895	-8.91734
6.10101	26.788	1.31022	-15.2073	-14.6557	-14.9541	-10.1055	2.49794	-8.91734
6.20202	26.788	1.31022	-15.1063	-14.5359	-14.8343	-10.1055	2.39693	-8.91734
6.30303	26.788	1.31022	-15.0053	-14.424	-14.7224	-10.1055	2.29592	-8.91734
6.40404	26.788	1.31022	-14.9043	-14.3171	-14.6156	-10.1055	2.19491	-8.91734
6.50505	26.788	1.31022	-14.8033	-14.2135	-14.5119	-10.1055	2.0939	-8.91734
6.60606	26.788	1.31022	-14.7023	-14.112	-14.4104	-10.1055	1.99289	-8.91734
6.70707	26.788	1.31022	-14.6013	-14.0119	-14.3103	-10.1055	1.89188	-8.91734
6.80808	26.788	1.31022	-14.5003	-13.9127	-14.2111	-10.1055	1.79087	-8.91734
6.90909	26.788	1.31022	-14.3993	-13.8142	-14.1125	-10.1055	1.68986	-8.91734
7.0101	26.788	1.31022	-14.2982	-13.7162	-14.0145	-10.1055	1.58885	-8.91734
7.11111	26.788	1.31022	-14.1972	-13.6185	-13.9168	-10.1055	1.48784	-8.91734
7.21212	26.788	1.31022	-14.0962	-13.5211	-13.8193	-10.1055	1.38683	-8.91734
7.31313	26.788	1.31022	-13.9952	-13.4238	-13.722	-10.1055	1.28582	-8.91734
7.41414	26.788	1.31022	-13.8942	-13.3268	-13.6249	-10.1055	1.18481	-8.91734
7.51515	26.788	1.31022	-13.7932	-13.2299	-13.5279	-10.1055	1.0838	-8.91734
7.61616	26.788	1.31022	-13.6922	-13.1331	-13.4311	-10.1055	0.982788	-8.91734
7.71717	26.788	1.31022	-13.5912	-13.0365	-13.3343	-10.1055	0.881778	-8.91734
7.81818	26.788	1.31022	-13.4902	-12.9399	-13.2376	-10.1055	0.780768	-8.91734
7.91919	26.788	1.31022	-13.3892	-12.8435	-13.1409	-10.1055	0.679758	-8.91734
8.0202	26.788	1.31022	-13.2881	-12.7472	-13.0443	-10.1055	0.578748	-8.91734
8.12121	26.788	1.31022	-13.1871	-12.651	-12.9478	-10.1055	0.477738	-8.91734
8.22222	26.788	1.31022	-13.0861	-12.5549	-12.8513	-10.1055	0.376728	-8.91734
8.32323	26.788	1.31022	-12.9851	-12.459	-12.7548	-10.1055	0.275718	-8.91734
8.42424	26.788	1.31022	-12.8841	-12.3633	-12.6584	-10.1055	0.174708	-8.91734
8.52525	26.788	1.31022	-12.7831	-12.2677	-12.5619	-10.1055	0.0736974	-8.91734
8.62626	26.788	1.31022	-12.6821	-12.1724	-12.4656	-10.1055	-0.0273127	-8.91734
8.72727	26.788	1.31022	-12.5811	-12.0775	-12.3692	-10.1055	-0.128323	-8.91734
8.82828	26.788	1.31022	-12.4801	-11.9828	-12.2728	-10.1055	-0.229333	-8.91734
8.92929	26.788	1.31022	-12.3791	-11.8887	-12.1764	-10.1055	-0.330343	-8.91734
9.0303	26.788	1.31022	-12.278	-11.7951	-12.0801	-10.1055	-0.431353	-8.91734
9.13131	26.788	1.31022	-12.177	-11.7021	-11.9837	-10.1055	-0.532363	-8.91734
9.23232	26.788	1.31022	-12.076	-11.6101	-11.8874	-10.1055	-0.633373	-8.91734
9.33333	26.788	1.31022	-11.975	-11.5191	-11.791	-10.1055	-0.734383	-8.91734
9.43434	26.788	1.31022	-11.874	-11.4294	-11.6947	-10.1055	-0.835393	-8.91734
9.53535	26.788	1.31022	-11.773	-11.3413	-11.5984	-10.1055	-0.936404	-8.91734
9.63636	26.788	1.31022	-11.672	-11.2552	-11.502	-10.1055	-1.03741	-8.91734
9.73737	26.788	1.31022	-11.571	-11.1713	-11.4057	-10.1055	-1.13842	-8.91734
9.83838	26.788	1.31022	-11.47	-11.0902	-11.3094	-10.1055	-1.23943	-8.91734
9.93939	26.788	1.31022	-11.369	-11.0124	-11.2131	-10.1055	-1.34044	-8.91734
10.0404	26.788	1.31022	-11.2679	-10.9382	-11.1168	-10.1055	-1.44145	-8.91734
10.1414	26.788	1.31022	-11.1669	-10.8684	-11.0206	-10.1055	-1.54246	-8.91734
10.2424	26.788	1.31022	-11.0659	-10.8035	-10.9244	-10.1055	-1.64347	-8.91734
10.3434	26.788	1.31022	-10.9649	-10.7439	-10.8283	-10.1055	-1.74448	-8.91734
10.4444	26.788	1.31022	-10.8639	-10.6902	-10.7322	-10.1055	-1.84549	-8.91734
10.5455	26.788	1.31022	-10.7629	-10.6429	-10.6363	-10.1055	-1.9465	-8.91734
10.6465	26.788	1.31022	-10.6619	-10.6023	-10.5405	-10.1055	-2.04751	-8.91734
10.7475	26.788	1.31022	-10.5609	-10.5688	-10.4449	-10.1055	-2.14852	-8.91734
10.8485	26.788	1.31022	-10.4599	-10.5425	-10.3496	-10.1055	-2.24953	-8.91734
10.9495	26.788	1.31022	-10.3589	-10.5237	-10.2545	-10.1055	-2.35054	-8.91734
11.0505	26.788	1.31022	-10.2578	-10.5125	-10.1599	-10.1055	-2.45156	-8.91734
11.1515	26.788	1.31022	-10.1568	-10.5087	-10.0657	-10.1055	-2.55257	-8.91734
11.2525	26.788	1.31022	-10.0558	-10.5125	-9.97209	-10.1055	-2.65358	-8.91734
11.3535	26.788	1.31022	-9.95481	-10.5236	-9.87928	-10.1055	-2.75459	-8.91734
11.4545	26.788	1.31022	-9.8538	-10.5419	-9.78741	-10.1055	-2.8556	-8.91734
11.5556	26.788	1.31022	-9.75279	-10.5671	-9.69672	-10.1055	-2.95661	-8.91734
11.6566	26.788	1.31022	-9.65178	-10.5992	-9.60746	-10.1055	-3.05762	-8.91734
11.7576	26.788	1.31022	-9.55077	-10.6376	-9.51997	-10.1055	-3.15863	-8.91734
11.8586	26.788	1.31022	-9.44976	-10.6822	-9.43459	-10.1055	-3.25964	-8.91734
11.9596	26.788	1.31022	-9.34875	-10.7326	-9.35177	-10.1055	-3.36065	-8.91734
12.0606	26.788	1.31022	-9.24774	-10.7885	-9.27197	-10.1055	-3.46166	-8.91734
12.1616	26.788	1.31022	-9.14673	-10.8494	-9.1957	-10.1055	-3.56267	-8.91734
12.2626	26.788	1.31022	-9.04572	-10.9151	-9.12352	-10.1055	-3.66368	-8.91734
12.3636	26.788	1.31022	-8.94471	-10.9851	-9.05599	-10.1055	-3.76469	-8.91734
12.4646	26.788	1.31022	-8.8437	-11.0592	-8.99368	-10.1055	-3.8657	-8.91734
12.5657	26.788	1.31022	-8.74269	-11.1369	-8.93714	-10.1055	-3.96671	-8.91734
12.6667	26.788	1.31022	-8.64168	-11.2179	-8.88687	-10.1055	-4.06772	-8.91734
12.7677	26.788	1.31022	-8.54067	-11.302	-8.8433	-10.1055	-4.16873	-8.91734
12.8687	26.788	1.31022	-8.43966	-11.3887	-8.8068	-10.1055	-4.26974	-8.91734
12.9697	26.788	1.31022	-8.33865	-11.4779	-8.77765	-10.1055	-4.37075	-8.91734
13.0707	26.788	1.31022	-8.23764	-11.5692	-8.75603	-10.1055	-4.47176	-8.91734
13.1717	26.788	1.31022	-8.13663	-11.6624	-8.74206	-10.1055	-4.57277	-8.91734
13.2727	26.788	1.31022	-8.03562	-11.7573	-8.73577	-10.1055	-4.67378	-8.91734
13.3737	26.788	1.31022	-7.93461	-11.8537	-8.7371	-10.1055	-4.77479	-8.91734
13.4747	26.788	1.31022	-7.8336	-11.9512	-8.74596	-10.1055	-4.8758	-8.91734
13.5758	26.788	1.31022	-7.73259	-12.0499	-8.76218	-10.1055	-4.97681	-8.91734
13.6768	26.788	1.31022	-7.63158	-12.1495	-8.78554	-10.1055	-5.07782	-8.91734
13.7778	26.788	1.31022	-7.53057	-12.2499	-8.8158	-10.1055	-5.17883	-8.91734
13.8788	26.788	1.31022	-7.42956	-12.3509	-8.85265	-10.1055	-5.27984	-8.91734
13.9798	26.788	1.31022	-7.32855	-12.4525	-8.89579	-10.1055	-5.38085	-8.91734
14.0808	26.788	1.31022	-7.22754	-12.5546	-8.94485	-10.1055	-5.48186	-8.91734
14.1818	26.788	1.31022	-7.12653	-12.657	-8.99948	-10.1055	-5.58287	-8.91734
14.2828	26.788	1.31022	-7.02552	-12.7597	-9.05931	-10.1055	-5.68388	-8.91734
14.3838	26.788	1.31022	-6.92451	-12.8627	-9.12397	-10.1055	-5.78489	-8.91734
14.4848	26.788	1.31022	-6.8235	-12.9659	-9.19307	-10.1055	-5.8859	-8.91734
14.5859	26.788	1.31022	-6.72249	-13.0693	-9.26626	-10.1055	-5.98691	-8.91734
14.6869	26.788	1.31022	-6.62148	-13.1728	-9.34318	-10.1055	-6.08792	-8.91734
14.7879	26.788	1.31022	-6.52047	-13.2764	-9.42348	-10.1055	-6.18893	-8.91734
14.8889	26.788	1.31022	-6.41946	-13.3801	-9.50684	-10.1055	-6.28994	-8.91734
14.9899	26.788	1.31022	-6.31845	-13.4838	-9.59295	-10.1055	-6.39095	-8.91734
15.0909	26.788	1.31022	-6.21744	-13.5877	-9.68152	-10.1055	-6.49196	-8.91734
15.1919	26.788	1.31022	-6.11643	-13.6915	-9.77227	-10.1055	-6.59297	-8.91734
15.2929	26.788	1.31022	-6.01542	-13.7954	-9.86494	-10.1055	-6.69398	-8.91734
15.3939	26.788	1.31022	-5.91441	-13.8994	-9.9593	-10.1055	-6.79499	-8.91734
15.4949	26.788	1.31022	-5.8134	-14.0033	-10.0551	-10.1055	-6.896	-8.91734
15.596	26.788	1.31022	-5.71239	-14.1073	-10.1522	-10.1055	-6.99701	-8.91734
15.697	26.788	1.31022	-5.61138	-14.2112	-10.2504	-10.1055	-7.09802	-8.91734
15.798	26.788	1.31022	-5.51037	-14.3152	-10.3495	-10.1055	-7.19903	-8.91734
15.899	26.788	1.31022	-5.40936	-14.4191	-10.4494	-10.1055	-7.30004	-8.91734
16	26.788	1.31022	-5.30835	-14.5231	-10.5499	-10.1055	-7.40105	-8.91734
6	27.6825	1.33906	-15.3369	-14.7897	-15.0881	-10.139	2.58469	-8.92387
6.10101	27.6825	1.33906	-15.2359	-14.6574	-14.9558	-10.139	2.48368	-8.92387
6.20202	27.6825	1.33906	-15.1349	-14.5376	-14.8361	-10.139	2.38267	-8.92387
6.30303	27.6825	1.33906	-15.0338	-14.4258	-14.7242	-10.139	2.28165	-8.92387
6.40404	27.6825	1.33906	-14.9328	-14.3189	-14.6173	-10.139	2.18064	-8.92387
6.50505	27.6825	1.33906	-14.8318	-14.2153	-14.5137	-10.139	2.07963	-8.92387
6.60606	27.6825	1.33906	-14.7308	-14.1137	-14.4121	-10.139	1.97862	-8.92387
6.70707	27.6825	1.33906	-14.6298	-14.0136	-14.312	-10.139	1.87761	-8.92387
6.80808	27.6825	1.33906	-14.5288	-13.9145	-14.2128	-10.139	1.7766	-8.92387
6.90909	27.6825	1.33906	-14.4278	-13.816	-14.1143	-10.139	1.67559	-8.92387
7.0101	27.6825	1.33906	-14.3268	-13.7179	-14.0162	-10.139	1.57458	-8.92387
7.11111	27.6825	1.33906	-14.2258	-13.6202	-13.9185	-10.139	1.47357	-8.92387
7.21212	27.6825	1.33906	-14.1248	-13.5228	-13.821	-10.139	1.37256	-8.92387
7.31313	27.6825	1.33906	-14.0237	-13.4256	-13.7238	-10.139	1.27155	-8.92387
7.41414	27.6825	1.33906	-13.9227	-13.3285	-13.6267	-10.139	1.17054	-8.92387
7.51515	27.6825	1.33906	-13.8217	-13.2316	-13.5297	-10.139	1.06953	-8.92387
7.61616	27.6825	1.33906	-13.7207	-13.1349	-13.4328	-10.139	0.968524	-8.92387
7.71717	27.6825	1.33906	-13.6197	-13.0382	-13.336	-10.139	0.867514	-8.92387
7.81818	27.6825	1.33906	-13.5187	-12.9417	-13.2393	-10.139	0.766503	-8.92387
7.91919	27.6825	1.33906	-13.4177	-12.8453	-13.1427	-10.139	0.665493	-8.92387
8.0202	27.6825	1.33906	-13.3167	-12.7489	-13.0461	-10.139	0.564483	-8.92387
8.12121	27.6825	1.33906	-13.2157	-12.6527	-12.9495	-10.139	0.463473	-8.92387
8.22222	27.6825	1.33906	-13.1147	-12.5567	-12.853	-10.139	0.362463	-8.92387
8.32323	27.6825	1.33906	-13.0136	-12.4607	-12.7566	-10.139	0.261453	-8.92387
8.42424	27.6825	1.33906	-12.9126	-12.365	-12.6601	-10.139	0.160443	-8.92387
8.52525	27.6825	1.33906	-12.8116	-12.2694	-12.5637	-10.139	0.0594327	-8.92387
8.62626	27.6825	1.33906	-12.7106	-12.1741	-12.4673	-10.139	-0.0415774	-8.92387
8.72727	27.6825	1.33906	-12.6096	-12.0791	-12.3709	-10.139	-0.142587	-8.92387
8.82828	27.6825	1.33906	-12.5086	-11.9845	-12.2745	-10.139	-0.243598	-8.92387
8.92929	27.6825	1.33906	-12.4076	-11.8903	-12.1782	-10.139	-0.344608	-8.92387
9.0303	27.6825	1.33906	-12.3066	-11.7966	-12.0818	-10.139	-0.445618	-8.92387
9.13131	27.6825	1.33906	-12.2056	-11.7037	-11.9855	-10.139	-0.546628	-8.92387
9.23232	27.6825	1.33906	-12.1046	-11.6116	-11.8891	-10.139	-0.647638	-8.92387
9.33333	27.6825	1.33906	-12.0035	-11.5206	-11.7928	-10.139	-0.748648	-8.92387
9.43434	27.6825	1.33906	-11.9025	-11.4308	-11.6964	-10.139	-0.849658	-8.92387
9.53535	27.6825	1.33906	-11.8015	-11.3426	-11.6001	-10.139	-0.950668	-8.92387
9.63636	27.6825	1.33906	-11.7005	-11.2563	-11.5038	-10.139	-1.05168	-8.92387
9.73737	27.6825	1.33906	-11.5995	-11.1724	-11.4074	-10.139	-1.15269	-8.92387
9.83838	27.6825	1.33906	-11.4985	-11.0911	-11.3111	-10.139	-1.2537	-8.92387
9.93939	27.6825	1.33906	-11.3975	-11.013	-11.2148	-10.139	-1.35471	-8.92387
10.0404	27.6825	1.33906	-11.2965	-10.9387	-11.1186	-10.139	-1.45572	-8.92387
10.1414	27.6825	1.33906	-11.1955	-10.8687	-11.0223	-10.139	-1.55673	-8.92387
10.2424	27.6825	1.33906	-11.0945	-10.8034	-10.9261	-10.139	-1.65774	-8.92387
10.3434	27.6825	1.33906	-10.9934	-10.7435	-10.83	-10.139	-1.75875	-8.92387
10.4444	27.6825	1.33906	-10.8924	-10.6895	-10.734	-10.139	-1.85976	-8.92387
10.5455	27.6825	1.33906	-10.7914	-10.6419	-10.638	-10.139	-1.96077	-8.92387
10.6465	27.6825	1.33906	-10.6904	-10.6009	-10.5422	-10.139	-2.06178	-8.92387
10.7475	27.6825	1.33906	-10.5894	-10.567	-10.4466	-10.139	-2.16279	-8.92387
10.8485	27.6825	1.33906	-10.4884	-10.5404	-10.3513	-10.139	-2.2638	-8.92387
10.9495	27.6825	1.33906	-10.3874	-10.5212	-10.2562	-10.139	-2.36481	-8.92387
11.0505	27.6825	1.33906	-10.2864	-10.5095	-10.1615	-10.139	-2.46582	-8.92387
11.1515	27.6825	1.33906	-10.1854	-10.5054	-10.0673	-10.139	-2.56683	-8.92387
11.2525	27.6825	1.33906	-10.0844	-10.5088	-9.97366	-10.139	-2.66784	-8.92387
11.3535	27.6825	1.33906	-9.98334	-10.5195	-9.8808	-10.139	-2.76885	-8.92387
11.4545	27.6825	1.33906	-9.88233	-10.5374	-9.78888	-10.139	-2.86986	-8.92387
11.5556	27.6825	1.33906	-9.78132	-10.5623	-9.69812	-10.139	-2.97087	-8.92387
11.6566	27.6825	1.33906	-9.68031	-10.594	-9.60878	-10.139	-3.07188	-8.92387
11.7576	27.6825	1.33906	-9.5793	-10.6321	-9.52118	-10.139	-3.17289	-8.92387
11.8586	27.6825	1.33906	-9.47829	-10.6764	-9.43568	-10.139	-3.2739	-8.92387
11.9596	27.6825	1.33906	-9.37728	-10.7266	-9.35271	-10.139	-3.37491	-8.92387
12.0606	27.6825	1.33906	-9.27627	-10.7821	-9.27273	-10.139	-3.47592	-8.92387
12.1616	27.6825	1.33906	-9.17526	-10.8428	-9.19627	-10.139	-3.57693	-8.92387
12.2626	27.6825	1.33906	-9.07425	-10.9083	-9.12385	-10.139	-3.67794	-8.92387
