log(E / eV)	log(z / pc)	t / yr	 logQ
6	1.69897	0	48.7326
6.10101	1.69897	0	48.9812
6.20202	1.69897	0	49.1363
6.30303	1.69897	0	49.2173
6.40404	1.69897	0	49.2395
6.50505	1.69897	0	49.2153
6.60606	1.69897	0	49.1541
6.70707	1.69897	0	49.0637
6.80808	1.69897	0	48.9501
6.90909	1.69897	0	48.8182
7.0101	1.69897	0	48.6717
7.11111	1.69897	0	48.5137
7.21212	1.69897	0	48.3466
7.31313	1.69897	0	48.1722
7.41414	1.69897	0	47.9921
7.51515	1.69897	0	47.8075
7.61616	1.69897	0	47.6192
7.71717	1.69897	0	47.4281
7.81818	1.69897	0	47.2347
7.91919	1.69897	0	47.0396
8.0202	1.69897	0	46.843
8.12121	1.69897	0	46.6452
8.22222	1.69897	0	46.4466
8.32323	1.69897	0	46.2473
8.42424	1.69897	0	46.0474
8.52525	1.69897	0	45.8471
8.62626	1.69897	0	45.6464
8.72727	1.69897	0	45.4455
8.82828	1.69897	0	45.2443
8.92929	1.69897	0	45.043
9.0303	1.69897	0	44.8415
9.13131	1.69897	0	44.6399
9.23232	1.69897	0	44.4382
9.33333	1.69897	0	44.2364
9.43434	1.69897	0	44.0346
9.53535	1.69897	0	43.8328
9.63636	1.69897	0	43.6309
9.73737	1.69897	0	43.4289
9.83838	1.69897	0	43.227
9.93939	1.69897	0	43.0251
10.0404	1.69897	0	42.8231
10.1414	1.69897	0	42.6211
10.2424	1.69897	0	42.4191
10.3434	1.69897	0	42.2171
10.4444	1.69897	0	42.0151
10.5455	1.69897	0	41.8131
10.6465	1.69897	0	41.6111
10.7475	1.69897	0	41.4091
10.8485	1.69897	0	41.2071
10.9495	1.69897	0	41.005
11.0505	1.69897	0	40.803
11.1515	1.69897	0	40.601
11.2525	1.69897	0	40.399
11.3535	1.69897	0	40.1969
11.4545	1.69897	0	39.9949
11.5556	1.69897	0	39.7929
11.6566	1.69897	0	39.5908
11.7576	1.69897	0	39.3887
11.8586	1.69897	0	39.1867
11.9596	1.69897	0	38.9846
12.0606	1.69897	0	38.7825
12.1616	1.69897	0	38.5803
12.2626	1.69897	0	38.3782
12.3636	1.69897	0	38.176
12.4646	1.69897	0	37.9738
12.5657	1.69897	0	37.7715
12.6667	1.69897	0	37.5691
12.7677	1.69897	0	37.3667
12.8687	1.69897	0	37.1641
12.9697	1.69897	0	36.9614
13.0707	1.69897	0	36.7585
13.1717	1.69897	0	36.5554
13.2727	1.69897	0	36.352
13.3737	1.69897	0	36.1483
13.4747	1.69897	0	35.944
13.5758	1.69897	0	35.7393
13.6768	1.69897	0	35.5338
13.7778	1.69897	0	35.3273
13.8788	1.69897	0	35.1198
13.9798	1.69897	0	34.9107
14.0808	1.69897	0	34.6999
14.1818	1.69897	0	34.4867
14.2828	1.69897	0	34.2706
