log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
-6	50	0	34.0933	0	0	0
-5.77778	50	0	34.2052	0	0	20.5545
-5.55556	50	0	34.3151	0	0	21.1482
-5.33333	50	0	34.4316	0	0	21.6263
-5.11111	50	0	34.5442	0	0	22.0591
-4.88889	50	0	34.6511	0	0	22.4654
-4.66667	50	0	34.764	0	0	22.8494
-4.44444	50	0	34.8774	0	0	23.1994
-4.22222	50	0	34.9846	0	0	23.5183
-4	50	0	35.0967	0	0	23.8226
-3.77778	50	0	35.2126	0	0	24.1138
-3.55556	50	0	35.3211	0	0	24.3528
-3.33333	50	0	35.4304	0	0	24.5928
-3.11111	50	0	35.5448	0	0	24.8298
-2.88889	50	0	35.6532	0	0	25.0296
-2.66667	50	0	35.7603	0	0	25.228
-2.44444	50	0	35.8757	0	0	25.4223
-2.22222	50	0	35.9888	0	0	25.6012
-2	50	0	36.0974	0	0	25.7759
-1.77778	50	0	36.2115	0	0	25.9447
-1.55556	50	0	36.3242	0	0	26.1168
-1.33333	50	0	36.43	0	0	26.269
-1.11111	50	0	36.541	0	0	26.4206
-0.888889	50	0	36.6562	0	0	26.5808
-0.666667	50	0	36.765	0	0	26.7238
-0.444444	50	0	36.8758	0	0	26.8709
-0.222222	50	0	36.9914	0	0	27.021
2.89298e-16	50	0	37.1001	0	0	27.147
0.222222	50	0	37.2071	0	0	27.2995
0.444444	50	0	37.3212	0	0	27.4416
0.666667	50	0	37.432	0	0	27.578
0.888889	50	0	37.5393	0	0	27.7138
1.11111	50	0	37.6536	0	0	27.8475
1.33333	50	0	37.7667	0	0	27.9838
1.55556	50	0	37.8725	0	0	28.1172
1.77778	50	0	37.9823	0	0	28.2461
2	50	0	38.0937	0	0	28.3848
2.22222	50	0	38.197	0	0	28.5107
2.44444	50	0	38.302	0	0	28.6427
2.66667	50	0	38.4112	0	0	28.7842
2.88889	50	0	38.511	0	0	28.8704
3.11111	50	0	38.6052	0	0	29.0336
3.33333	50	0	38.7001	0	0	29.1585
3.55556	50	0	38.782	0	0	29.2879
3.77778	50	0	38.8501	0	0	29.4085
4	50	0	38.9189	0	0	29.5422
4.22222	50	0	38.9787	0	0	29.667
4.44444	50	0	39.0178	0	0	29.789
4.66667	50	0	39.0526	0	0	29.9165
4.88889	50	0	39.0833	0	0	30.039
5.11111	50	0	39.0866	0	0	30.1654
5.33333	50	0	39.0758	0	0	30.2846
5.55556	50	0	39.0722	0	0	30.4083
5.77778	50	0	39.0482	0	0	30.5279
6	50	0	38.9964	0	0	30.6515
6.22222	50	0	38.9449	0	0	30.7567
6.44444	50	0	38.8634	0	0	30.8808
6.66667	50	0	38.6913	0	0	30.9905
6.88889	50	0	38.4289	0	0	31.1049
7.11111	50	0	38.1063	0	0	31.2136
7.33333	50	0	37.6721	0	0	31.3137
7.55556	50	0	37.0025	0	0	31.4264
7.77778	50	0	35.7734	0	0	31.526
8	50	0	33.5319	0	0	31.633
8.22222	50	0	29.595	0	0	31.739
8.44444	50	0	22.8299	0	0	31.8397
8.66667	50	0	11.3471	0	0	31.9394
8.88889	50	0	-8.00534	0	0	32.0353
9.11111	50	0	-40.4851	0	0	32.1448
9.33333	50	0	-94.8626	0	0	32.2454
9.55556	50	0	-185.768	0	0	32.323
9.77778	50	0	0	0	0	32.4342
10	50	0	0	0	0	32.5329
10.2222	50	0	0	0	0	32.6094
10.4444	50	0	0	0	0	32.7112
10.6667	50	0	0	0	0	32.7963
10.8889	50	0	0	0	0	32.8563
11.1111	50	0	0	0	0	32.9579
11.3333	50	0	0	0	0	33.0034
11.5556	50	0	0	0	0	33.1154
11.7778	50	0	0	0	0	33.1075
