log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
-1.08017	118.027	1924.06	37.1452	26.4725	32.9077	29.2857	37.1452
-0.847847	118.027	1924.06	37.2628	27.2414	33.3289	29.4484	37.2629
-0.615524	118.027	1924.06	37.3808	27.9668	33.7012	29.5952	37.3808
-0.383201	118.027	1924.06	37.4928	28.67	34.0434	29.745	37.493
-0.150877	118.027	1924.06	37.6115	29.3583	34.3523	29.8988	37.6117
0.0814459	118.027	1924.06	37.7311	30.0329	34.6218	30.04	37.7315
0.313769	118.027	1924.06	37.8428	30.6905	34.858	30.1818	37.8432
0.546092	118.027	1924.06	37.9586	31.3218	35.0839	30.3301	37.9592
0.778416	118.027	1924.06	38.0767	31.9106	35.2866	30.4692	38.0774
1.01074	118.027	1924.06	38.1872	32.4349	35.4734	30.6107	38.1881
1.24306	118.027	1924.06	38.3021	32.8812	35.6427	30.7558	38.3031
1.47539	118.027	1924.06	38.4217	33.2676	35.8163	30.8886	38.4227
1.70771	118.027	1924.06	38.5332	33.6202	35.9715	31.0273	38.5344
1.94003	118.027	1924.06	38.6456	33.9406	36.1102	31.167	38.6469
2.17236	118.027	1924.06	38.7609	34.2238	36.2637	31.2998	38.7623
2.40468	118.027	1924.06	38.8665	34.4733	36.394	31.4379	38.868
2.637	118.027	1924.06	38.9713	34.6966	36.5051	31.5775	38.9728
2.86932	118.027	1924.06	39.0811	34.9183	36.6465	31.7039	39.0827
3.10165	118.027	1924.06	39.181	35.1068	36.7785	31.8458	39.1827
3.33397	118.027	1924.06	39.2751	35.2736	36.9057	31.9807	39.277
3.56629	118.027	1924.06	39.37	35.4528	37.019	32.1061	39.372
3.79862	118.027	1924.06	39.4492	35.6125	37.1561	32.2338	39.4514
4.03094	118.027	1924.06	39.5146	35.7442	37.268	32.3714	39.5171
4.26326	118.027	1924.06	39.5796	35.8974	37.3792	32.5015	39.5824
4.49559	118.027	1924.06	39.6254	36.041	37.5328	32.6286	39.629
4.72791	118.027	1924.06	39.6441	36.1707	37.5899	32.7618	39.6481
4.96023	118.027	1924.06	39.6506	36.2908	37.7522	32.8887	39.6562
5.19256	118.027	1924.06	39.6147	36.4181	37.8234	33.015	39.6219
5.42488	118.027	1924.06	39.4876	36.5532	37.9731	33.1434	39.5012
5.6572	118.027	1924.06	39.2739	36.6688	38.0619	33.2704	39.3007
5.88953	118.027	1924.06	38.9863	36.7972	38.2274	33.384	39.0585
6.12185	118.027	1924.06	38.5591	36.9303	38.3109	33.523	38.76
6.35417	118.027	1924.06	37.823	37.006	38.4609	33.6379	38.5631
6.5865	118.027	1924.06	36.4041	37.1579	38.5541	33.7535	38.5742
6.81882	118.027	1924.06	33.7656	37.2206	38.697	33.8655	38.7112
7.05114	118.027	1924.06	29.0417	37.3769	38.8029	33.9822	38.8188
7.28347	118.027	1924.06	20.7573	37.4995	38.9558	34.0924	38.9707
7.51579	118.027	1924.06	6.39366	37.6151	39.0042	34.2062	39.0215
7.74811	118.027	1924.06	-18.3492	37.7145	39.1725	34.3138	39.1874
7.98044	118.027	1924.06	-60.8131	37.8393	39.2818	34.4274	39.2972
8.21276	118.027	1924.06	-133.533	37.9002	39.4333	34.5251	39.4459
8.44508	118.027	1924.06	-257.911	38.0171	39.5052	34.6377	39.5191
8.67741	118.027	1924.06	0	38.0904	39.6171	34.7513	39.6299
8.90973	118.027	1924.06	0	38.228	39.7577	34.8461	39.7704
9.14205	118.027	1924.06	0	38.2994	39.8478	34.961	39.8599
9.37438	118.027	1924.06	0	38.3551	40.0077	35.0675	40.0173
9.6067	118.027	1924.06	0	38.423	40.0532	35.1551	40.0633
9.83902	118.027	1924.06	0	38.5041	40.206	35.2669	40.2145
10.0713	118.027	1924.06	0	38.4474	40.3162	35.3773	40.322
10.3037	118.027	1924.06	0	38.5879	40.4707	35.4617	40.4764
10.536	118.027	1924.06	0	38.5093	40.5132	35.5745	40.5174
10.7683	118.027	1924.06	0	38.6443	40.6106	35.676	40.6153
11.0006	118.027	1924.06	0	38.5521	40.7373	35.7389	40.7401
11.233	118.027	1924.06	0	38.4828	40.7758	35.8742	40.778
11.4653	118.027	1924.06	0	38.2692	40.8584	35.9526	40.8595
11.6976	118.027	1924.06	0	38.1268	40.9105	36.024	40.9113
11.9299	118.027	1924.06	0	38.4755	41.0156	36.1297	41.0168
12.1623	118.027	1924.06	0	37.6186	40.9709	36.1322	40.9711
12.3946	118.027	1924.06	0	37.4396	41.0549	36.3027	41.0551
12.6269	118.027	1924.06	0	37.7426	40.9727	36.2709	40.9729
12.8592	118.027	1924.06	0	37.8497	41.0889	36.3452	41.0891
13.0915	118.027	1924.06	0	36.6728	40.9622	36.422	40.9622
13.3239	118.027	1924.06	0	36.9194	41.1546	36.3321	41.1547
13.5562	118.027	1924.06	0	36.869	41.0519	36.4089	41.0519
13.7885	118.027	1924.06	0	35.8176	40.359	36.3348	40.359
14.0208	118.027	1924.06	0	35.9941	40.532	36.1607	40.532
14.2532	118.027	1924.06	0	35.7818	40.3213	36.0672	40.3213
14.4855	118.027	1924.06	0	36.4527	40.8446	35.7516	40.8446
14.7178	118.027	1924.06	0	34.0458	38.666	34.9854	38.6661
14.9501	118.027	1924.06	0	0	0	0	0
15.1825	118.027	1924.06	0	0	0	0	0
15.4148	118.027	1924.06	0	0	0	0	0
15.6471	118.027	1924.06	0	0	0	0	0
15.8794	118.027	1924.06	0	0	0	0	0
16.1117	118.027	1924.06	0	0	0	0	0
16.3441	118.027	1924.06	0	0	0	0	0
16.5764	118.027	1924.06	0	0	0	0	0
16.8087	118.027	1924.06	0	0	0	0	0
17.041	118.027	1924.06	0	0	0	0	0
-5.95823	122.152	1975.06	34.6925	0	0	0	34.6925
-5.7259	122.152	1975.06	34.812	0	0	23.7768	34.812
-5.49358	122.152	1975.06	34.9244	0	0	24.3779	34.9244
-5.26126	122.152	1975.06	35.0406	0	0	24.8613	35.0406
-5.02893	122.152	1975.06	35.1619	0	0	25.2976	35.1619
-4.79661	122.152	1975.06	35.2755	0	0	25.7012	35.2755
-4.56429	122.152	1975.06	35.3899	0	0	26.0717	35.3899
-4.33196	122.152	1975.06	35.5094	0	0	26.3813	35.5094
-4.09964	122.152	1975.06	35.6218	0	0	26.672	35.6218
-3.86732	122.152	1975.06	35.7351	0	0	26.9466	35.7351
-3.63499	122.152	1975.06	35.8565	0	24.766	27.1926	35.8565
-3.40267	122.152	1975.06	35.9727	0	25.997	27.4218	35.9727
-3.17035	122.152	1975.06	36.0873	0	26.8908	27.6427	36.0873
-2.93802	122.152	1975.06	36.2078	0	27.6916	27.8561	36.2078
-2.7057	122.152	1975.06	36.322	0	28.4455	28.0455	36.322
-2.47338	122.152	1975.06	36.4335	0	29.1698	28.2347	36.4335
-2.24105	122.152	1975.06	36.5535	0	29.8719	28.4235	36.5535
-2.00873	122.152	1975.06	36.6704	0	30.5533	28.5896	36.6704
-1.77641	122.152	1975.06	36.7838	0	31.2105	28.7612	36.7838
-1.54408	122.152	1975.06	36.9041	22.653	31.8333	28.9348	36.9041
-1.31176	122.152	1975.06	37.0208	25.5813	32.4037	29.0905	37.0208
-1.07944	122.152	1975.06	37.1317	26.4666	32.901	29.245	37.1317
-0.847114	122.152	1975.06	37.2497	27.2355	33.322	29.4077	37.2498
-0.614791	122.152	1975.06	37.3672	27.9609	33.6942	29.5544	37.3673
-0.382468	122.152	1975.06	37.4793	28.664	34.0363	29.7043	37.4795
-0.150144	122.152	1975.06	37.5984	29.3524	34.3451	29.8581	37.5987
0.0821788	122.152	1975.06	37.7177	30.0269	34.6145	29.9993	37.718
0.314502	122.152	1975.06	37.8292	30.6844	34.8506	30.1411	37.8296
0.546825	122.152	1975.06	37.9454	31.3156	35.0765	30.2894	37.946
0.779149	122.152	1975.06	38.0632	31.9042	35.279	30.4285	38.0639
1.01147	122.152	1975.06	38.1736	32.4283	35.4658	30.5699	38.1744
1.24379	122.152	1975.06	38.289	32.8744	35.6351	30.7151	38.29
1.47612	122.152	1975.06	38.4083	33.2606	35.8087	30.8479	38.4094
1.70844	122.152	1975.06	38.5196	33.6132	35.9638	30.9866	38.5208
1.94076	122.152	1975.06	38.6324	33.9334	36.1025	31.1263	38.6337
2.17309	122.152	1975.06	38.7475	34.2165	36.256	31.259	38.749
2.40541	122.152	1975.06	38.8528	34.4659	36.3862	31.3971	38.8543
2.63773	122.152	1975.06	38.9581	34.6892	36.4974	31.5368	38.9596
2.87006	122.152	1975.06	39.068	34.9108	36.6388	31.6632	39.0696
3.10238	122.152	1975.06	39.1675	35.0992	36.7707	31.8051	39.1693
3.3347	122.152	1975.06	39.262	35.266	36.8979	31.9399	39.2639
3.56703	122.152	1975.06	39.357	35.4452	37.0113	32.0653	39.359
3.79935	122.152	1975.06	39.4355	35.6048	37.1483	32.1931	39.4378
4.03167	122.152	1975.06	39.5013	35.7365	37.2602	32.3307	39.5039
4.264	122.152	1975.06	39.5666	35.8897	37.3715	32.4608	39.5694
4.49632	122.152	1975.06	39.6114	36.0333	37.525	32.5878	39.615
4.72864	122.152	1975.06	39.6298	36.1629	37.5821	32.7211	39.6338
4.96097	122.152	1975.06	39.6358	36.2831	37.7445	32.8479	39.6415
5.19329	122.152	1975.06	39.5963	36.4103	37.8156	32.9743	39.6037
5.42561	122.152	1975.06	39.4643	36.5454	37.9652	33.1027	39.4784
5.65794	122.152	1975.06	39.2474	36.6612	38.0541	33.2296	39.2754
5.89026	122.152	1975.06	38.9549	36.7894	38.2196	33.3432	39.0307
6.12258	122.152	1975.06	38.5173	36.9225	38.3031	33.4822	38.7311
6.35491	122.152	1975.06	37.7554	36.9983	38.4532	33.5971	38.5451
6.58723	122.152	1975.06	36.2864	37.1501	38.5463	33.7127	38.5657
6.81955	122.152	1975.06	33.5616	37.2129	38.6891	33.8248	38.7034
7.05188	122.152	1975.06	28.6904	37.3692	38.795	33.9415	38.811
7.2842	122.152	1975.06	20.1544	37.4918	38.9481	34.0516	38.963
7.51652	122.152	1975.06	5.36132	37.6073	38.9964	34.1654	39.0138
7.74885	122.152	1975.06	-20.1148	37.7068	39.1648	34.2731	39.1797
7.98117	122.152	1975.06	-63.8306	37.8316	39.2741	34.3866	39.2895
8.21349	122.152	1975.06	-138.688	37.8925	39.4255	34.4844	39.438
8.44582	122.152	1975.06	-266.715	38.0095	39.4976	34.597	39.5115
8.67814	122.152	1975.06	0	38.0826	39.6092	34.7106	39.622
8.91046	122.152	1975.06	0	38.2203	39.7499	34.8054	39.7626
9.14278	122.152	1975.06	0	38.2919	39.8399	34.9203	39.8521
9.37511	122.152	1975.06	0	38.3475	40.0001	35.0268	40.0097
9.60743	122.152	1975.06	0	38.4155	40.0455	35.1144	40.0556
9.83975	122.152	1975.06	0	38.4965	40.1983	35.2263	40.2069
10.0721	122.152	1975.06	0	38.44	40.3085	35.3366	40.3143
10.3044	122.152	1975.06	0	38.5805	40.463	35.4211	40.4687
10.5367	122.152	1975.06	0	38.5021	40.5054	35.5339	40.5097
10.769	122.152	1975.06	0	38.637	40.6029	35.6355	40.6076
11.0014	122.152	1975.06	0	38.5448	40.7294	35.6985	40.7322
11.2337	122.152	1975.06	0	38.4748	40.7682	35.8339	40.7704
11.466	122.152	1975.06	0	38.2623	40.8508	35.9124	40.8519
11.6983	122.152	1975.06	0	38.1199	40.9027	35.984	40.9035
11.9307	122.152	1975.06	0	38.4685	41.0081	36.0898	41.0093
12.163	122.152	1975.06	0	37.6119	40.9634	36.0925	40.9636
12.3953	122.152	1975.06	0	37.4328	41.0477	36.2633	41.0478
12.6276	122.152	1975.06	0	37.7359	40.9654	36.2317	40.9657
12.86	122.152	1975.06	0	37.8429	41.0818	36.3062	41.0821
13.0923	122.152	1975.06	0	36.6662	40.9553	36.3835	40.9554
13.3246	122.152	1975.06	0	36.913	41.1477	36.2937	41.1478
13.5569	122.152	1975.06	0	36.8629	41.0453	36.3713	41.0453
13.7892	122.152	1975.06	0	35.8129	40.3541	36.298	40.3542
14.0216	122.152	1975.06	0	35.9902	40.5279	36.1244	40.5279
14.2539	122.152	1975.06	0	35.7792	40.3185	36.0319	40.3185
14.4862	122.152	1975.06	0	36.4511	40.8425	35.717	40.8426
14.7185	122.152	1975.06	0	34.0464	38.6665	34.9519	38.6666
14.9509	122.152	1975.06	0	0	0	0	0
15.1832	122.152	1975.06	0	0	0	0	0
15.4155	122.152	1975.06	0	0	0	0	0
15.6478	122.152	1975.06	0	0	0	0	0
15.8802	122.152	1975.06	0	0	0	0	0
16.1125	122.152	1975.06	0	0	0	0	0
16.3448	122.152	1975.06	0	0	0	0	0
16.5771	122.152	1975.06	0	0	0	0	0
16.8095	122.152	1975.06	0	0	0	0	0
17.0418	122.152	1975.06	0	0	0	0	0
-5.95752	126.422	2026.56	34.6789	0	0	0	34.6789
-5.7252	126.422	2026.56	34.7981	0	0	23.7355	34.7981
-5.49287	126.422	2026.56	34.9104	0	0	24.3366	34.9104
-5.26055	126.422	2026.56	35.0271	0	0	24.8199	35.0271
-5.02823	126.422	2026.56	35.1482	0	0	25.2563	35.1482
-4.7959	126.422	2026.56	35.2614	0	0	25.6599	35.2614
-4.56358	126.422	2026.56	35.3763	0	0	26.0303	35.3763
-4.33126	126.422	2026.56	35.4956	0	0	26.3399	35.4956
-4.09893	126.422	2026.56	35.6076	0	0	26.6307	35.6076
-3.86661	126.422	2026.56	35.7214	0	0	26.9052	35.7214
-3.63429	126.422	2026.56	35.8429	0	24.76	27.1512	35.8429
-3.40196	126.422	2026.56	35.9587	0	25.9908	27.3804	35.9587
-3.16964	126.422	2026.56	36.0737	0	26.8845	27.6013	36.0737
-2.93732	126.422	2026.56	36.1941	0	27.6852	27.8147	36.1941
-2.705	126.422	2026.56	36.3078	0	28.439	28.0041	36.3078
-2.47267	126.422	2026.56	36.4197	0	29.1632	28.1934	36.4197
-2.24035	126.422	2026.56	36.5399	0	29.8653	28.3821	36.5399
-2.00803	126.422	2026.56	36.6564	0	30.5467	28.5482	36.6564
-1.7757	126.422	2026.56	36.7701	0	31.2038	28.7198	36.7701
-1.54338	126.422	2026.56	36.8906	22.6464	31.8264	28.8934	36.8906
-1.31106	126.422	2026.56	37.0067	25.5747	32.3967	29.0491	37.0067
-1.07873	126.422	2026.56	37.1177	26.4601	32.8937	29.2036	37.1178
-0.846409	126.422	2026.56	37.2362	27.229	33.3145	29.3663	37.2362
-0.614086	126.422	2026.56	37.3532	27.9543	33.6866	29.513	37.3533
-0.381763	126.422	2026.56	37.4654	28.6574	34.0285	29.6629	37.4656
-0.14944	126.422	2026.56	37.5849	29.3457	34.3373	29.8167	37.5852
0.0828835	126.422	2026.56	37.7037	30.0202	34.6065	29.9578	37.7041
0.315207	126.422	2026.56	37.8152	30.6777	34.8426	30.0997	37.8156
0.54753	126.422	2026.56	37.9319	31.3088	35.0684	30.248	37.9325
0.779853	126.422	2026.56	38.0492	31.8972	35.2709	30.3871	38.05
1.01218	126.422	2026.56	38.1595	32.421	35.4576	30.5285	38.1604
1.2445	126.422	2026.56	38.2755	32.8669	35.627	30.6737	38.2765
1.47682	126.422	2026.56	38.3946	33.253	35.8004	30.8065	38.3957
1.70915	126.422	2026.56	38.5056	33.6055	35.9555	30.9452	38.5068
1.94147	126.422	2026.56	38.6188	33.9256	36.0942	31.0849	38.6201
2.17379	126.422	2026.56	38.7337	34.2086	36.2477	31.2176	38.7351
2.40612	126.422	2026.56	38.8387	34.4579	36.3779	31.3557	38.8402
2.63844	126.422	2026.56	38.9445	34.6811	36.4891	31.4954	38.9461
2.87076	126.422	2026.56	39.0544	34.9027	36.6305	31.6218	39.0561
3.10309	126.422	2026.56	39.1536	35.0911	36.7623	31.7637	39.1554
3.33541	126.422	2026.56	39.2486	35.2578	36.8896	31.8986	39.2505
3.56773	126.422	2026.56	39.3435	35.437	37.003	32.0239	39.3455
3.80006	126.422	2026.56	39.4214	35.5965	37.1399	32.1517	39.4238
4.03238	126.422	2026.56	39.4877	35.7282	37.2519	32.2893	39.4903
4.2647	126.422	2026.56	39.5531	35.8814	37.3631	32.4194	39.556
4.49702	126.422	2026.56	39.5968	36.0249	37.5166	32.5464	39.6005
4.72935	126.422	2026.56	39.6149	36.1545	37.5737	32.6797	39.619
4.96167	126.422	2026.56	39.6205	36.2748	37.7361	32.8065	39.6263
5.19399	126.422	2026.56	39.5772	36.4019	37.8072	32.9329	39.5848
5.42632	126.422	2026.56	39.4403	36.5371	37.9568	33.0613	39.4549
5.65864	126.422	2026.56	39.2203	36.6529	38.0457	33.1882	39.2495
5.89096	126.422	2026.56	38.9225	36.781	38.2113	33.3018	39.0023
6.12329	126.422	2026.56	38.4742	36.9141	38.2948	33.4408	38.7019
6.35561	126.422	2026.56	37.6852	36.9899	38.4449	33.5557	38.5273
6.58793	126.422	2026.56	36.1642	37.1418	38.5378	33.6713	38.5567
6.82026	126.422	2026.56	33.3503	37.2046	38.6807	33.7834	38.695
7.05258	126.422	2026.56	28.3267	37.3609	38.7866	33.9001	38.8026
7.2849	126.422	2026.56	19.5307	37.4835	38.9398	34.0102	38.9547
7.51723	126.422	2026.56	4.29363	37.5989	38.988	34.124	39.0054
7.74955	126.422	2026.56	-21.9405	37.6985	39.1565	34.2317	39.1714
7.98187	126.422	2026.56	-66.9506	37.8233	39.2658	34.3452	39.2812
8.2142	126.422	2026.56	-144.018	37.8841	39.417	34.443	39.4295
8.44652	126.422	2026.56	-275.818	38.0012	39.4893	34.5556	39.5032
8.67884	126.422	2026.56	0	38.0743	39.6008	34.6692	39.6135
8.91117	126.422	2026.56	0	38.2119	39.7415	34.764	39.7542
9.14349	126.422	2026.56	0	38.2837	39.8315	34.8789	39.8436
9.37581	126.422	2026.56	0	38.3393	39.9919	34.9854	40.0014
9.60814	126.422	2026.56	0	38.4074	40.0371	35.073	40.0472
9.84046	126.422	2026.56	0	38.4884	40.1901	35.1849	40.1987
10.0728	126.422	2026.56	0	38.432	40.3002	35.2953	40.306
10.3051	126.422	2026.56	0	38.5726	40.4547	35.3797	40.4604
10.5374	126.422	2026.56	0	38.4943	40.4971	35.4927	40.5014
10.7698	126.422	2026.56	0	38.629	40.5947	35.5943	40.5994
11.0021	126.422	2026.56	0	38.537	40.7209	35.6575	40.7237
11.2344	126.422	2026.56	0	38.4661	40.76	35.7929	40.7622
11.4667	126.422	2026.56	0	38.2548	40.8425	35.8715	40.8436
11.699	126.422	2026.56	0	38.1125	40.8943	35.9433	40.895
11.9314	126.422	2026.56	0	38.461	41	36.0492	41.0012
12.1637	126.422	2026.56	0	37.6045	40.9552	36.0521	40.9554
12.396	126.422	2026.56	0	37.4255	41.0398	36.2232	41.0399
12.6283	126.422	2026.56	0	37.7285	40.9576	36.1918	40.9578
12.8607	126.422	2026.56	0	37.8355	41.0742	36.2665	41.0744
13.093	126.422	2026.56	0	36.659	40.9478	36.3443	40.9479
13.3253	126.422	2026.56	0	36.9059	41.1402	36.2547	41.1402
13.5576	126.422	2026.56	0	36.8561	41.038	36.333	41.0381
13.79	126.422	2026.56	0	35.8075	40.3486	36.2605	40.3486
14.0223	126.422	2026.56	0	35.9856	40.5231	36.0873	40.5231
14.2546	126.422	2026.56	0	35.7759	40.315	35.9959	40.3151
14.4869	126.422	2026.56	0	36.4489	40.8399	35.6817	40.8399
14.7192	126.422	2026.56	0	34.0464	38.6663	34.9179	38.6664
14.9516	126.422	2026.56	0	0	0	0	0
15.1839	126.422	2026.56	0	0	0	0	0
15.4162	126.422	2026.56	0	0	0	0	0
15.6485	126.422	2026.56	0	0	0	0	0
15.8809	126.422	2026.56	0	0	0	0	0
16.1132	126.422	2026.56	0	0	0	0	0
16.3455	126.422	2026.56	0	0	0	0	0
16.5778	126.422	2026.56	0	0	0	0	0
16.8102	126.422	2026.56	0	0	0	0	0
17.0425	126.422	2026.56	0	0	0	0	0
-5.95684	130.84	2078.62	34.665	0	0	0	34.665
-5.72452	130.84	2078.62	34.7839	0	0	23.6937	34.7839
-5.4922	130.84	2078.62	34.896	0	0	24.2947	34.896
-5.25987	130.84	2078.62	35.0132	0	0	24.778	35.0132
-5.02755	130.84	2078.62	35.134	0	0	25.2143	35.134
-4.79523	130.84	2078.62	35.247	0	0	25.6179	35.247
-4.5629	130.84	2078.62	35.3622	0	0	25.9883	35.3622
-4.33058	130.84	2078.62	35.4814	0	0	26.298	35.4814
-4.09826	130.84	2078.62	35.5931	0	0	26.5887	35.5931
-3.86593	130.84	2078.62	35.7074	0	0	26.8632	35.7074
-3.63361	130.84	2078.62	35.8289	0	24.7533	27.1092	35.8289
-3.40129	130.84	2078.62	35.9443	0	25.984	27.3384	35.9443
-3.16896	130.84	2078.62	36.0596	0	26.8776	27.5593	36.0596
-2.93664	130.84	2078.62	36.1801	0	27.6781	27.7727	36.1801
-2.70432	130.84	2078.62	36.2933	0	28.4319	27.9621	36.2933
-2.47199	130.84	2078.62	36.4056	0	29.1561	28.1514	36.4056
-2.23967	130.84	2078.62	36.526	0	29.8581	28.3401	36.526
-2.00735	130.84	2078.62	36.6421	0	30.5394	28.5062	36.6421
-1.77502	130.84	2078.62	36.7559	0	31.1964	28.6778	36.7559
-1.5427	130.84	2078.62	36.8766	22.6393	31.8189	28.8514	36.8766
-1.31038	130.84	2078.62	36.9922	25.5676	32.389	29.0071	36.9923
-1.07805	130.84	2078.62	37.1034	26.4529	32.8857	29.1616	37.1035
-0.845731	130.84	2078.62	37.2222	27.2218	33.3064	29.3243	37.2223
-0.613408	130.84	2078.62	37.3389	27.9471	33.6784	29.471	37.3389
-0.381085	130.84	2078.62	37.4512	28.6502	34.0202	29.6209	37.4513
-0.148762	130.84	2078.62	37.5711	29.3385	34.3288	29.7747	37.5713
0.0835616	130.84	2078.62	37.6894	30.0129	34.598	29.9158	37.6898
0.315885	130.84	2078.62	37.8008	30.6703	34.834	30.0577	37.8012
0.548208	130.84	2078.62	37.9179	31.3013	35.0598	30.206	37.9185
0.780531	130.84	2078.62	38.0349	31.8896	35.2622	30.3451	38.0356
1.01285	130.84	2078.62	38.1451	32.4132	35.4488	30.4866	38.146
1.24518	130.84	2078.62	38.2616	32.8588	35.6182	30.6317	38.2626
1.4775	130.84	2078.62	38.3804	33.2448	35.7916	30.7645	38.3815
1.70982	130.84	2078.62	38.4912	33.5972	35.9466	30.9032	38.4925
1.94215	130.84	2078.62	38.6049	33.9172	36.0854	31.043	38.6062
2.17447	130.84	2078.62	38.7195	34.2001	36.2388	31.1756	38.7209
2.40679	130.84	2078.62	38.8242	34.4493	36.3689	31.3137	38.8257
2.63912	130.84	2078.62	38.9306	34.6725	36.4802	31.4534	38.9322
2.87144	130.84	2078.62	39.0404	34.894	36.6217	31.5798	39.0421
3.10376	130.84	2078.62	39.1393	35.0823	36.7534	31.7217	39.1411
3.33609	130.84	2078.62	39.2348	35.249	36.8807	31.8566	39.2367
3.56841	130.84	2078.62	39.3296	35.4283	36.9941	31.9819	39.3317
3.80073	130.84	2078.62	39.4069	35.5877	37.131	32.1097	39.4093
4.03306	130.84	2078.62	39.4737	35.7194	37.243	32.2474	39.4763
4.26538	130.84	2078.62	39.5392	35.8726	37.3542	32.3774	39.5421
4.4977	130.84	2078.62	39.5818	36.016	37.5077	32.5044	39.5856
4.73003	130.84	2078.62	39.5998	36.1456	37.5648	32.6378	39.6039
4.96235	130.84	2078.62	39.6046	36.266	37.7273	32.7645	39.6106
5.19467	130.84	2078.62	39.5575	36.393	37.7982	32.8909	39.5653
5.427	130.84	2078.62	39.4157	36.5281	37.9478	33.0193	39.4308
5.65932	130.84	2078.62	39.1926	36.6441	38.0368	33.1462	39.2231
5.89164	130.84	2078.62	38.8893	36.7721	38.2023	33.2598	38.9732
6.12397	130.84	2078.62	38.4296	36.9051	38.2858	33.3989	38.6722
6.35629	130.84	2078.62	37.6123	36.981	38.436	33.5137	38.5097
6.58861	130.84	2078.62	36.0375	37.1328	38.5288	33.6293	38.5473
6.82094	130.84	2078.62	33.1313	37.1956	38.6717	33.7414	38.686
7.05326	130.84	2078.62	27.9504	37.3521	38.7776	33.8581	38.7936
7.28558	130.84	2078.62	18.8855	37.4746	38.9309	33.9682	38.9458
7.51791	130.84	2078.62	3.18958	37.59	38.9791	34.082	38.9964
7.75023	130.84	2078.62	-23.8281	37.6896	39.1477	34.1897	39.1625
7.98255	130.84	2078.62	-70.1759	37.8144	39.2569	34.3032	39.2723
8.21487	130.84	2078.62	-149.527	37.8752	39.408	34.401	39.4205
8.4472	130.84	2078.62	0	37.9924	39.4805	34.5136	39.4944
8.67952	130.84	2078.62	0	38.0654	39.5917	34.6272	39.6045
8.91184	130.84	2078.62	0	38.203	39.7326	34.722	39.7452
9.14417	130.84	2078.62	0	38.2749	39.8225	34.8369	39.8346
9.37649	130.84	2078.62	0	38.3305	39.9831	34.9434	39.9927
9.60881	130.84	2078.62	0	38.3987	40.0282	35.031	40.0383
9.84114	130.84	2078.62	0	38.4797	40.1813	35.143	40.1899
10.0735	130.84	2078.62	0	38.4235	40.2913	35.2533	40.2971
10.3058	130.84	2078.62	0	38.564	40.4458	35.3378	40.4515
10.5381	130.84	2078.62	0	38.4859	40.4882	35.4508	40.4925
10.7704	130.84	2078.62	0	38.6205	40.5858	35.5525	40.5905
11.0028	130.84	2078.62	0	38.5285	40.7118	35.6158	40.7146
11.2351	130.84	2078.62	0	38.4569	40.7512	35.7514	40.7534
11.4674	130.84	2078.62	0	38.2467	40.8337	35.83	40.8348
11.6997	130.84	2078.62	0	38.1044	40.8853	35.902	40.8861
11.932	130.84	2078.62	0	38.4528	40.9913	36.008	40.9926
12.1644	130.84	2078.62	0	37.5965	40.9465	36.0111	40.9467
12.3967	130.84	2078.62	0	37.4175	41.0313	36.1825	41.0314
12.629	130.84	2078.62	0	37.7205	40.9491	36.1513	40.9494
12.8613	130.84	2078.62	0	37.8275	41.0659	36.2263	41.0662
13.0937	130.84	2078.62	0	36.6512	40.9397	36.3044	40.9397
13.326	130.84	2078.62	0	36.8982	41.1321	36.215	41.1321
13.5583	130.84	2078.62	0	36.8486	41.0302	36.2941	41.0302
13.7906	130.84	2078.62	0	35.8015	40.3424	36.2224	40.3425
14.023	130.84	2078.62	0	35.9804	40.5177	36.0497	40.5177
14.2553	130.84	2078.62	0	35.772	40.311	35.9593	40.311
14.4876	130.84	2078.62	0	36.446	40.8365	35.6458	40.8366
14.7199	130.84	2078.62	0	34.0458	38.6656	34.8832	38.6657
14.9522	130.84	2078.62	0	0	0	0	0
15.1846	130.84	2078.62	0	0	0	0	0
15.4169	130.84	2078.62	0	0	0	0	0
15.6492	130.84	2078.62	0	0	0	0	0
15.8815	130.84	2078.62	0	0	0	0	0
16.1139	130.84	2078.62	0	0	0	0	0
16.3462	130.84	2078.62	0	0	0	0	0
16.5785	130.84	2078.62	0	0	0	0	0
16.8108	130.84	2078.62	0	0	0	0	0
17.0432	130.84	2078.62	0	0	0	0	0
-5.95619	135.414	2131.3	34.6507	0	0	0	34.6507
-5.72387	135.414	2131.3	34.7692	0	0	23.6513	34.7692
-5.49154	135.414	2131.3	34.8812	0	0	24.2522	34.8812
-5.25922	135.414	2131.3	34.9989	0	0	24.7355	34.9989
-5.0269	135.414	2131.3	35.1195	0	0	25.1718	35.1195
-4.79457	135.414	2131.3	35.2322	0	0	25.5755	35.2322
-4.56225	135.414	2131.3	35.3479	0	0	25.9458	35.3479
-4.32993	135.414	2131.3	35.4668	0	0	26.2554	35.4668
-4.0976	135.414	2131.3	35.5782	0	0	26.5462	35.5782
-3.86528	135.414	2131.3	35.6931	0	0	26.8207	35.6931
-3.63296	135.414	2131.3	35.8145	0	24.746	27.0667	35.8145
-3.40063	135.414	2131.3	35.9296	0	25.9766	27.2959	35.9296
-3.16831	135.414	2131.3	36.0453	0	26.87	27.5168	36.0453
