6	18.49	-2	-1.#INF
6.45	18.49	-2	-1.#INF
6.9	18.49	-2	-1.#INF
7.35	18.49	-2	-1.#INF
7.8	18.49	-2	-1.#INF
8.25	18.49	-2	-1.#INF
8.7	18.49	-2	-1.#INF
9.15	18.49	-2	-1.#INF
9.6	18.49	-2	-1.#INF
10.05	18.49	-2	-1.#INF
10.5	18.49	-2	-1.#INF
10.95	18.49	-2	-1.#INF
11.4	18.49	-2	-1.#INF
11.85	18.49	-2	-1.#INF
12.3	18.49	-2	-1.#INF
12.75	18.49	-2	-1.#INF
13.2	18.49	-2	-1.#INF
13.65	18.49	-2	-1.#INF
14.1	18.49	-2	-1.#INF
14.55	18.49	-2	-1.#INF
15	18.49	-2	-1.#INF
6	19.99	-2	24.6074
6.45	19.99	-2	25.1084
6.9	19.99	-2	24.7055
7.35	19.99	-2	23.9819
7.8	19.99	-2	23.1445
8.25	19.99	-2	22.2667
8.7	19.99	-2	21.3746
9.15	19.99	-2	20.4774
9.6	19.99	-2	19.5783
10.05	19.99	-2	18.6787
10.5	19.99	-2	17.7787
10.95	19.99	-2	16.8785
11.4	19.99	-2	15.9778
11.85	19.99	-2	15.0758
12.3	19.99	-2	14.1702
12.75	19.99	-2	13.2545
13.2	19.99	-2	12.3101
13.65	19.99	-2	11.2849
14.1	19.99	-2	10.0322
14.55	19.99	-2	8.13797
15	19.99	-2	4.43596
6	21.49	-2	23.121
6.45	21.49	-2	23.622
6.9	21.49	-2	23.2191
7.35	21.49	-2	22.4954
7.8	21.49	-2	21.658
8.25	21.49	-2	20.7802
8.7	21.49	-2	19.8881
9.15	21.49	-2	18.9909
9.6	21.49	-2	18.0919
10.05	21.49	-2	17.1922
10.5	21.49	-2	16.2922
10.95	21.49	-2	15.392
11.4	21.49	-2	14.4913
11.85	21.49	-2	13.5894
12.3	21.49	-2	12.6838
12.75	21.49	-2	11.768
13.2	21.49	-2	10.8236
13.65	21.49	-2	9.79844
14.1	21.49	-2	8.54568
14.55	21.49	-2	6.65149
15	21.49	-2	2.94948
6	18.49	4.50657	-1.#INF
6.45	18.49	4.50657	-1.#INF
6.9	18.49	4.50657	-1.#INF
7.35	18.49	4.50657	-1.#INF
7.8	18.49	4.50657	-1.#INF
8.25	18.49	4.50657	-1.#INF
8.7	18.49	4.50657	-1.#INF
9.15	18.49	4.50657	-1.#INF
9.6	18.49	4.50657	-1.#INF
10.05	18.49	4.50657	-1.#INF
10.5	18.49	4.50657	-1.#INF
10.95	18.49	4.50657	-1.#INF
11.4	18.49	4.50657	-1.#INF
11.85	18.49	4.50657	-1.#INF
12.3	18.49	4.50657	-1.#INF
12.75	18.49	4.50657	-1.#INF
13.2	18.49	4.50657	-1.#INF
13.65	18.49	4.50657	-1.#INF
14.1	18.49	4.50657	-1.#INF
14.55	18.49	4.50657	-1.#INF
15	18.49	4.50657	-1.#INF
6	19.99	4.50657	31.114
6.45	19.99	4.50657	31.615
6.9	19.99	4.50657	31.2121
7.35	19.99	4.50657	30.4885
7.8	19.99	4.50657	29.6511
8.25	19.99	4.50657	28.7733
8.7	19.99	4.50657	27.8811
9.15	19.99	4.50657	26.9839
9.6	19.99	4.50657	26.0849
10.05	19.99	4.50657	25.1852
10.5	19.99	4.50657	24.2853
10.95	19.99	4.50657	23.3851
11.4	19.99	4.50657	22.4844
11.85	19.99	4.50657	21.1428
12.3	19.99	4.50657	19.5629
12.75	19.99	4.50657	-1.#IND
13.2	19.99	4.50657	-1.#IND
13.65	19.99	4.50657	-1.#IND
14.1	19.99	4.50657	-1.#IND
14.55	19.99	4.50657	-1.#IND
15	19.99	4.50657	4.43596
6	21.49	4.50657	29.6275
6.45	21.49	4.50657	30.1285
6.9	21.49	4.50657	29.7256
7.35	21.49	4.50657	29.002
7.8	21.49	4.50657	28.1646
8.25	21.49	4.50657	27.2868
8.7	21.49	4.50657	26.3947
9.15	21.49	4.50657	25.4975
9.6	21.49	4.50657	24.5984
10.05	21.49	4.50657	23.6988
10.5	21.49	4.50657	22.7988
10.95	21.49	4.50657	21.8986
11.4	21.49	4.50657	20.9979
11.85	21.49	4.50657	20.0959
12.3	21.49	4.50657	19.1903
12.75	21.49	4.50657	18.2746
13.2	21.49	4.50657	17.3302
13.65	21.49	4.50657	16.305
14.1	21.49	4.50657	15.0523
14.55	21.49	4.50657	13.1581
15	21.49	4.50657	-1.#IND
6	18.49	11.0131	-1.#INF
6.45	18.49	11.0131	-1.#INF
6.9	18.49	11.0131	-1.#INF
7.35	18.49	11.0131	-1.#INF
7.8	18.49	11.0131	-1.#INF
8.25	18.49	11.0131	-1.#INF
8.7	18.49	11.0131	-1.#INF
9.15	18.49	11.0131	-1.#INF
9.6	18.49	11.0131	-1.#INF
10.05	18.49	11.0131	-1.#INF
10.5	18.49	11.0131	-1.#INF
10.95	18.49	11.0131	-1.#INF
11.4	18.49	11.0131	-1.#INF
11.85	18.49	11.0131	-1.#INF
12.3	18.49	11.0131	-1.#INF
12.75	18.49	11.0131	-1.#INF
13.2	18.49	11.0131	-1.#INF
13.65	18.49	11.0131	-1.#INF
14.1	18.49	11.0131	-1.#INF
14.55	18.49	11.0131	-1.#INF
15	18.49	11.0131	-1.#INF
6	19.99	11.0131	42.3545
6.45	19.99	11.0131	41.8939
6.9	19.99	11.0131	41.0576
7.35	19.99	11.0131	39.9565
7.8	19.99	11.0131	38.7304
8.25	19.99	11.0131	37.4704
8.7	19.99	11.0131	36.2214
9.15	19.99	11.0131	35.0402
9.6	19.99	11.0131	33.9618
10.05	19.99	11.0131	32.9323
10.5	19.99	11.0131	31.7647
10.95	19.99	11.0131	30.1115
11.4	19.99	11.0131	-1.#IND
11.85	19.99	11.0131	-1.#IND
12.3	19.99	11.0131	-1.#IND
12.75	19.99	11.0131	-1.#IND
13.2	19.99	11.0131	-1.#IND
13.65	19.99	11.0131	-1.#IND
14.1	19.99	11.0131	12.7425
14.55	19.99	11.0131	11.8425
15	19.99	11.0131	10.9425
6	21.49	11.0131	40.8717
6.45	21.49	11.0131	40.4141
6.9	21.49	11.0131	39.5815
7.35	21.49	11.0131	38.4841
7.8	21.49	11.0131	37.2615
8.25	21.49	11.0131	36.0056
8.7	21.49	11.0131	34.7636
9.15	21.49	11.0131	33.5986
9.6	21.49	11.0131	32.568
10.05	21.49	11.0131	31.6924
10.5	21.49	11.0131	30.9513
10.95	21.49	11.0131	30.2999
11.4	21.49	11.0131	29.6663
11.85	21.49	11.0131	28.8533
12.3	21.49	11.0131	27.6502
12.75	21.49	11.0131	26.1827
