log(E/eV)	z/pc	t/yr	Synchr	IC	IC-Aux	SSC
17.5037	78.8046	257.859	0	0	0	0
-5.49429	85.3168	279.168	36.8297	0	0	0
-4.70119	85.3168	279.168	37.2162	0	0	24.8748
-3.90808	85.3168	279.168	37.588	0	0	26.2453
-3.11498	85.3168	279.168	37.9547	0	25.52	27.3153
-2.32188	85.3168	279.168	38.3354	0	28.4064	28.1565
-1.52877	85.3168	279.168	38.7202	0	30.6681	28.8399
-0.735671	85.3168	279.168	39.0506	26.8109	32.3263	29.4337
0.0574323	85.3168	279.168	39.2977	29.3406	33.5303	29.9658
0.850536	85.3168	279.168	39.4565	31.4726	34.4526	30.4682
1.64364	85.3168	279.168	39.5443	32.9616	35.1631	30.9406
2.43674	85.3168	279.168	39.583	34.0907	35.701	31.3928
3.22985	85.3168	279.168	39.5858	34.9484	36.1668	31.8203
4.02295	85.3168	279.168	39.5556	35.5984	36.6079	32.2458
4.81605	85.3168	279.168	39.5032	36.1343	36.9965	32.6217
5.60916	85.3168	279.168	39.4316	36.5903	37.381	33.0258
6.40226	85.3168	279.168	39.2958	37.0039	37.7707	33.3912
7.19536	85.3168	279.168	39.0255	37.3853	38.1314	33.7351
7.98847	85.3168	279.168	38.5151	37.7906	38.5119	34.0542
8.78157	85.3168	279.168	37.5497	38.1155	38.9217	34.3523
9.57467	85.3168	279.168	36.0237	38.3891	39.1649	34.6087
10.3678	85.3168	279.168	32.9	38.63	39.3404	34.7944
11.1609	85.3168	279.168	19.7402	38.7273	39.3802	34.8223
11.954	85.3168	279.168	-67.4931	38.2427	39.3236	34.697
12.7471	85.3168	279.168	0	36.9309	39.1406	34.3605
13.5402	85.3168	279.168	0	35.1715	38.463	33.9483
14.3333	85.3168	279.168	0	33.3583	37.2106	33.2622
15.1264	85.3168	279.168	0	31.0469	35.0596	31.9612
15.9195	85.3168	279.168	0	25.8512	29.9108	27.6652
16.7126	85.3168	279.168	0	0	0	0
17.5057	85.3168	279.168	0	0	0	0
-5.4923	92.3671	302.237	36.7836	0	0	0
-4.6992	92.3671	302.237	37.1696	0	0	24.7538
-3.9061	92.3671	302.237	37.541	0	0	26.1251
-3.11299	92.3671	302.237	37.9081	0	25.5007	27.1962
-2.31989	92.3671	302.237	38.2893	0	28.3868	28.038
-1.52679	92.3671	302.237	38.672	0	30.6477	28.7216
-0.733684	92.3671	302.237	38.9985	26.7912	32.3046	29.3155
0.0594199	92.3671	302.237	39.2406	29.3208	33.509	29.8477
0.852523	92.3671	302.237	39.3948	31.4518	34.4317	30.35
1.64563	92.3671	302.237	39.4794	32.9399	35.1424	30.8221
2.43873	92.3671	302.237	39.5164	34.0696	35.6803	31.2738
3.23183	92.3671	302.237	39.5183	34.9276	36.146	31.7007
4.02494	92.3671	302.237	39.4879	35.5775	36.5872	32.1258
4.81804	92.3671	302.237	39.4373	36.1133	36.9759	32.5008
5.61114	92.3671	302.237	39.3656	36.5693	37.3602	32.9045
6.40425	92.3671	302.237	39.2266	36.983	37.75	33.2692
7.19735	92.3671	302.237	38.9508	37.3643	38.1106	33.6124
7.99045	92.3671	302.237	38.4295	37.7697	38.4908	33.9307
8.78356	92.3671	302.237	37.4266	38.0946	38.8994	34.2279
9.57666	92.3671	302.237	35.7773	38.3682	39.1412	34.483
10.3698	92.3671	302.237	32.6514	38.6086	39.3154	34.6672
11.1629	92.3671	302.237	18.3168	38.7042	39.3542	34.6942
11.956	92.3671	302.237	-76.2125	38.2195	39.2972	34.5692
12.7491	92.3671	302.237	0	36.9073	39.1134	34.2345
13.5422	92.3671	302.237	0	35.1478	38.4374	33.824
14.3353	92.3671	302.237	0	33.3347	37.1866	33.1386
15.1284	92.3671	302.237	0	31.0233	35.0359	31.8377
15.9215	92.3671	302.237	0	25.8277	29.8871	27.5414
16.7146	92.3671	302.237	0	0	0	0
17.5077	92.3671	302.237	0	0	0	0
-5.49033	100	327.213	0	0	0	0
-4.69722	100	327.213	0	0	0	0
-3.90412	100	327.213	0	0	0	0
-3.11102	100	327.213	0	0	0	0
-2.31791	100	327.213	0	0	0	0
-1.52481	100	327.213	0	0	0	0
-0.731705	100	327.213	0	0	0	0
0.0613985	100	327.213	0	0	0	0
0.854502	100	327.213	0	0	0	0
1.64761	100	327.213	0	0	0	0
2.44071	100	327.213	0	0	0	0
3.23381	100	327.213	0	0	0	0
4.02692	100	327.213	0	0	0	0
4.82002	100	327.213	0	0	0	0
5.61312	100	327.213	0	0	0	0
6.40623	100	327.213	0	0	0	0
7.19933	100	327.213	0	0	0	0
7.99243	100	327.213	0	0	0	0
8.78554	100	327.213	0	0	0	0
9.57864	100	327.213	0	0	0	0
10.3717	100	327.213	0	0	0	0
11.1648	100	327.213	0	0	0	0
11.958	100	327.213	0	0	0	0
12.7511	100	327.213	0	0	0	0
13.5442	100	327.213	0	0	0	0
14.3373	100	327.213	0	0	0	0
15.1304	100	327.213	0	0	0	0
15.9235	100	327.213	0	0	0	0
16.7166	100	327.213	0	0	0	0
17.5097	100	327.213	0	0	0	0
