log(E / eV)	log(z / pc)	t / yr	 logQ
6	1	0	56.9501
6.11111	1	0	57.2106
6.22222	1	0	57.362
6.33333	1	0	57.4291
6.44444	1	0	57.431
6.55556	1	0	57.3824
6.66667	1	0	57.2946
6.77778	1	0	57.1765
6.88889	1	0	57.0349
7	1	0	56.8752
7.11111	1	0	56.7013
7.22222	1	0	56.5165
7.33333	1	0	56.3233
7.44444	1	0	56.1235
7.55556	1	0	55.9187
7.66667	1	0	55.7099
7.77778	1	0	55.4981
7.88889	1	0	55.284
8	1	0	55.068
8.11111	1	0	54.8506
8.22222	1	0	54.6322
8.33333	1	0	54.4128
8.44444	1	0	54.1929
8.55556	1	0	53.9724
8.66667	1	0	53.7515
8.77778	1	0	53.5303
8.88889	1	0	53.3089
9	1	0	53.0873
9.11111	1	0	52.8656
9.22222	1	0	52.6437
9.33333	1	0	52.4218
9.44444	1	0	52.1998
9.55556	1	0	51.9777
9.66667	1	0	51.7556
9.77778	1	0	51.5335
9.88889	1	0	51.3114
10	1	0	51.0892
10.1111	1	0	50.867
10.2222	1	0	50.6449
10.3333	1	0	50.4227
10.4444	1	0	50.2004
10.5556	1	0	49.9782
10.6667	1	0	49.756
10.7778	1	0	49.5338
10.8889	1	0	49.3115
11	1	0	49.0893
11.1111	1	0	48.867
11.2222	1	0	48.6444
11.3333	1	0	48.4209
11.4444	1	0	48.1947
11.5556	1	0	47.9636
11.6667	1	0	47.7246
11.7778	1	0	47.4757
11.8889	1	0	47.2155
12	1	0	46.9439
12.1111	1	0	46.6612
12.2222	1	0	46.3685
12.3333	1	0	46.0669
12.4444	1	0	45.7576
12.5556	1	0	45.4417
12.6667	1	0	45.12
12.7778	1	0	44.7932
12.8889	1	0	44.4619
13	1	0	44.1264
13.1111	1	0	43.7866
13.2222	1	0	43.4426
13.3333	1	0	43.0941
13.4444	1	0	42.7406
13.5556	1	0	42.3815
13.6667	1	0	42.0159
13.7778	1	0	41.6427
13.8889	1	0	41.2604
14	1	0	40.8672
14.1111	1	0	40.4607
14.2222	1	0	40.0383
14.3333	1	0	39.5962
14.4444	1	0	39.1301
14.5556	1	0	38.6342
14.6667	1	0	38.1014
14.7778	1	0	37.5228
14.8889	1	0	36.8869
15	1	0	36.1791
15.1111	1	0	35.3805
15.2222	1	0	34.4668
15.3333	1	0	33.4062
15.4444	1	0	32.1561
15.5556	1	0	30.6595
15.6667	1	0	28.8402
15.7778	1	0	26.5983
15.8889	1	0	23.8052
16	1	0	20.2968
