log(E / eV)	log(z / pc)	t / yr	 logQ
6	1	0	49.5731
6.11111	1	0	49.841
6.22222	1	0	49.9983
6.33333	1	0	50.07
6.44444	1	0	50.0753
6.55556	1	0	50.0292
6.66667	1	0	49.9434
6.77778	1	0	49.8268
6.88889	1	0	49.6863
7	1	0	49.5274
7.11111	1	0	49.3542
7.22222	1	0	49.1699
7.33333	1	0	48.9771
7.44444	1	0	48.7776
7.55556	1	0	48.573
7.66667	1	0	48.3644
7.77778	1	0	48.1528
7.88889	1	0	47.9387
8	1	0	47.7228
8.11111	1	0	47.5055
8.22222	1	0	47.2871
8.33333	1	0	47.0678
8.44444	1	0	46.8479
8.55556	1	0	46.6274
8.66667	1	0	46.4065
8.77778	1	0	46.1854
8.88889	1	0	45.964
9	1	0	45.7424
9.11111	1	0	45.5206
9.22222	1	0	45.2988
9.33333	1	0	45.0769
9.44444	1	0	44.8549
9.55556	1	0	44.6328
9.66667	1	0	44.4107
9.77778	1	0	44.1886
9.88889	1	0	43.9665
10	1	0	43.7443
10.1111	1	0	43.5221
10.2222	1	0	43.3
10.3333	1	0	43.0778
10.4444	1	0	42.8555
10.5556	1	0	42.6333
10.6667	1	0	42.4111
10.7778	1	0	42.1889
10.8889	1	0	41.9666
11	1	0	41.7444
11.1111	1	0	41.5221
11.2222	1	0	41.2999
11.3333	1	0	41.0776
11.4444	1	0	40.8553
11.5556	1	0	40.6329
11.6667	1	0	40.4106
11.7778	1	0	40.1881
11.8889	1	0	39.9657
12	1	0	39.7431
12.1111	1	0	39.5205
12.2222	1	0	39.2978
12.3333	1	0	39.0749
12.4444	1	0	38.8517
12.5556	1	0	38.6284
12.6667	1	0	38.4047
12.7778	1	0	38.1806
12.8889	1	0	37.9559
13	1	0	37.7305
13.1111	1	0	37.5042
13.2222	1	0	37.2766
13.3333	1	0	37.0476
13.4444	1	0	36.8165
13.5556	1	0	36.5829
13.6667	1	0	36.3459
13.7778	1	0	36.1047
13.8889	1	0	35.8579
14	1	0	35.6039
14.1111	1	0	35.3407
14.2222	1	0	35.0655
14.3333	1	0	34.7749
14.4444	1	0	34.4643
14.5556	1	0	34.128
14.6667	1	0	33.7584
14.7778	1	0	33.3459
14.8889	1	0	32.8779
15	1	0	32.3382
15.1111	1	0	31.7059
15.2222	1	0	30.9541
15.3333	1	0	30.0479
15.4444	1	0	28.9423
15.5556	1	0	27.5791
15.6667	1	0	25.8833
15.7778	1	0	23.7579
15.8889	1	0	21.0776
16	1	0	17.6806
16.1111	1	0	13.3581
16.2222	1	0	7.84006
16.3333	1	0	0.778065
16.4444	1	0	-8.27806
