log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
7.70609	10.3339	0.228364	40.7533	37.7728	38.5936	36.6618
7.93841	10.3339	0.228364	40.5797	37.9292	38.6972	36.7573
8.17074	10.3339	0.228364	40.4308	37.9835	38.8699	36.8391
8.40306	10.3339	0.228364	40.2569	38.1385	38.885	36.9465
8.63538	10.3339	0.228364	39.9718	38.217	39.0723	37.033
8.86771	10.3339	0.228364	39.6026	38.3622	39.1375	37.1258
9.10003	10.3339	0.228364	39.286	38.3951	39.2716	37.2048
9.33235	10.3339	0.228364	38.9348	38.5676	39.3159	37.2891
9.56468	10.3339	0.228364	38.4439	38.6052	39.4309	37.3566
9.797	10.3339	0.228364	37.8662	38.7279	39.478	37.4319
10.0293	10.3339	0.228364	37.2991	38.8139	39.5187	37.5004
10.2616	10.3339	0.228364	36.6591	38.853	39.5977	37.5605
10.494	10.3339	0.228364	35.709	38.906	39.6881	37.597
10.7263	10.3339	0.228364	34.2896	38.959	39.6365	37.6156
10.9586	10.3339	0.228364	32.9553	38.8744	39.6614	37.661
11.1909	10.3339	0.228364	30.8524	38.9178	39.6811	37.6423
11.4233	10.3339	0.228364	28.8161	38.6749	39.7341	37.5871
11.6556	10.3339	0.228364	26.1956	38.7034	39.6424	37.5705
11.8879	10.3339	0.228364	21.5088	38.3388	39.5889	37.4466
12.1202	10.3339	0.228364	13.2875	38.3525	39.6828	37.3807
12.3526	10.3339	0.228364	-0.968107	37.9234	39.4777	37.2827
12.5849	10.3339	0.228364	-25.5266	38.0076	39.3717	37.2562
12.8172	10.3339	0.228364	-67.6758	37.63	39.4153	37.0943
13.0495	10.3339	0.228364	-139.858	37.897	39.1453	36.8902
13.2818	10.3339	0.228364	-263.319	36.0788	39.1025	36.7516
13.5142	10.3339	0.228364	0	35.575	38.79	36.6252
13.7465	10.3339	0.228364	0	35.5429	38.7061	36.4757
13.9788	10.3339	0.228364	0	35.0054	38.3887	36.1898
14.2111	10.3339	0.228364	0	35.0325	38.3244	35.9881
14.4435	10.3339	0.228364	0	34.667	37.5982	35.5812
14.6758	10.3339	0.228364	0	32.4686	36.4125	35.1034
14.9081	10.3339	0.228364	0	32.1603	36.1268	34.8275
15.1404	10.3339	0.228364	0	31.1638	35.1567	33.9485
15.3728	10.3339	0.228364	0	30.5464	34.5561	33.365
15.6051	10.3339	0.228364	0	29.3809	33.4007	32.2248
15.8374	10.3339	0.228364	0	28.4662	32.4748	31.0103
16.0697	10.3339	0.228364	0	20.6373	24.7056	25.0858
16.3021	10.3339	0.228364	0	0	0	0
16.5344	10.3339	0.228364	0	0	0	0
16.7667	10.3339	0.228364	0	0	0	0
16.999	10.3339	0.228364	0	0	0	0
17.2313	10.3339	0.228364	0	0	0	0
17.4637	10.3339	0.228364	0	0	0	0
-5.41676	10.679	0.276862	38.4011	0	0	0
-5.18444	10.679	0.276862	38.5223	0	0	26.7994
-4.95212	10.679	0.276862	38.6362	0	0	27.4024
-4.7198	10.679	0.276862	38.7595	0	0	27.888
-4.48747	10.679	0.276862	38.8846	0	0	28.3269
-4.25515	10.679	0.276862	38.9972	0	0	28.7333
-4.02283	10.679	0.276862	39.1109	0	0	29.1094
-3.7905	10.679	0.276862	39.2337	0	0	29.4324
-3.55818	10.679	0.276862	39.3477	0	0	29.7231
-3.32586	10.679	0.276862	39.4559	0	0	30.0012
-3.09353	10.679	0.276862	39.5763	0	26.4397	30.2766
-2.86121	10.679	0.276862	39.6987	0	27.6026	30.4925
-2.62889	10.679	0.276862	39.8112	0	28.4386	30.7174
-2.39656	10.679	0.276862	39.9272	0	29.191	30.9366
-2.16424	10.679	0.276862	40.0498	0	29.9021	31.1324
-1.93192	10.679	0.276862	40.1608	0	30.5828	31.3235
-1.69959	10.679	0.276862	40.2663	0	31.2322	31.5059
-1.46727	10.679	0.276862	40.3827	0	31.8389	31.6978
-1.23495	10.679	0.276862	40.4965	0	32.3845	31.8578
-1.00262	10.679	0.276862	40.5983	24.7029	32.8527	32.0219
-0.7703	10.679	0.276862	40.7048	27.6231	33.2546	32.1903
-0.537977	10.679	0.276862	40.8157	28.4998	33.6204	32.3411
-0.305654	10.679	0.276862	40.9092	29.2586	33.9577	32.4938
-0.0733306	10.679	0.276862	40.9927	29.9703	34.2607	32.654
0.158993	10.679	0.276862	41.0827	30.6529	34.5278	32.8109
0.391316	10.679	0.276862	41.1604	31.3082	34.7653	32.9549
0.623639	10.679	0.276862	41.2156	31.9282	34.9924	33.1
0.855962	10.679	0.276862	41.2738	32.4961	35.2044	33.2505
1.08829	10.679	0.276862	41.3393	32.9919	35.3811	33.383
1.32061	10.679	0.276862	41.3836	33.4139	35.5429	33.537
1.55293	10.679	0.276862	41.415	33.7896	35.7275	33.6658
1.78526	10.679	0.276862	41.4588	34.1377	35.8818	33.8076
2.01758	10.679	0.276862	41.4901	34.4539	36.0118	33.939
2.2499	10.679	0.276862	41.4924	34.7335	36.1517	34.0728
2.48222	10.679	0.276862	41.5003	34.9779	36.3086	34.2136
2.71455	10.679	0.276862	41.5248	35.2093	36.4348	34.3398
2.94687	10.679	0.276862	41.5276	35.4279	36.5409	34.4677
3.17919	10.679	0.276862	41.5208	35.6187	36.6906	34.5997
3.41152	10.679	0.276862	41.541	35.776	36.8204	34.7284
3.64384	10.679	0.276862	41.5548	35.96	36.8974	34.8524
3.87616	10.679	0.276862	41.5396	36.1244	37.0428	34.9744
4.10849	10.679	0.276862	41.5336	36.2556	37.1953	35.1065
4.34081	10.679	0.276862	41.542	36.4054	37.2869	35.1949
4.57313	10.679	0.276862	41.5225	36.5595	37.3949	35.3372
4.80546	10.679	0.276862	41.4917	36.69	37.5509	35.4544
5.03778	10.679	0.276862	41.4926	36.7809	37.6329	35.5772
5.2701	10.679	0.276862	41.4894	36.9214	37.7682	35.6942
5.50243	10.679	0.276862	41.4627	37.0629	37.8685	35.8155
5.73475	10.679	0.276862	41.4487	37.1915	38.0213	35.9203
5.96707	10.679	0.276862	41.4409	37.2895	38.1484	36.0343
6.1994	10.679	0.276862	41.3947	37.4281	38.2435	36.1436
6.43172	10.679	0.276862	41.3309	37.5673	38.4094	36.2499
6.66404	10.679	0.276862	41.2952	37.6448	38.4844	36.3519
6.89637	10.679	0.276862	41.2419	37.7959	38.6227	36.4579
7.12869	10.679	0.276862	41.1478	37.9076	38.6999	36.5586
7.36101	10.679	0.276862	41.0696	38.0106	38.8696	36.6627
7.59334	10.679	0.276862	41.0065	38.1317	38.9012	36.7523
7.82566	10.679	0.276862	40.8836	38.2509	39.0636	36.8634
8.05798	10.679	0.276862	40.7093	38.3995	39.1553	36.9533
8.29031	10.679	0.276862	40.562	38.4499	39.3072	37.0277
8.52263	10.679	0.276862	40.3831	38.6214	39.3144	37.1334
8.75495	10.679	0.276862	40.0899	38.6802	39.4873	37.2115
8.98728	10.679	0.276862	39.7215	38.8184	39.5181	37.2995
9.2196	10.679	0.276862	39.4064	38.878	39.6031	37.3718
9.45192	10.679	0.276862	39.0499	39.0449	39.6574	37.4466
9.68425	10.679	0.276862	38.5481	39.0637	39.7654	37.5055
9.91657	10.679	0.276862	37.9727	39.2101	39.7563	37.5709
10.1489	10.679	0.276862	37.4016	39.2848	39.7997	37.6299
10.3812	10.679	0.276862	36.7546	39.3059	39.8682	37.6759
10.6135	10.679	0.276862	35.7714	39.3582	39.9705	37.6964
10.8459	10.679	0.276862	34.3472	39.3661	39.8545	37.7003
11.0782	10.679	0.276862	32.9955	39.2979	39.918	37.7309
11.3105	10.679	0.276862	30.8396	39.3215	39.8929	37.6965
11.5428	10.679	0.276862	28.8355	39.07	39.9484	37.6273
11.7752	10.679	0.276862	26.1187	39.0955	39.8425	37.6031
12.0075	10.679	0.276862	21.265	38.7289	39.8171	37.477
12.2398	10.679	0.276862	12.7589	38.7333	39.8379	37.406
12.4721	10.679	0.276862	-1.98308	38.3034	39.7017	37.313
12.7044	10.679	0.276862	-27.372	38.38	39.587	37.2812
12.9368	10.679	0.276862	-70.9389	37.997	39.5455	37.1243
13.1691	10.679	0.276862	-145.542	38.2175	39.3721	36.9194
13.4014	10.679	0.276862	-273.135	36.4749	39.2964	36.7927
13.6337	10.679	0.276862	0	35.9719	39.0431	36.669
13.8661	10.679	0.276862	0	35.9402	38.9267	36.5179
14.0984	10.679	0.276862	0	35.4038	38.6859	36.2344
14.3307	10.679	0.276862	0	35.4318	38.5916	36.0302
14.563	10.679	0.276862	0	35.0666	37.7934	35.6245
14.7954	10.679	0.276862	0	32.8729	36.7985	35.153
15.0277	10.679	0.276862	0	32.5662	36.5135	34.877
15.26	10.679	0.276862	0	31.5713	35.5457	33.9983
15.4923	10.679	0.276862	0	30.9554	34.9456	33.4148
15.7246	10.679	0.276862	0	29.7909	33.7895	32.2747
15.957	10.679	0.276862	0	28.8768	32.8574	31.0594
16.1893	10.679	0.276862	0	21.0482	25.1021	25.1373
16.4216	10.679	0.276862	0	0	0	0
16.6539	10.679	0.276862	0	0	0	0
16.8863	10.679	0.276862	0	0	0	0
17.1186	10.679	0.276862	0	0	0	0
17.3509	10.679	0.276862	0	0	0	0
17.5832	10.679	0.276862	0	0	0	0
-5.3664	11.0356	0.336658	38.5832	0	0	0
-5.13408	11.0356	0.336658	38.7032	0	0	27.0603
-4.90176	11.0356	0.336658	38.817	0	0	27.6613
-4.66943	11.0356	0.336658	38.9408	0	0	28.1448
-4.43711	11.0356	0.336658	39.0651	0	0	28.5812
-4.20479	11.0356	0.336658	39.177	0	0	28.9832
-3.97246	11.0356	0.336658	39.2912	0	0	29.3517
-3.74014	11.0356	0.336658	39.4138	0	0	29.6655
-3.50782	11.0356	0.336658	39.5269	0	0	29.9446
-3.27549	11.0356	0.336658	39.6352	0	0	30.2127
-3.04317	11.0356	0.336658	39.7559	0	26.9107	30.4795
-2.81085	11.0356	0.336658	39.8774	0	28.0694	30.689
-2.57852	11.0356	0.336658	39.9889	0	28.9015	30.908
-2.3462	11.0356	0.336658	40.1048	0	29.65	31.1218
-2.11388	11.0356	0.336658	40.226	0	30.3569	31.3137
-1.88155	11.0356	0.336658	40.3347	0	31.0321	31.5014
-1.64923	11.0356	0.336658	40.4384	0	31.6734	31.6809
-1.41691	11.0356	0.336658	40.5527	0	32.2677	31.8698
-1.18458	11.0356	0.336658	40.6624	0	32.7957	32.0279
-0.952261	11.0356	0.336658	40.7596	25.1644	33.2442	32.1904
-0.719938	11.0356	0.336658	40.8619	28.0829	33.6318	32.3569
-0.487614	11.0356	0.336658	40.9671	28.9579	33.9856	32.5064
-0.255291	11.0356	0.336658	41.0533	29.7146	34.3079	32.6578
-0.022968	11.0356	0.336658	41.1296	30.4237	34.5922	32.8164
0.209355	11.0356	0.336658	41.213	31.1023	34.8389	32.9719
0.441678	11.0356	0.336658	41.2826	31.7514	35.0594	33.1146
0.674002	11.0356	0.336658	41.3294	32.3614	35.2748	33.2584
0.906325	11.0356	0.336658	41.3811	32.9137	35.4733	33.4074
1.13865	11.0356	0.336658	41.4407	33.39	35.6377	33.5386
1.37097	11.0356	0.336658	41.4786	33.7954	35.7959	33.6911
1.60329	11.0356	0.336658	41.5053	34.1591	35.977	33.8185
1.83562	11.0356	0.336658	41.5458	34.4936	36.1218	33.9587
2.06794	11.0356	0.336658	41.5724	34.7924	36.2486	34.0885
2.30026	11.0356	0.336658	41.5708	35.0518	36.3903	34.2207
2.53259	11.0356	0.336658	41.5775	35.2771	36.5412	34.36
2.76491	11.0356	0.336658	41.5999	35.4957	36.6615	34.4846
2.99723	11.0356	0.336658	41.5999	35.7018	36.7723	34.611
3.22956	11.0356	0.336658	41.5927	35.8789	36.9229	34.7414
3.46188	11.0356	0.336658	41.6133	36.0308	37.0457	34.8685
3.6942	11.0356	0.336658	41.6247	36.2114	37.1261	34.9907
3.92653	11.0356	0.336658	41.6081	36.3671	37.2766	35.1109
4.15885	11.0356	0.336658	41.6034	36.4915	37.4215	35.2422
4.39117	11.0356	0.336658	41.6107	36.6443	37.5122	35.3268
4.6235	11.0356	0.336658	41.589	36.7966	37.624	35.4681
4.85582	11.0356	0.336658	41.5592	36.9196	37.7799	35.5819
5.08814	11.0356	0.336658	41.5613	37.0134	37.8531	35.7043
5.32047	11.0356	0.336658	41.5564	37.1551	37.9895	35.8189
5.55279	11.0356	0.336658	41.5291	37.2887	38.1039	35.9369
5.78511	11.0356	0.336658	41.5166	37.4164	38.2477	36.0398
6.01744	11.0356	0.336658	41.5073	37.521	38.3742	36.1514
6.24976	11.0356	0.336658	41.4587	37.6564	38.4715	36.2584
6.48208	11.0356	0.336658	41.3957	37.7932	38.6364	36.362
6.71441	11.0356	0.336658	41.361	37.8692	38.7005	36.4615
6.94673	11.0356	0.336658	41.3049	38.0249	38.8401	36.5653
7.17905	11.0356	0.336658	41.2096	38.1352	38.9245	36.6632
7.41138	11.0356	0.336658	41.134	38.2301	39.0878	36.7656
7.6437	11.0356	0.336658	41.069	38.3667	39.1125	36.8519
7.87602	11.0356	0.336658	40.9415	38.4773	39.2796	36.9607
8.10835	11.0356	0.336658	40.7669	38.6228	39.3573	37.0473
8.34067	11.0356	0.336658	40.6209	38.6761	39.4946	37.1176
8.57299	11.0356	0.336658	40.4368	38.8499	39.5052	37.2213
8.80531	11.0356	0.336658	40.1356	38.8974	39.6673	37.295
9.03764	11.0356	0.336658	39.7686	39.0363	39.68	37.3797
9.26996	11.0356	0.336658	39.4546	39.104	39.7501	37.4477
9.50228	11.0356	0.336658	39.0922	39.2656	39.8101	37.5177
9.73461	11.0356	0.336658	38.5799	39.2771	39.9181	37.5716
9.96693	11.0356	0.336658	38.0072	39.4299	39.8853	37.6318
10.1993	11.0356	0.336658	37.4319	39.4905	39.9389	37.6857
10.4316	11.0356	0.336658	36.7766	39.505	39.9977	37.7254
10.6639	11.0356	0.336658	35.7593	39.5517	40.0978	37.7393
10.8962	11.0356	0.336658	34.3346	39.5359	39.9653	37.7374
11.1285	11.0356	0.336658	32.9599	39.4857	40.0367	37.7622
11.3609	11.0356	0.336658	30.7564	39.5001	39.9914	37.7232
11.5932	11.0356	0.336658	28.7787	39.2515	40.0474	37.6513
11.8255	11.0356	0.336658	25.9618	39.2742	39.9503	37.625
12.0578	11.0356	0.336658	20.9357	38.9101	39.9302	37.5008
12.2902	11.0356	0.336658	12.1352	38.9113	39.9126	37.4291
12.5225	11.0356	0.336658	-3.10936	38.4828	39.8246	37.3398
12.7548	11.0356	0.336658	-29.3564	38.5562	39.6981	37.306
12.9871	11.0356	0.336658	-74.3884	38.1716	39.6328	37.1527
13.2195	11.0356	0.336658	-151.493	38.3689	39.5046	36.9495
13.4518	11.0356	0.336658	-283.357	36.6659	39.4049	36.8284
13.6841	11.0356	0.336658	0	36.164	39.1757	36.7067
13.9164	11.0356	0.336658	0	36.1329	39.0414	36.5546
14.1487	11.0356	0.336658	0	35.5975	38.8332	36.2731
14.3811	11.0356	0.336658	0	35.6262	38.7233	36.0671
14.6134	11.0356	0.336658	0	35.2612	37.9014	35.6626
14.8457	11.0356	0.336658	0	33.0697	36.9825	35.1966
15.078	11.0356	0.336658	0	32.7635	36.6978	34.9205
15.3104	11.0356	0.336658	0	31.7689	35.7313	34.0422
15.5427	11.0356	0.336658	0	31.1531	35.1316	33.4587
15.775	11.0356	0.336658	0	29.9886	33.9753	32.3187
16.0073	11.0356	0.336658	0	29.0742	33.0402	31.1023
16.2397	11.0356	0.336658	0	21.2452	25.2924	25.1834
16.472	11.0356	0.336658	0	0	0	0
16.7043	11.0356	0.336658	0	0	0	0
16.9366	11.0356	0.336658	0	0	0	0
17.169	11.0356	0.336658	0	0	0	0
17.4013	11.0356	0.336658	0	0	0	0
17.6336	11.0356	0.336658	0	0	0	0
-5.32623	11.404	0.379627	38.6911	0	0	0
-5.09391	11.404	0.379627	38.8101	0	0	27.1867
-4.86159	11.404	0.379627	38.9238	0	0	27.7863
-4.62926	11.404	0.379627	39.0481	0	0	28.2683
-4.39694	11.404	0.379627	39.1715	0	0	28.7029
-4.16462	11.404	0.379627	39.2828	0	0	29.1018
-3.93229	11.404	0.379627	39.3975	0	0	29.4648
-3.69997	11.404	0.379627	39.5198	0	0	29.7722
-3.46765	11.404	0.379627	39.6319	0	0	30.0428
-3.23532	11.404	0.379627	39.7402	0	0	30.3036
-3.003	11.404	0.379627	39.8613	0	27.2467	30.5639
-2.77068	11.404	0.379627	39.9816	0	28.4023	30.7686
-2.53835	11.404	0.379627	40.0921	0	29.2315	30.9831
-2.30603	11.404	0.379627	40.2077	0	29.9771	31.1928
-2.07371	11.404	0.379627	40.3274	0	30.6805	31.3816
-1.84138	11.404	0.379627	40.4336	0	31.3511	31.5666
-1.60906	11.404	0.379627	40.5355	0	31.9855	31.7439
-1.37674	11.404	0.379627	40.648	0	32.5691	31.9305
-1.14442	11.404	0.379627	40.754	0	33.0822	32.0871
-0.912092	11.404	0.379627	40.8474	25.4935	33.5157	32.2481
-0.679769	11.404	0.379627	40.9468	28.4109	33.8928	32.4131
-0.447445	11.404	0.379627	41.0478	29.2846	34.2371	32.5615
-0.215122	11.404	0.379627	41.1285	30.0396	34.547	32.7117
0.017201	11.404	0.379627	41.2003	30.7465	34.8161	32.8689
0.249524	11.404	0.379627	41.2795	31.4218	35.0471	33.0232
0.481847	11.404	0.379627	41.3436	32.0654	35.2557	33.1648
0.714171	11.404	0.379627	41.3853	32.6665	35.4628	33.3074
0.946494	11.404	0.379627	41.4338	33.2057	35.6508	33.4552
1.17882	11.404	0.379627	41.4898	33.6664	35.8065	33.5853
1.41114	11.404	0.379627	41.5236	34.0597	35.9634	33.7366
1.64346	11.404	0.379627	41.5482	34.4141	36.1407	33.8627
1.87579	11.404	0.379627	41.5871	34.7375	36.2782	34.0016
2.10811	11.404	0.379627	41.6103	35.0221	36.4046	34.1301
2.34043	11.404	0.379627	41.6063	35.2655	36.5471	34.2612
2.57276	11.404	0.379627	41.6134	35.4768	36.6921	34.3993
2.80508	11.404	0.379627	41.6344	35.6867	36.8087	34.5225
3.0374	11.404	0.379627	41.6322	35.8831	36.9246	34.6478
3.26973	11.404	0.379627	41.6255	36.05	37.0744	34.777
3.50205	11.404	0.379627	41.6468	36.1997	37.1912	34.9028
3.73437	11.404	0.379627	41.6559	36.3771	37.2768	35.0236
3.9667	11.404	0.379627	41.6383	36.5255	37.43	35.1423
4.19902	11.404	0.379627	41.6352	36.6459	37.5674	35.273
4.43134	11.404	0.379627	41.6414	36.8017	37.6596	35.3548
4.66367	11.404	0.379627	41.6178	36.9511	37.7748	35.4952
