log(E/eV)	z/pc	tobs/yr	Synchr	IC	IC - IR	SSC
3.15434	1.08311	0.244959	40.7825	33.5816	34.712	35.8692
3.37656	1.08311	0.244959	40.7761	33.7588	34.8306	35.9898
3.59878	1.08311	0.244959	40.7808	33.9382	34.9419	36.1139
3.82101	1.08311	0.244959	40.7824	34.1043	35.0747	36.2293
4.04323	1.08311	0.244959	40.7646	34.2383	35.1785	36.3577
4.26545	1.08311	0.244959	40.7569	34.3903	35.29	36.476
4.48767	1.08311	0.244959	40.7597	34.5303	35.4368	36.5902
4.7099	1.08311	0.244959	40.7431	34.6609	35.4842	36.7091
4.93212	1.08311	0.244959	40.7241	34.7809	35.638	36.8234
5.15434	1.08311	0.244959	40.7147	34.8959	35.7396	36.9399
5.37656	1.08311	0.244959	40.6823	35.0281	35.8779	37.0468
5.59878	1.08311	0.244959	40.6355	35.1388	35.993	37.1607
5.82101	1.08311	0.244959	40.6074	35.2579	36.1125	37.2666
6.04323	1.08311	0.244959	40.5703	35.3941	36.2388	37.3804
6.26545	1.08311	0.244959	40.5098	35.4746	36.3162	37.474
6.48767	1.08311	0.244959	40.4578	35.6153	36.4596	37.5845
6.7099	1.08311	0.244959	40.3961	35.7502	36.5554	37.6838
6.93212	1.08311	0.244959	40.2883	35.8153	36.6708	37.7873
7.15434	1.08311	0.244959	40.1686	35.9654	36.7784	37.8845
7.37656	1.08311	0.244959	40.06	36.0291	36.917	37.9792
7.59878	1.08311	0.244959	39.9042	36.1627	36.9863	38.072
7.82101	1.08311	0.244959	39.7051	36.2243	37.0969	38.1622
8.04323	1.08311	0.244959	39.5267	36.3796	37.2374	38.2569
8.26545	1.08311	0.244959	39.3037	36.4096	37.3566	38.3467
8.48767	1.08311	0.244959	38.9391	36.5706	37.439	38.4302
8.7099	1.08311	0.244959	38.4466	36.6359	37.5111	38.5105
8.93212	1.08311	0.244959	37.8773	36.7543	37.6388	38.5849
9.15434	1.08311	0.244959	37.1832	36.8212	37.7068	38.6661
9.37656	1.08311	0.244959	36.2397	36.8693	37.835	38.7313
9.59878	1.08311	0.244959	34.5586	36.928	37.8173	38.7738
9.82101	1.08311	0.244959	31.5594	36.9987	37.9375	38.8346
10.0432	1.08311	0.244959	26.3584	36.9708	37.979	38.8883
10.2655	1.08311	0.244959	17.4846	37.061	38.0954	38.9188
10.4877	1.08311	0.244959	2.48439	36.9281	37.9893	38.9231
10.7099	1.08311	0.244959	-22.7355	37.0037	38.0716	38.9172
10.9321	1.08311	0.244959	-65.0027	36.7955	38.0534	38.8845
11.1543	1.08311	0.244959	-135.707	36.9268	37.9396	38.8585
11.3766	1.08311	0.244959	-253.846	36.6623	37.951	38.7939
11.5988	1.08311	0.244959	0	36.8087	37.8768	38.6706
11.821	1.08311	0.244959	0	35.7649	37.81	38.6031
12.0432	1.08311	0.244959	0	35.3884	37.6754	38.4959
12.2655	1.08311	0.244959	0	35.5005	37.5157	38.4299
12.4877	1.08311	0.244959	0	35.2283	37.5515	38.2219
12.7099	1.08311	0.244959	0	33.7998	37.2556	38.034
12.9321	1.08311	0.244959	0	33.816	37.2337	37.8649
13.1543	1.08311	0.244959	0	33.3758	36.8565	37.6721
13.3766	1.08311	0.244959	0	33.5304	36.8601	37.5123
13.5988	1.08311	0.244959	0	33.8413	35.8402	37.2683
13.821	1.08311	0.244959	0	31.3779	35.2874	36.9164
14.0432	1.08311	0.244959	0	31.2847	35.1978	36.6061
14.2655	1.08311	0.244959	0	30.6795	34.5962	36.0939
14.4877	1.08311	0.244959	0	30.9551	34.741	35.4702
14.7099	1.08311	0.244959	0	27.3865	31.4056	33.8957
14.9321	1.08311	0.244959	0	0	0	0
15.1543	1.08311	0.244959	0	0	0	0
15.3766	1.08311	0.244959	0	0	0	0
15.5988	1.08311	0.244959	0	0	0	0
15.821	1.08311	0.244959	0	0	0	0
16.0432	1.08311	0.244959	0	0	0	0
-5.71312	1.17313	0.237909	38.17	0	0	0
-5.49089	1.17313	0.237909	38.2938	0	0	28.6472
-5.26867	1.17313	0.237909	38.4103	0	0	29.2405
-5.04645	1.17313	0.237909	38.5254	0	0	29.7153
-4.82423	1.17313	0.237909	38.6446	0	0	30.1432
-4.60201	1.17313	0.237909	38.7573	0	0	30.5426
-4.37978	1.17313	0.237909	38.8661	0	0	30.9145
-4.15756	1.17313	0.237909	38.9816	0	0	31.2482
-3.93534	1.17313	0.237909	39.0958	0	0	31.5435
-3.71312	1.17313	0.237909	39.2046	0	0	31.8275
-3.49089	1.17313	0.237909	39.319	0	0	32.1019
-3.26867	1.17313	0.237909	39.4341	0	25.1679	32.3273
-3.04645	1.17313	0.237909	39.5414	0	26.0805	32.5539
-2.82423	1.17313	0.237909	39.6513	0	26.857	32.7793
-2.60201	1.17313	0.237909	39.7657	0	27.5784	32.9723
-2.37978	1.17313	0.237909	39.8734	0	28.2687	33.1633
-2.15756	1.17313	0.237909	39.9816	0	28.9363	33.3513
-1.93534	1.17313	0.237909	40.0964	0	29.5827	33.5263
-1.71312	1.17313	0.237909	40.2052	0	30.2035	33.6968
-1.49089	1.17313	0.237909	40.3093	0	30.7888	33.8619
-1.26867	1.17313	0.237909	40.4182	24.3663	31.3218	34.0313
-1.04645	1.17313	0.237909	40.5224	25.8246	31.7863	34.1815
-0.824228	1.17313	0.237909	40.6181	26.6553	32.186	34.3309
-0.602005	1.17313	0.237909	40.7177	27.3861	32.5476	34.4887
-0.379783	1.17313	0.237909	40.8157	28.0764	32.8843	34.6308
-0.157561	1.17313	0.237909	40.9009	28.7442	33.1946	34.776
0.0646613	1.17313	0.237909	40.9832	29.3951	33.4732	34.9244
0.286884	1.17313	0.237909	41.0628	30.0281	33.7239	35.0496
0.509106	1.17313	0.237909	41.1245	30.6369	33.9583	35.2003
0.731328	1.17313	0.237909	41.1773	31.2093	34.1687	35.3405
0.95355	1.17313	0.237909	41.235	31.7271	34.3659	35.4753
1.17577	1.17313	0.237909	41.2802	32.1755	34.5385	35.6091
1.39799	1.17313	0.237909	41.3113	32.5645	34.7079	35.7401
1.62022	1.17313	0.237909	41.3483	32.9205	34.8685	35.8741
1.84244	1.17313	0.237909	41.3786	33.2519	35.0063	36.0044
2.06466	1.17313	0.237909	41.3877	33.5539	35.1514	36.1296
2.28688	1.17313	0.237909	41.3998	33.8278	35.2888	36.2643
2.50911	1.17313	0.237909	41.419	34.072	35.3896	36.3857
2.73133	1.17313	0.237909	41.421	34.3039	35.5332	36.5117
2.95355	1.17313	0.237909	41.4227	34.5126	35.6753	36.6487
3.17577	1.17313	0.237909	41.4394	34.698	35.7869	36.7265
3.39799	1.17313	0.237909	41.4414	34.8738	35.896	36.8837
3.62022	1.17313	0.237909	41.4309	35.0455	36.0399	37.0005
3.84244	1.17313	0.237909	41.4342	35.1854	36.1368	37.1204
4.06466	1.17313	0.237909	41.4303	35.3349	36.2444	37.2323
4.28688	1.17313	0.237909	41.4096	35.4768	36.3887	37.3566
4.50911	1.17313	0.237909	41.4037	35.6135	36.4732	37.4691
4.73133	1.17313	0.237909	41.4036	35.7273	36.6094	37.5777
4.95355	1.17313	0.237909	41.3837	35.8647	36.6793	37.6907
5.17577	1.17313	0.237909	41.3662	35.9974	36.8389	37.7996
5.39799	1.17313	0.237909	41.3548	36.0855	36.9219	37.9098
5.62022	1.17313	0.237909	41.3176	36.2174	37.0613	38.0098
5.84244	1.17313	0.237909	41.272	36.3574	37.1804	38.1172
6.06466	1.17313	0.237909	41.2453	36.4378	37.2919	38.2163
6.28688	1.17313	0.237909	41.2036	36.5686	37.4022	38.3256
6.50911	1.17313	0.237909	41.1422	36.7027	37.5237	38.4141
6.73133	1.17313	0.237909	41.0919	36.802	37.6439	38.5176
6.95355	1.17313	0.237909	41.0239	36.9325	37.7341	38.6129
7.17577	1.17313	0.237909	40.9101	37.0109	37.8418	38.7101
7.39799	1.17313	0.237909	40.7935	37.1618	37.972	38.8021
7.62022	1.17313	0.237909	40.6813	37.2026	38.0697	38.892
7.84244	1.17313	0.237909	40.5157	37.3623	38.17	38.9773
8.06466	1.17313	0.237909	40.3167	37.4242	38.2198	39.0611
8.28688	1.17313	0.237909	40.1394	37.564	38.3677	39.151
8.50911	1.17313	0.237909	39.8989	37.633	38.4275	39.2339
8.73133	1.17313	0.237909	39.5092	37.7936	38.5736	39.3095
8.95355	1.17313	0.237909	39.006	37.8317	38.5345	39.3803
9.17577	1.17313	0.237909	38.4175	37.9732	38.67	39.4469
9.39799	1.17313	0.237909	37.7039	38.0477	38.7122	39.5169
9.62022	1.17313	0.237909	36.6805	38.0793	38.8177	39.5681
9.84244	1.17313	0.237909	34.8362	38.1686	38.7633	39.5922
10.0647	1.17313	0.237909	31.563	38.1986	38.8268	39.6389
10.2869	1.17313	0.237909	25.9051	38.2074	38.8533	39.674
10.5091	1.17313	0.237909	16.2693	38.2858	38.8866	39.6825
10.7313	1.17313	0.237909	-0.00228144	38.1551	38.834	39.6577
10.9536	1.17313	0.237909	-27.3428	38.1866	38.8411	39.6316
11.1758	1.17313	0.237909	-73.1475	37.9601	38.7748	39.5798
11.398	1.17313	0.237909	-149.752	38.0395	38.8276	39.5349
11.6202	1.17313	0.237909	-277.735	37.734	38.6791	39.4618
11.8424	1.17313	0.237909	0	37.6843	38.6896	39.324
12.0647	1.17313	0.237909	0	36.9305	38.6867	39.2662
12.2869	1.17313	0.237909	0	36.5529	38.4696	39.1606
12.5091	1.17313	0.237909	0	36.6573	38.4493	39.0896
12.7313	1.17313	0.237909	0	36.3746	38.4615	38.8841
12.9536	1.17313	0.237909	0	34.986	38.2045	38.7073
13.1758	1.17313	0.237909	0	35.0044	38.0979	38.5353
13.398	1.17313	0.237909	0	34.5675	37.754	38.3456
13.6202	1.17313	0.237909	0	34.7227	37.6373	38.1822
13.8424	1.17313	0.237909	0	35.0031	36.9356	37.9405
14.0647	1.17313	0.237909	0	32.5773	36.3943	37.5944
14.2869	1.17313	0.237909	0	32.4832	36.3035	37.2832
14.5091	1.17313	0.237909	0	31.8765	35.7045	36.7714
14.7313	1.17313	0.237909	0	32.149	35.7718	36.1419
14.9536	1.17313	0.237909	0	28.5795	32.5819	34.5752
15.1758	1.17313	0.237909	0	0	0	0
15.398	1.17313	0.237909	0	0	0	0
15.6202	1.17313	0.237909	0	0	0	0
15.8424	1.17313	0.237909	0	0	0	0
16.0647	1.17313	0.237909	0	0	0	0
16.2869	1.17313	0.237909	0	0	0	0
-5.63167	1.27063	0.272808	38.4357	0	0	0
-5.40945	1.27063	0.272808	38.5583	0	0	28.9369
-5.18722	1.27063	0.272808	38.6733	0	0	29.5281
-4.965	1.27063	0.272808	38.7888	0	0	30.0006
-4.74278	1.27063	0.272808	38.9075	0	0	30.4257
-4.52056	1.27063	0.272808	39.0186	0	0	30.8216
-4.29833	1.27063	0.272808	39.1278	0	0	31.1868
-4.07611	1.27063	0.272808	39.244	0	0	31.5121
-3.85389	1.27063	0.272808	39.3568	0	0	31.7958
-3.63167	1.27063	0.272808	39.4657	0	0	32.0698
-3.40945	1.27063	0.272808	39.5808	0	0	32.3358
-3.18722	1.27063	0.272808	39.6946	0	25.861	32.5543
-2.965	1.27063	0.272808	39.801	0	26.7644	32.7746
-2.74278	1.27063	0.272808	39.9117	0	27.5331	32.9944
-2.52056	1.27063	0.272808	40.0249	0	28.2479	33.1835
-2.29833	1.27063	0.272808	40.1308	0	28.9319	33.371
-2.07611	1.27063	0.272808	40.2389	0	29.5927	33.5558
-1.85389	1.27063	0.272808	40.352	0	30.2306	33.7282
-1.63167	1.27063	0.272808	40.4569	0	30.8393	33.8966
-1.40945	1.27063	0.272808	40.5581	0	31.4064	34.0597
-1.18722	1.27063	0.272808	40.6633	25.0341	31.9136	34.2273
-0.965001	1.27063	0.272808	40.7604	26.4903	32.3491	34.376
-0.742779	1.27063	0.272808	40.8493	27.3189	32.7274	34.5241
-0.520556	1.27063	0.272808	40.9423	28.0474	33.074	34.6805
-0.298334	1.27063	0.272808	41.0305	28.7352	33.3934	34.8214
-0.076112	1.27063	0.272808	41.1049	29.3997	33.6828	34.9655
0.14611	1.27063	0.272808	41.1778	30.0456	33.9383	35.1127
0.368332	1.27063	0.272808	41.2462	30.671	34.169	35.2366
0.590555	1.27063	0.272808	41.2951	31.2677	34.3886	35.3862
0.812777	1.27063	0.272808	41.3381	31.821	34.5813	35.525
1.035	1.27063	0.272808	41.3871	32.3121	34.7656	35.6584
1.25722	1.27063	0.272808	41.4219	32.7325	34.9323	35.7908
1.47944	1.27063	0.272808	41.4457	33.1022	35.0945	35.9203
1.70167	1.27063	0.272808	41.4778	33.4435	35.2428	36.0526
1.92389	1.27063	0.272808	41.5002	33.7569	35.378	36.1812
2.14611	1.27063	0.272808	41.5033	34.0369	35.5262	36.3047
2.36833	1.27063	0.272808	41.5139	34.2884	35.6535	36.4377
2.59055	1.27063	0.272808	41.5288	34.5135	35.75	36.5571
2.81278	1.27063	0.272808	41.5265	34.7312	35.8984	36.6811
3.035	1.27063	0.272808	41.5289	34.9221	36.0339	36.8166
3.25722	1.27063	0.272808	41.5443	35.0957	36.143	36.8917
3.47944	1.27063	0.272808	41.5416	35.2672	36.2562	37.047
3.70167	1.27063	0.272808	41.5313	35.4301	36.3966	37.1613
3.92389	1.27063	0.272808	41.5353	35.5574	36.491	37.2788
4.14611	1.27063	0.272808	41.5273	35.7068	36.5973	37.3885
4.36833	1.27063	0.272808	41.5063	35.8474	36.7484	37.51
4.59055	1.27063	0.272808	41.5034	35.9742	36.8196	37.6192
4.81278	1.27063	0.272808	41.5005	36.0889	36.9589	37.7251
5.035	1.27063	0.272808	41.4785	36.2286	37.0392	37.8346
5.25722	1.27063	0.272808	41.4633	36.3537	37.1916	37.941
5.47944	1.27063	0.272808	41.4493	36.4456	37.2762	38.048
5.70167	1.27063	0.272808	41.408	36.5785	37.4197	38.1449
5.92389	1.27063	0.272808	41.365	36.712	37.5304	38.2489
6.14611	1.27063	0.272808	41.3389	36.7909	37.6377	38.3447
6.36833	1.27063	0.272808	41.2926	36.9253	37.7487	38.4516
6.59055	1.27063	0.272808	41.2314	37.0655	37.879	38.5375
6.81278	1.27063	0.272808	41.1819	37.1484	37.9884	38.6374
7.035	1.27063	0.272808	41.1067	37.2858	38.0833	38.7301
7.25722	1.27063	0.272808	40.9885	37.3669	38.1774	38.8234
7.47944	1.27063	0.272808	40.8753	37.5124	38.3017	38.9123
7.70167	1.27063	0.272808	40.7577	37.5581	38.3809	38.9985
7.92389	1.27063	0.272808	40.5828	37.7232	38.5006	39.0794
8.14611	1.27063	0.272808	40.386	37.7734	38.5147	39.1589
8.36833	1.27063	0.272808	40.207	37.9167	38.6691	39.2451
8.59055	1.27063	0.272808	39.9469	37.9978	38.7146	39.3231
8.81278	1.27063	0.272808	39.5331	38.1506	38.8553	39.3934
9.035	1.27063	0.272808	39.0202	38.1884	38.7965	39.4582
9.25722	1.27063	0.272808	38.4113	38.3331	38.9136	39.5191
9.47944	1.27063	0.272808	37.6746	38.3898	38.955	39.5827
9.70167	1.27063	0.272808	36.558	38.4173	39.019	39.626
9.92389	1.27063	0.272808	34.5363	38.5094	38.997	39.6413
10.1461	1.27063	0.272808	30.9665	38.5142	39.0092	39.6803
10.3683	1.27063	0.272808	24.8137	38.541	39.047	39.707
10.5906	1.27063	0.272808	14.3524	38.598	39.0457	39.7068
10.8128	1.27063	0.272808	-3.29612	38.4691	39.054	39.6744
11.035	1.27063	0.272808	-32.9336	38.4716	39.0137	39.6412
11.2572	1.27063	0.272808	-82.5698	38.2458	38.9773	39.5865
11.4794	1.27063	0.272808	-165.566	38.3044	39.0451	39.5386
11.7017	1.27063	0.272808	0	37.9904	38.8658	39.4671
11.9239	1.27063	0.272808	0	37.8483	38.9162	39.3279
12.1461	1.27063	0.272808	0	37.2435	38.8882	39.2744
12.3683	1.27063	0.272808	0	36.8683	38.666	39.1726
12.5906	1.27063	0.272808	0	36.9708	38.6633	39.1009
12.8128	1.27063	0.272808	0	36.6845	38.6513	38.8979
13.035	1.27063	0.272808	0	35.3128	38.4174	38.7305
13.2572	1.27063	0.272808	0	35.3312	38.2591	38.5562
13.4794	1.27063	0.272808	0	34.8943	37.9493	38.3702
13.7017	1.27063	0.272808	0	35.0484	37.7612	38.2037
13.9239	1.27063	0.272808	0	35.3136	37.2293	37.9658
14.1461	1.27063	0.272808	0	32.9042	36.6943	37.6243
14.3683	1.27063	0.272808	0	32.8094	36.6038	37.3117
14.5906	1.27063	0.272808	0	32.2021	36.0066	36.8008
14.8128	1.27063	0.272808	0	32.474	36.0456	36.1642
15.035	1.27063	0.272808	0	28.9053	32.9095	34.6071
15.2572	1.27063	0.272808	0	0	0	0
15.4794	1.27063	0.272808	0	0	0	0
15.7017	1.27063	0.272808	0	0	0	0
15.9239	1.27063	0.272808	0	0	0	0
16.1461	1.27063	0.272808	0	0	0	0
16.3683	1.27063	0.272808	0	0	0	0
-5.57752	1.37623	0.305165	38.5747	0	0	0
-5.3553	1.37623	0.305165	38.696	0	0	29.0563
-5.13307	1.37623	0.305165	38.8099	0	0	29.6459
-4.91085	1.37623	0.305165	38.926	0	0	30.1167
-4.68863	1.37623	0.305165	39.0439	0	0	30.54
-4.46641	1.37623	0.305165	39.1536	0	0	30.9333
-4.24419	1.37623	0.305165	39.2636	0	0	31.2934
-4.02196	1.37623	0.305165	39.38	0	0	31.6126
-3.79974	1.37623	0.305165	39.4915	0	0	31.8878
-3.57752	1.37623	0.305165	39.6007	0	0	32.1543
-3.3553	1.37623	0.305165	39.7164	0	0	32.4141
-3.13307	1.37623	0.305165	39.8284	0	26.3066	32.6274
-2.91085	1.37623	0.305165	39.9341	0	27.2047	32.843
-2.68863	1.37623	0.305165	40.0453	0	27.9687	33.0586
-2.46641	1.37623	0.305165	40.1568	0	28.6793	33.2447
-2.24419	1.37623	0.305165	40.2609	0	29.3592	33.4294
-2.02196	1.37623	0.305165	40.3687	0	30.0153	33.6118
-1.79974	1.37623	0.305165	40.4792	0	30.6468	33.7823
-1.57752	1.37623	0.305165	40.5801	0	31.2463	33.9489
-1.3553	1.37623	0.305165	40.6787	0	31.7997	34.1104
-1.13307	1.37623	0.305165	40.7798	25.4656	32.2882	34.2766
-0.910852	1.37623	0.305165	40.8704	26.9203	32.7049	34.4241
-0.68863	1.37623	0.305165	40.9539	27.7475	33.0704	34.5711
-0.466408	1.37623	0.305165	41.0419	28.4745	33.4063	34.7262
-0.244185	1.37623	0.305165	41.1222	29.1604	33.7124	34.8662
-0.0219631	1.37623	0.305165	41.189	29.8224	33.9858	35.0092
0.200259	1.37623	0.305165	41.256	30.4646	34.2247	35.1554
0.422481	1.37623	0.305165	41.3162	31.084	34.4424	35.278
0.644704	1.37623	0.305165	41.3565	31.6713	34.6519	35.4265
0.866926	1.37623	0.305165	41.3947	32.2101	34.8322	35.5642
1.08915	1.37623	0.305165	41.4384	32.6821	35.009	35.6963
1.31137	1.37623	0.305165	41.4662	33.0849	35.1729	35.8274
1.53359	1.37623	0.305165	41.4866	33.4429	35.3285	35.9556
1.75581	1.37623	0.305165	41.5164	33.7733	35.4695	36.0865
1.97804	1.37623	0.305165	41.5329	34.0727	35.6051	36.2137
2.20026	1.37623	0.305165	41.5328	34.3359	35.7524	36.3357
2.42248	1.37623	0.305165	41.544	34.5718	35.873	36.4674
2.6447	1.37623	0.305165	41.5554	34.7844	35.9709	36.5852
2.86693	1.37623	0.305165	41.5504	34.9922	36.1209	36.7075
3.08915	1.37623	0.305165	41.5549	35.1708	36.249	36.8417
3.31137	1.37623	0.305165	41.5686	35.3384	36.3592	36.9148
3.53359	1.37623	0.305165	41.5623	35.5072	36.4763	37.0685
3.75581	1.37623	0.305165	41.5534	35.6625	36.6106	37.1807
